#iID	iAbilityType	sAbilityID	sBookTip	sBookImage	sLink
11705	17	大红袍	[5E0B08]大红袍[-]是茶中状元，茶中之王。长于九龙窝高岩峭壁半腰岩缝间，共只有四株，香气富裕，滋味青远，汤色金黄明艳，可谓仙品。千万别浪费了。	i00103	4,8
11706	17	蒙顶黄芽	[5E0B08]蒙顶黄芽[-]茶产于四川蒙顶山。鲜嫩显毫，色泽金黄，香气浓郁，滋味甘甜，汤黄而碧。中国最古之名茶，有茶中故旧之称。	i00104	4,8
11707	17	黄山毛峰	[5E0B08]黄山毛峰[-]这种茶叶的外型状似雀舌，白毫显露，色如象牙。冲泡后，雾气凝顶，清香高爽，茶汤清澈。	i00105	4,8
11708	17	君山银针	[5E0B08]君山银针[-]茶叶产于洞庭湖的君山岛上。色泽金而光亮，香气高而清纯，汤色橙黄明亮，滋味爽甜纯厚。	i00106	4,8
11709	17	六安瓜片	[5E0B08]六安瓜片[-]为瓜子型，色翠绿，只有叶片，并无茶梗。有清心败火，益神养心之功。	i00107	4,8
11710	17	庐山云雾茶	[5E0B08]庐山云雾茶[-]的外型挺秀如针，银毫显露，汤色青绿，滋味甘洁，香气清幽。	i00108	4,8
11711	17	祈门红茶	[5E0B08]祈门红茶[-]茶叶产于安徽祁门。属高香茶，香味高且带蜜糖香或频果香，号称祈门香。	i00109	4,8
11712	17	玉露茶	达到[5E0B08]三绿[-]，即干茶、茶汤、叶底皆为绿翠，香气沉闷，带有青气，涩味较重。	i00110	4,8
11713	17	半山妖	传说为鸟衔茶子吐于峰顶而生。茶树地势险奇，人们戏称为半空中的妖怪，味以奇取胜。	i00111	4,8
11714	17	金凤凰	色泽浅金褐油润，泛朱砂红点，香气清高深幽，有独特芳香，红边绿心，极为珍贵。	i00112	4,8
11715	17	普洱茶	味具浓醇，回甘耐泡的特色。能生津止渴，醒脾解酒，消食下气。为中国十大名茶之一。	i00113	4,8
11716	17	佛手	外型肥状，色和绿鲜润，叶背沙粒明显，香浓带悉尼香，滋味浓厚甘醇，汤色深澄黄泛红。	i00114	4,8
11717	17	黄金桂	称为清明茶，有[5E0B08]一香二早[-]之称。外型细紧，香气特高，奇特优雅，滋味清纯鲜爽。	i00115	4,8
11718	17	铁观音	美如观音重似铁，香气清高馥郁，滋味纯厚甜鲜，称为[5E0B08]观音韵[-]。中国十大名茶之一	i00116	4,8
11719	17	龙井	外形扁削光滑，色泽翠绿，香气清馨，滋味甘鲜清口，故以色绿，香郁，味甘，形美四绝名冠于天下。	i00117	4,8
11720	17	盖碗茶	又称三才碗。须以精致、干净的茶具泡茶，且必须包含茶盖、茶碗、茶盘三部分，故又称为三炮台。茶色清而味甘，润香微苦。并可佐以枸杞、红枣、桂圆、冰糖，制成五香茶、八宝茶。	i10060	4,8
12001	28	三才剑阵	剑系队员随机获得连斩，左右互搏，大重击，大闪避，大横练，大反手	0	3,7
12002	28	四象刀阵	刀系队员随机获得连斩，左右互搏，大重击，大闪避，大横练，大反手	0	3,7
12003	28	五行拳阵	拳系队员随机获得连斩，左右互搏，大重击，大闪避，大横练，大反手	0	3,7
12004	28	六合棍阵	棍系队员随机获得连斩，左右互搏，大重击，大闪避，大横练，大反手	0	3,7
12005	28	七星镖阵	暗器系队员随机获得连斩，左右互搏，大重击，大闪避，大横练，大反手	0	3,7
12006	28	明察秋毫	全体队员获得大重击状态，提升重击率50%	0	3,7
12007	28	庖丁解牛	全体队员获得连斩状态	0	3,7
12008	28	动如脱兔	全体队员获得大闪躲状态，提升闪避率50%	0	3,7
12009	28	铜墙铁壁	全体队员获得大横练状态，提升防御力500	0	3,7
12010	28	愿者上钩	全体队员，获得大反手状态，提升反击率50%	0	3,7
12011	28	左右开弓	全体队员，当回合获得左右互搏状态	0	3,7
12012	28	气汇百川	全体获得大聚气状态，恢复气血内力30%	0	3,7
12013	28	唯我毒尊	全体敌人中剧毒	0	3,7
12014	28	惺惺相惜	呼喊一个同伴进场帮忙	0	3,7
12015	28	使用道具	可以使用道具一次	0	3,7
12016	28	转换心法	更换运行的内功功体	0	3,7
20001	18	逍遥心法	逍遥心法乃是逍遥谷武学的根基，共有十重。每次修练皆可提升气血与内力。另外，如果在战斗中运行此功体，则可以恢复少量气血与内力。	NeigongImage02	60001
20002	18	日月神功	日月神功为逍遥谷进阶心法，功成者可自由调息阴阳内劲，令敌人难以应对。在战斗中运行日月神功，可以有效提升攻击力与防御力。	NeigongImage03	60002
20003	18	东方宝典	上乘的内功心法宝典，修练后内力大增。在战斗中运行这个功体，可以大幅提高气血与内力的恢复效果，并使周遭两格内同伴的命中率提高。	NeigongImage04	60003
20004	18	残花宝鉴	练成此功法者，出招快如闪电，身法如鬼似魅，修练可以提高大量的轻功。在战斗中运行此功体，移动范围增加一格，每回合可提升回避，并获得连斩效果，击倒敌人后将再次获得一次行动机会。	NeigongImage05	60004
20005	18	天龙八部功	不知出处的神秘功法，因气息在体内运行的脉络呈现龙的形状，因而得名。功成者每突破一次周天，体内经脉便会宽大一分，累积更强大的爆发力。于战斗中运行此功体，可以恢复气血，并提升攻击、暴击、反击、回避等多项能力。	NeigongImage06	60005
20006	18	金雁功	道家宗派全真教的心法。属于初阶功法，修练可有效提升人物的轻功。于战斗中运行此功体可逐渐提高人物的回避能力。	NeigongImage07	60006
20007	18	虎啸功	金刀王虎的独门内功，威力刚猛，凝聚内力发出的虎啸声甚至可以直接震昏敌人，威力直比少林金刚狮子吼。战斗中运行此功体，可大幅提升暴击与反击的能力，并能于绝处爆发难以想象的战力，气血低于四成时将获得狂怒状态。	NeigongImage08	60007
20008	18	五毒赤焰功	出自五毒宝典的苗疆功法，需要配合传说中的七彩蛊王才能修炼。练成此功者将百毒不侵，出招都带有一缕毒香，使敌人不知不觉中毒。	NeigongImage09	60008
20009	18	禅宗莲华功	相传由六祖慧能所传的上乘佛学心法，以无上佛法感化敌人与周遭同伴。运行此内功后可自发性反弹敌人伤害，机率清除数个负向状态，此外还可提高两格内同伴的防御力。堪称铜墙铁壁！	NeigongImage10	60009
20010	18	小无相功	不着形相，无迹可寻，身具此功者可模拟天下武功发劲。运行此功体后，反击能力获得飞跃性的提高，并能模仿对手发劲，在符合武器的情况下，能以对手的武功反击对手。闪避成功后，还能获得内力持续恢复的归元状态。	NeigongImage11	60010
20011	18	北冥神功	逍遥派无上功法，可吸收他人内力为己用。攻守一体，攻击时可主动吸收敌人内力，防御时可以自身内力抵销伤害。当内力值低于三成时，将激发自身潜力，大幅提高招式伤害。	NeigongImage11	60011
20012	18	洗髓经	与易筋经齐名的少林寺无上心法，拥有世上最好的疗愈效果，可以大幅度恢复气血与内力，让你每回合都能体验重生的感觉。气血低迷时，可触发减伤状态，并机率性清除数个负向状态。	NeigongImage11	60012
20013	18	凌波微步	逍遥派失传绝学，足踏八八六十四卦，步法全然违背常理，需辅以逍遥派深厚内力方能行走自如，熟练者走将起来能避过天下一切攻势，每迈出一步，内力便可增进一分。	NeigongImage14	60013
20014	18	九阳神功	失传已久的无上内功心法，刚柔并济，阴阳双生，经文有云：他强由他强，清风拂山岗。他横任他横，明月照大江。功法练到深处，甫一受击，护体内力自然而然而生，无穷无尽，有如金刚不坏之驱，寻常拳脚皆能生万钧之力，肉体恢复力亦异于常人。	NeigongImage15	60014
20101	19	逍遥拳法	逍遥拳柔中带刚，缓中有急，亦虚亦实，变化万千。所以软功的修为将非常重要。逍遥拳法共分扶摇直上、鹏飞千里两式。	RoutinImage101	70001
20102	19	野球拳	为小虾米大侠的自创绝学，能先发制人，威力十足。野球拳讲究猜测敌人动向后发先至，以耳代目听出对手的攻击动向，因此耳功的修练格外重要。将野球拳修练至十重，方能领悟小虾米无上拳意，可惜百年来无一人能够达成。	RoutinImage102	70002
20103	19	天山六阳掌	逍遥派绝学，出招轻灵飘逸，优雅清隽，却暗藏汹涌杀机。此套掌法当年由天山童姥教导虚竹，由于使用者多为女子，为弥补力弱缺点，招式渐趋狠辣。招式共有阳春白雪、阳关三迭与六阳融雪。威力取决于修练者的内功精纯与否。	RoutinImage103	70003
20104	19	醉拳	乃藉酒引力，招招虚中有实，指前打后，声东击西，使敌方难以攻防。酒艺越高，醉拳的威力越强。共有醉酒拨臂连环踢、醉酒提壶力千钧、弹腰献酒醉当步三式。	RoutinImage104	70004
20105	19	摧魂腐心掌	阴损的掌法，将含带毒质的内劲攻入对方心脉，使其中毒而死。威力完全看修练者的毒功而定。分为断魂奇毒、鬼哭神号二式。	RoutinImage105	70005
20106	19	拜月七诀	相当古老的掌法，据说由一群崇拜月神的诡秘信徒所创。此掌法威力强大，但会侵蚀修练者的心神，没有坚定的意志者往往会疯狂而死。威力将由修练者的内功决定。	RoutinImage106	70006
20107	19	降龙十八掌	被誉为天下第一刚猛的掌法，威力完全端看修练者的硬功决定。招式名皆出自易经，共分为十八式，分别为：亢龙有悔、飞龙在天、龙战于野……。	RoutinImage107	70007
20108	19	如来九印	由天竺流传而来的神秘武功。招式名称皆出自般若心经，如度一切苦厄、无苦寂灭道、亦无无明尽。修练者对于人生间真善美的体悟与自身道德，将影响如来九印的威力。	RoutinImage108	70008
20109	19	太祖长拳	由天竺流传而来的神秘武功。招式名称皆出自般若心经，如度一切苦厄、无苦寂灭道、亦无无明尽。修练者对于人生间真善美的体悟与自身道德，将影响如来九印的威力。	RoutinImage108	70027
20201	20	一阳指	以阳刚内力贯于指击射敌人要穴之指功，修习时须以厚实之内功为基础，方能制敌于千里之外。修练一阳指需对人体经脉有十足的了解，因此修练者的医术越高，越能发挥一阳指的威力。	RoutinImage201	70009
20202	20	九阴龙爪功	结合当年黑风双煞的九阴白骨爪与少林龙爪功所创。此功以擒拿为主，软硬相兼，刚柔并济，功成时，气随意注，力随指行。修习时须兼修深厚的毒功。	RoutinImage202	70010
20203	20	飞瀑连环指	出自残花宝鉴的武功，以迅雷不及掩耳的速度，在一瞬间发出有如飞瀑般的连环快指，瞬间夺走对手的性命。由于出招极快，因此需要有相应的眼功，才能精准的击中对手。	RoutinImage203	70011
20204	20	少商剑法	将剑气从拇指的少商穴发出。使用者的内功将决定六脉神剑的强弱。内力深厚者，可自由轮转六路剑气，天下间再无敌手！可惜你只会一剑！	RoutinImage401	70035
20401	20	六脉神剑	大理段氏不传绝技，由双手十指射出无形剑气，威力极大，堪称武林第一绝技。修练六脉神剑必须身具深厚的内力，使用者的内功将决定六脉神剑的强弱。修练至十重后，可自由轮转六路剑气，天下间再无敌手！	RoutinImage401	70012
20402	22	情意七剑	剑圣早年所创的剑法。情意七剑每一剑都酝含着对爱人铭心刻骨的爱恋之意，心中对相思之人越是牵挂，发挥出的剑意越强。招式分为天若有情、情深义重。习练者花卉技能愈高，威力愈强。	RoutinImage402	70013
20403	22	逍遥剑法	逍遥剑法剑式轻灵，步法自在，不疾不徐，宛若神仙。若要将此剑法的威力发挥到极致，非得要有好的轻功不可。逍遥剑法共分两式，分别是月射寒江与潇湘水云。	RoutinImage403	70014
20404	22	诸子剑法	将诸子百家之道融入剑法之中，分为儒剑式、道剑式、墨剑式。修练者的书法越高，威力越强。	RoutinImage404	70015
20405	22	独孤九剑	以无招胜有招的剑法。独孤九剑讲究一个「破」字，在敌人出招前先行看破他的套路，以逸待劳，后发先至，对独孤九剑领悟越高，将可破尽天下武学。独孤九剑十分讲究悟性，因此悟性越高者，越能施展出剑法威力。	RoutinImage405	70016
20406	22	太王四神剑	逍遥谷绝学，无瑕子观想四圣姿态，领悟而出，威力端看修练者的剑法修为。招式有青龙啸天、凤翼天翔、不动如山。	RoutinImage406	70017
20501	23	庖丁解牛刀	王蓉于下厨烹调食材时领悟的武学，招式的威力端看修练者的厨艺程度。分族庖日更刀、良庖岁更刀，游刃必有余三式。	RoutinImage501	70018
20502	23	逍遥刀法	逍遥刀法至阳至刚，刀势凶猛，以攻代守。要将此刀法的威力发挥到极致，需有良好的硬功底子才能发挥。逍遥刀法共分两式，分别是冥鲲斩与一游刃。	RoutinImage502	70019
20503	23	无极刀法	逍遥谷绝学。无极是宇宙万物之本源，太极前之状态。无极刀法出招看似癫狂杂乱，实际上蕴含着道家至深易理。无极刀法重视修练者的刀法修为。	RoutinImage503	70020
20504	23	霹雳刀法	霹雳堂独门刀法，挥刀时会发出霹雳之声，因而得名，威力端看修练者对于刀法技能的掌握。	RoutinImage504	70021
20601	24	逍遥棍法	数十年前由无瑕子和萧潇共创的棍法，讲求步法轻灵，运棍如风，招式看似简单，实则暗藏雄浑劲力，熟练者于棍影之中潇洒自若，对手万难攻入半步。宜搭配轻功同练，共有风随白云飞、梦中云莱境二式。	RoutinImage601	70022
20602	24	醉棍	藉酒引力，招招虚守实发，指东打西，诱敌深入，逢击而避，乘隙而入。招式威力由使用者的酒艺决定。三式分别为一醉逍遥、醉卧乾坤、醉蝶。	RoutinImage602	70023
20603	24	打狗棍法	丐帮绝技，需要有极高的悟性才能领悟。出招轻巧灵敏，花招繁复，使敌人防不胜防。威力端看修练者的轻功。共分为棒打恶狗、黄狗撒尿、天下无狗三式。	RoutinImage603	70024
20801	26	满天流星	乃橘叟独门暗器功夫，出手迅速，暗器有如满天流星散落，让敌人无从防备。棋艺越高，威力越大。	RoutinImage901	70025
20802	26	霹雳雷火弹	霹雳堂独门火器，威力十分可怕，可将精钢铸成的铁门炸穿。凡人被波及将尸骨无存。雷火弹的构造十分繁复，需要有相当的鉴定技能才能使用自如，否则可能伤及自身！	RoutinImage902	70026
20803	26	小李飞刀	曾在武林通鉴上排行第三的兵器，但如今留存下来的小李飞刀不过是蜀中唐门揣摩观想后模仿而出的一种暗器手法。小李飞刀，例不虚发，这套手法精妙之处，全在精密计算、预测目标方位后，射出的那记致命一击。习练者须有极高的眼功修为才能精确捕捉目标动向。	RoutinImage910	70034
20901	27	风花雪月曲	曲意中蕴含诗情画意、风花雪月之意，共有寒梅映雪、飞燕凌波、空山鸣涧等三式。武学的发挥程度与音律艺能有相当的关系。	RoutinImage10	70028
20902	27	悲欢离合曲	曲意中蕴含悲欢离合之意，一境无忧无虑，二境菩提清心，三境傲笑红尘。武学的发挥程度与音律艺能有相当的关系。	RoutinImage10	70029
20903	27	四大美人曲	曲意中蕴含中国四大美人之意，所谓昭君出塞、西施捧心、貂蝉拜月、贵妃醉酒。武学的发挥程度与音律艺能有相当的关系。	RoutinImage10	70030
21001	25	房玄龄碑	将书法融入武功之中，一套房玄龄碑书写完毕之时，也是敌人倒下之时。书法技能的掌握程度越高，越能发挥此套武功的威力。	RoutinImage07	70031
21101	21	佛山无影脚	流传于广东一代的独门武学，以凌空连环踢著名，一招快过一招，令敌人难以招架的腿法。轻功越高，越能展现腿法能力。数百年后，一黄姓武师更将此腿法发扬光大，打败洋鬼子立威中华。	RoutinImage03	70032
21102	21	风神腿法	含「风无相」之意，是一种速度极快、威力极高的腿法。没有人知道这套武功的来历。只有将腿法练至化境，才能体现此套武功的威力。	RoutinImage03	70033
21103	20	阿猴挽仙桃	阿猴挽仙桃，猴拳的一种。其武功招式乃临摹猴子动态，悟性越高者越能掌握猴子神情，因此悟性越高者，越能发挥其强大的威力。	RoutinImage904	70047
21104	26	第三套暗器	传说中的第三套暗器。	RoutinImage910	70036
21105	26	生死符	逍遥派暗器绝学，以极寒内力将液体瞬间结冻为冰片掷出，百年前曾是江湖闻之色变的歹毒暗器，然而传至今日，许多更细微的运功法门早已佚失，失去了过去令中者求生不得，求死不能的威力。对习练者的内功修为有相当高的要求。	RoutinImage905	70037
21106	21	逍遥迷踪腿	逍遥迷踪腿取天地逍遥任我行之意，招式威猛之余亦不失灵动，有道是：猛若林中虎，迅如水里龙。共分龙腾江海、虎噬山林二式。相当要求习练者腿力根基，须有一定轻功修为方能发挥其威力。	RoutinImage911	70038
21107	20	逍遥指	无瑕子效法段氏一阳指所创之指法，同样以纯阳内力为基础，指力虽不比一阳指浑厚，但出指更加灵动潇洒。共分一点红、八仙指路二式，非常看重习用者之眼功修为。	RoutinImage908	70039
21108	25	逍遥扇	无瑕子自庄子逍遥游所创之扇功，以逍遥派独门心法为基础，能吸纳天地正气，增进自身修为，每出一招，人便能精神一分；配合精妙的步法，使动之际有如不食人间烟火的仙人一般。重视习练者的轻功修为，共分吸风引露、御风而行二式。	RoutinImage906	70040
21109	25	桃花扇	忘忧七贤之书生年轻时所创的扇法，非以杀敌取胜，而是以怜香惜玉，回护佳人为目的；因此招式多守御，少进攻，若与心意相通的伴侣一同并肩作战，就能发挥此扇法的真正威力。修习者的软功愈高，愈能发挥本套路威力。	RoutinImage907	70041
21110	24	唐家霸王枪	唐家代代相传之武学，曾是兵器排行榜之首，招式融合太祖棍法、杨家枪、岳家枪攻招之长，尽弃守招，招招进逼，只进不退。一套唐家霸王枪舞到酣处，就是对上千军万马也无人近得了身前。习练者的名声愈高，威力愈大。	RoutinImage914	70042
21111	21	十二路镇魂腿	一度失传的江湖腿法绝学，后流入丐帮之中，招式与招式之间毫不迟滞，皆是以攻代守，踢人要穴使敌不得不自救。需要相当强健的脚力，腿法愈高者愈能发挥其威力。	RoutinImage903	70043
21112	25	狂风迅雷功	百年前蒙古国师一名座下弟子的铁扇绝技，以刚猛内力为基础催动折扇，更有掷扇远击的奇招。挥舞之际能产生强大劲风，伴随习练者呼啸喝叱，有如风雷齐鸣，故有「狂风迅雷」之称，习练者需有深厚的内功作为基础。	RoutinImage909	70044
21113	25	墨笔三绝	由忘忧七贤之丹青、书生共创的笔法，将诗、书、画三绝合一之至高境界融入武学之中，共有寒松霜竹金错刀、梅花鸜鹆宣和笔、摩诘诗画见画诗三式，短柄修为越高者，越能发挥完整威力。	RoutinImage913	70045
21114	23	胡家刀法	百年前雪山飞狐所使的家传刀法，招式极为精妙，有刚猛，亦有阴柔；实中带虚，虚中带实，嫩胜于老，迟胜于急，隐隐有太极阴阳之道。共分八方藏刀式、缠身摘心刀、闭门铁扇刀三式，习练者的刀法修为愈高，威力愈强。	RoutinImage912	70046
21115	26	臭垢功	运功时能使汗水变得特别黏稠，与空气接触后变得极度恶臭，就像好几年没洗澡般，身体覆上一层厚厚的污垢，使人退避三舍，生人不敢靠近。	RoutinImage940	70048
21116	20	缠丝八爪	五毒宝典上记载的绝学之一，使用者将体内毒素凝聚于指甲之上，在一来一往的近身搏击中利用绵密的攻势使对手难以脱身，并逐渐失去气力而终为毒所噬。共分抽丝剥茧、千丝万缕、命若悬丝三式，习练者的毒术修为愈高，威力愈大。	RoutinImage918	70056
21117	26	药王神针	忘忧七贤中神医的绝技，传自唐代名医孙思邈，本为单纯的针灸技法，后为求能在十万火急之际救人性命，逐渐发展为一门以救死扶伤为要旨的暗器绝学。共分三折肱、百病身、千金方三式。习练者的医术愈高，威力愈大。	RoutinImage923	70059
21118	22	辟邪剑法	百年前江湖上人人觊觎的绝世剑法。曾一度失传，后由铸剑山庄在因缘际会下抄得剑谱，混合任家先祖吸人内力的功法，得传后世；然而修练此剑法需先自宫断欲，任家为防门人误练，将其永久封存于所铸名剑-辟邪之中。共分江上弄笛、飞燕穿柳、扫荡群魔三式。习练者的内功愈高，威力愈大。	RoutinImage936	70052
21119	22	金蛇剑法	五毒宝典上记载的绝学之一，熟练者长剑有如化作一尾灵蛇，专从匪夷所思之处进招，对手万难防范。共有金蛇吐信、杯弓蛇影、金蛇狂舞三式，习练者的软功修为愈高，威力愈大。	RoutinImage930	70054
21120	29	百足蜈钩	五毒宝典上记载的绝学之一，双钩舞处有如蜈蚣百足，周身几乎毫无破绽，加之招式凶残，短钩一旦挥出，不出数合必定血溅当场。共有毒钳啮刺、百足爪挠、热地蚰蜒三式，习练者的硬功愈高，威力愈大。	RoutinImage922	70053
21121	29	刀剑十杀	逍遥谷二弟子荆棘自行悟出的独门绝技，招式凌厉，只攻不守，以刀补剑，以剑补刀，同时却又刀中藏剑，剑中藏刀，攻敌不备，对手万难预料。共分一刀起程、走剑行刀、刀剑啸三式，威力端看习练者的轻功修为。	RoutinImage917	70049
21122	23	慈悲刀法	少林七十二绝技之一，招式柔和，守招居多，攻招以刀背攻击对手筋骨关节为主，制敌而不杀敌，故名慈悲。共分顽石点头、回头是岸、立地成佛三式；套路威力将受到习练者自身的道德修养影响。	RoutinImage919	70058
21123	19	螳螂拳	兽王庄独门武学，一招一式皆由螳螂捕食时的动作所化出，敏捷灵巧，步法奇诡，专以巧劲攻对手喉咙、关节等弱点，拳掌收放之间暗藏杀机。共分拒辙式、飞翅式、捕蝉式三式，习练者须有一定的轻功修为才能发挥完整威力。	RoutinImage934	70057
21124	26	蛊血神弹	沈澜和你一同创出的武功，将七彩蛊王的毒素炼入自身血液之中，凝炼自身毒血射出作为暗器使用。除了毒血本身的剧毒之外，为了使血液有等同于金属暗器的杀伤力，甩出时所需的手劲也有一定要求。共分血飞花、乱红尘、满江红三式，习练者的毒术修为愈高，威力愈大。	RoutinImage938	70055
21125	29	幽冥十三式	剑圣三十年前于华山尽破各派剑法的成名绝技，在转瞬之间双剑化作万剑，直如鬼魅，故得「幽冥」之名。此剑法要领在于心剑合一，练至深处，气劲自然而然从体内流泄而出，举手投足间皆能以气成剑。以追魂夺魄、无常索命、阎王落笔三式为代表，习练者须有极高的剑法造诣方能发挥最大威力。	RoutinImage935	70050
21126	29	刀剑归真	西门玄和夏侯城在刀剑合一后所领略出的武学，融合了天剑门天门十三剑和绝刀门九转绝命刀中的精华招式，剑主攻，刀主守，剑迅刀沉，攻守兼备，各司其职，共分刀剑合、总诀刀、总诀剑三式，习练者须有极高的悟性。	RoutinImage916	70051
21127	22	儒剑式	诸子剑法第一式，儒曰仁义，正气当胸，富贵不能淫，贫贱不能移，威武不能屈，连环三剑，直取中宫。<br>范围：一格内单体敌方<br>[5E0B08]卸劲[-]：对己正面状态，以内力抵御部分伤害，持续2回合。	RoutinImage404	70015
21128	22	道剑式	诸子剑法第二式，道述无为，静而与阴同德，动而与阳同波，舞剑挽花，挺剑直刺，吸纳对手气力，与自身合而为一。<br>范围：一格内单体敌方<br>[5E0B08]道法阴阳[-]：对己立即状态，当下攻击吸收大量气血、内力。	RoutinImage404	70015
21129	22	墨剑式	诸子剑法第三式，墨言非攻，兴天下之利，除天下之害，身跃半空，剑扫周身。<br>范围：周遭一格内全体敌方<br>[5E0B08]无视[-]：对己立即状态，当下攻击无视防御。	RoutinImage404	70015
21130	19	飞龙在天	降龙十八掌第二式，干卦，九五：飞龙在天，利见大人。凭虚凌空，借势下击。<br>范围：二格内单体<br>[5E0B08]连击[-]：对己正面状态，固定累积机率连击。	RoutinImage107	70007
21131	19	龙战于野	降龙十八掌第十五式，坤卦，上六：龙战于野，其血玄黄。左臂右掌，虚实难辨。<br>范围：直线三格内全体敌方<br>[5E0B08]晕眩[-]：对敌负面状态，无法反击、无法闪避、无法暴击，持续1至3回合。<br>[5E0B08]连击[-]：对己正面状态，固定累积机率连击。	RoutinImage107	70007
21132	19	亢龙有悔	降龙十八掌第一式，干卦，上九：亢龙有悔。掌画半圆，运劲推出。<br>范围：直线三格内全体敌方<br>[5E0B08]内伤[-]：对敌负面状态，无法运转功体，持续1至2回合。<br>[5E0B08]左右互搏[-]：对己正面状态，高机率连续攻击两次，持续2回合。	RoutinImage107	70007
21133	26	星雨漫天	满天流星第一式，飞身纵跃，诸般暗器如倾盆大雨般倾泻而下，目标万难躲避。<br>范围：三格内溅射一格敌方<br>[5E0B08]插翅难飞[-]：对敌负面状态，大幅降低闪避率、移动距离和行动等级，持续2回合。	RoutinImage901	70025
21134	26	星火燎原	满天流星第四式，身形飘忽，暗器如点点火星直取对手双目。<br>范围：三格内溅射一格敌方<br>[5E0B08]目盲[-]：对敌负面状态，降低命中率，持续1至3回合。<br>[5E0B08]闪避[-]：对己正面状态，提升闪避率，持续3回合。	RoutinImage901	70025
21135	26	披星戴月	满天流星第六式，以手支地，回转之际朝四周对手关节要害射出暗器。<br>范围：三格内全体敌方<br>[5E0B08]流血[-]：对敌负面状态，每回合持续失去气血，持续1至3回合。<br>[5E0B08]定身[-]：对敌负面状态，无法移动，持续1回合。	RoutinImage901	70025
21136	20	阳意去阴	一阳指基本技法，调息蓄劲，以纯阳真气灌入对手要穴，于敌可摧筋断脉，于友可救死扶伤。<br>范围：两格内单体敌方<br>[5E0B08]无视[-]：对己立即状态，当下攻击无视防御。	RoutinImage201	70009
21137	20	一言九鼎	将真气分散而击，连点对手九处要穴，中者浑身脱力，无法行动；此外更可将四散而出的真气输与友方，恢复其气力。<br>范围：两格内单体敌方<br>[5E0B08]点穴[-]：对敌负面状态，无法行动，持续1回合。<br>[5E0B08]一言九鼎[-]：自身及周身两格友方持续回复气血、内力，并提升防御力，持续3回合。	RoutinImage201	70009
21138	20	阳意去阴	一阳指基本技法，调息蓄劲，以纯阳真气灌入对手要穴，于敌可摧筋断脉，于友可救死扶伤。<br>范围：两格内单体友方<br>[5E0B08]感化[-]：对友立即状态，解除所有负面状态。	RoutinImage201	70009
21139	25	吸风饮露	逍遥扇第一式，藐姑射之山，有神人居焉…不食五谷，吸风引露。扇张扇合之间，配合逍遥派独门心法，将对手劲力吸纳为己用。<br>范围：二格内单体敌方<br>[5E0B08]吸风引露[-]：对己立即状态，当次伤害吸收大量气血、内力。	RoutinImage906	70040
21140	25	御风而行	逍遥扇第四式，夫列子御风而行，泠然善也，旬有五日而后反。运气挥扇，以凌厉扇风伤敌。<br>范围：一格大扇形内全体敌方<br>[5E0B08]闪避[-]：对己正面状态，提升闪避率，持续3回合。<br>[5E0B08]神行[-]：对己正面状态，提升移动力、移动等级，持续3回合。	RoutinImage906	70040
21141	21	捕风捉影	风神腿法第一式，疾风般地一记地堂横扫，风神腿中的基础，以此训练腿力和出腿速度。<br>范围：两格内单体敌方<br>[5E0B08]连踢[-]：对己正面状态，固定累积高机率连击。<br>[5E0B08]断筋[-]：对敌负面状态，降低移动力、行动等级，持续1至3回。	RoutinImage03	70033
21142	21	风中劲草	风神腿法第二式，连环三脚，不仅速度奇快，劲力更是势不可当。<br>范围：一格内溅射一格敌方<br>[5E0B08]连踢[-]：对己正面状态，固定累积高机率连击。[5E0B08]内伤[-]：对敌负面状态，无法运转功体，持续1至2回合。	RoutinImage03	70033
21143	21	暴雨狂风	风神腿法第三式，狂风骤雨般地九连踢，中者非死即伤，风神腿法中数一数二的绝技。<br>范围：一格内溅射一格敌方<br>[5E0B08]连踢[-]：对己正面状态，固定累积高机率连击。[5E0B08]重伤[-]：对敌负面状态，每回合持续失去大量气血，持续3回合。	RoutinImage03	70033
21144	19	度一切苦厄	如来九印第一式，心灵澄净，双掌合十推出，对手不作抵抗则风平浪静，稍有相抗之意便会感到排山倒海而来的掌力。<br>范围：两格内单体敌方<br>震击[-]：对敌立即状态，震退一格。<br>[5E0B08]晕眩[-]：对敌负面状态，无法反击、无法闪避、无法暴击，持续1至3回合。	RoutinImage108	70008
21145	19	无苦寂灭道	如来九印第三式，佛谓人生有八苦，绝智弃圣，则无苦须断，无道须求。双掌合十推出，不作任何花巧，亦不留情，纯以强劲掌力压制对手。<br>范围：两格内溅射一格敌方<br> [5E0B08]内伤[-]：对敌负面状态，无法运转功体，持续1至2回合。	RoutinImage108	70008
21146	19	无无明印	如来九印第八式，无无明亦无无明尽，无明即为烦恼，烦恼由欲望而生，无欲则无无明，自然也就无无明之尽。<br>范围：自身<br>[5E0B08]霸体[-]：对己正面状态，免疫任何伤害，持续1回合。<br>[5E0B08]聚气[-]：对己正面状态，每回合持续恢复气血，持续3回合。	RoutinImage108	70008
21147	24	棒打恶犬	打狗棍法劈字诀中的一式，竹棍拄地，飞身跃起，当头棒喝。<br>范围：两格内单体敌方<br>[5E0B08]破甲[-]：对敌负面状态，降低防御力，持续1至3回合。	RoutinImage603	70024
