#sID	sQuestName	iQType	sQTip	iOpenTime	iCloseTime	sOConditions	sFinshQType	iGetManager	iQuestIngManager	iFinshQuestManager	iGiftID1	iRepeat
F20750	俠客事件(成都)-與任清璇巧遇	1	與任清璇交談	0	0	0	(1,0,0)	0	0	2075001	0	0
F20751	俠客事件(成都)-日常對話	1	與任清璇贈禮完後要講的對話	0	0	0	(1,0,0)	0	0	2075101	0	0
F20801	俠客事件(成都)-贈禮趙雅兒篇	1	趙雅兒篇(贈禮-牡丹花)-與上次送的一樣	0	0	(7,210001,1)	(1,0,0)	0	0	2080101	100253	0
F20802	俠客事件(成都)-贈禮趙雅兒篇	1	趙雅兒篇(贈禮-牡丹花)	0	0	(7,210001,1)	(1,0,0)	0	0	2080201	100008	0
F20803	俠客事件(成都)-贈禮趙雅兒篇	1	趙雅兒篇(贈禮-菊花)-與上次送的一樣	0	0	(7,210002,1)	(1,0,0)	0	0	2080301	100253	0
F20804	俠客事件(成都)-贈禮趙雅兒篇	1	趙雅兒篇(贈禮-菊花)	0	0	(7,210002,1)	(1,0,0)	0	0	2080401	100008	0
F20805	俠客事件(成都)-贈禮趙雅兒篇	1	趙雅兒篇(贈禮-山茶花)-與上次送的一樣	0	0	(7,210003,1)	(1,0,0)	0	0	2080501	100253	0
F20806	俠客事件(成都)-贈禮趙雅兒篇	1	趙雅兒篇(贈禮-山茶花)	0	0	(7,210003,1)	(1,0,0)	0	0	2080601	100008	0
F20807	俠客事件(成都)-贈禮趙雅兒篇	1	趙雅兒篇(贈禮-蘭花)-與上次送的一樣	0	0	(7,210004,1)	(1,0,0)	0	0	2080701	100253	0
F20808	俠客事件(成都)-贈禮趙雅兒篇	1	趙雅兒篇(贈禮-蘭花)	0	0	(7,210004,1)	(1,0,0)	0	0	2080801	100008	0
F20809	俠客事件(成都)-贈禮趙雅兒篇	1	趙雅兒篇(贈禮-火鳳凰)-與上次送的一樣	0	0	(7,210005,1)	(1,0,0)	0	0	2080901	100253	0
F20810	俠客事件(成都)-贈禮趙雅兒篇	1	趙雅兒篇(贈禮-火鳳凰)	0	0	(7,210005,1)	(1,0,0)	0	0	2081001	100008	0
F20811	俠客事件(成都)-贈禮趙雅兒篇	1	趙雅兒篇(贈禮-醉芙蓉)-與上次送的一樣	0	0	(7,210006,1)	(1,0,0)	0	0	2081101	100253	0
F20812	俠客事件(成都)-贈禮趙雅兒篇	1	趙雅兒篇(贈禮-醉芙蓉)	0	0	(7,210006,1)	(1,0,0)	0	0	2081201	100008	0
F20850	俠客事件(成都)-與趙雅兒巧遇	1	與趙雅兒交談	0	0	0	(1,0,0)	0	0	2085001	0	0
F20851	俠客事件(成都)-日常對話	1	與趙雅兒贈禮完後要講的對話	0	0	0	(1,0,0)	0	0	2085101	0	0
F20901	俠客事件(成都)-贈禮紀玟篇	1	紀玟篇(贈禮-神臂弓)	0	0	(7,100058,1)	(1,0,0)	0	0	0	100009	0
F20902	俠客事件(成都)-贈禮紀玟篇	1	紀玟篇(贈禮-克敵弓)	0	0	(7,100059,1)	(1,0,0)	0	0	0	100009	0
F20903	俠客事件(成都)-贈禮紀玟篇	1	紀玟篇(贈禮-射鵰弩)	0	0	(7,100060,1)	(1,0,0)	0	0	0	100009	0
F20950	俠客事件(成都)-與紀玟巧遇	1	與紀玟交談	0	0	0	(1,0,0)	0	0	0	0	0
F20951	俠客事件(成都)-日常對話	1	與紀玟贈禮完後要講的對話	0	0	0	(1,0,0)	0	0	0	0	0
F21101	俠客事件(成都)-贈禮秦紅殤篇	1	秦紅殤篇(贈禮-玉虎)	0	0	(7,200301,1)	(1,0,0)	0	0	0	100010	0
F21102	俠客事件(成都)-贈禮秦紅殤篇	1	秦紅殤篇(贈禮-韘形玉珮)	0	0	(7,200306,1)	(1,0,0)	0	0	0	100010	0
F21103	俠客事件(成都)-贈禮秦紅殤篇	1	秦紅殤篇(贈禮-玉辟邪)	0	0	(7,200311,1)	(1,0,0)	0	0	0	100010	0
F21104	俠客事件(成都)-贈禮秦紅殤篇	1	秦紅殤篇(贈禮-玉鳥紋珮)	0	0	(7,200316,1)	(1,0,0)	0	0	0	100010	0
F21105	俠客事件(成都)-贈禮秦紅殤篇	1	秦紅殤篇(贈禮-禪地玉冊)	0	0	(7,200319,1)	(1,0,0)	0	0	0	100010	0
F21106	俠客事件(成都)-贈禮秦紅殤篇	1	秦紅殤篇(贈禮-羊脂白玉碗)	0	0	(7,200326,1)	(1,0,0)	0	0	0	100010	0
F21107	俠客事件(成都)-贈禮秦紅殤篇	1	秦紅殤篇(贈禮-玉魚龍)	0	0	(7,200327,1)	(1,0,0)	0	0	0	100010	0
F21150	俠客事件(成都)-與秦紅殤巧遇	1	與秦紅殤交談	0	0	0	(1,0,0)	0	0	0	0	0
F21151	俠客事件(成都)-日常對話	1	與秦紅殤贈禮完後要講的對話	0	0	0	(1,0,0)	0	0	0	0	0
F21201	俠客事件(成都)-贈禮藍婷篇	1	藍婷篇(贈禮-棕色絲綢)	0	0	(7,231001,1)	(1,0,0)	0	0	0	100011	0
F21202	俠客事件(成都)-贈禮藍婷篇	1	藍婷篇(贈禮-青色絲綢)	0	0	(7,231002,1)	(1,0,0)	0	0	0	100011	0
F21203	俠客事件(成都)-贈禮藍婷篇	1	藍婷篇(贈禮-綠色絲綢)	0	0	(7,231003,1)	(1,0,0)	0	0	0	100011	0
F21204	俠客事件(成都)-贈禮藍婷篇	1	藍婷篇(贈禮-紅色絲綢)	0	0	(7,231004,1)	(1,0,0)	0	0	0	100011	0
F21205	俠客事件(成都)-贈禮藍婷篇	1	藍婷篇(贈禮-淡綠色絲綢)	0	0	(7,231005,1)	(1,0,0)	0	0	0	100011	0
F21206	俠客事件(成都)-贈禮藍婷篇	1	藍婷篇(贈禮-橙色絲綢)	0	0	(7,231006,1)	(1,0,0)	0	0	0	100011	0
F21207	俠客事件(成都)-贈禮藍婷篇	1	藍婷篇(贈禮-紫色絲綢)	0	0	(7,231007,1)	(1,0,0)	0	0	0	100011	0
F21208	俠客事件(成都)-贈禮藍婷篇	1	藍婷篇(贈禮-雨絲錦)	0	0	(7,231008,1)	(1,0,0)	0	0	0	100011	0
F21209	俠客事件(成都)-贈禮藍婷篇	1	藍婷篇(贈禮-方錦)	0	0	(7,231009,1)	(1,0,0)	0	0	0	100011	0
F21210	俠客事件(成都)-贈禮藍婷篇	1	藍婷篇(贈禮-散花錦)	0	0	(7,231010,1)	(1,0,0)	0	0	0	100011	0
F21211	俠客事件(成都)-贈禮藍婷篇	1	藍婷篇(贈禮-浣花錦)	0	0	(7,231011,1)	(1,0,0)	0	0	0	100011	0
F21212	俠客事件(成都)-贈禮藍婷篇	1	藍婷篇(贈禮-民族緞)	0	0	(7,231012,1)	(1,0,0)	0	0	0	100011	0
F21250	俠客事件(成都)-與藍婷巧遇	1	與藍婷交談	0	0	0	(1,0,0)	0	0	0	0	0
F21251	俠客事件(成都)-日常對話	1	與藍婷贈禮完後要講的對話	0	0	0	(1,0,0)	0	0	0	0	0
F21301	俠客事件(成都)-贈禮史燕篇	1	史燕篇(贈禮-金棧)-鑑定80以上	0	0	(7,200324,1)	(1,0,0)	0	0	0	100012	0
F21302	俠客事件(成都)-贈禮史燕篇	1	史燕篇(贈禮-金棧)-鑑定未達80	0	0	(7,200324,1)	(1,0,0)	0	0	0	100012	0
F21303	俠客事件(成都)-贈禮史燕篇	1	史燕篇(贈禮-鷹形金冠飾)-鑑定80以上	0	0	(7,200328,1)	(1,0,0)	0	0	0	100012	0
F21304	俠客事件(成都)-贈禮史燕篇	1	史燕篇(贈禮-鷹形金冠飾)-鑑定未達80	0	0	(7,200328,1)	(1,0,0)	0	0	0	100012	0
F21305	俠客事件(成都)-贈禮史燕篇	1	史燕篇(贈禮-純金明王像)-鑑定80以上	0	0	(7,200336,1)	(1,0,0)	0	0	0	100012	0
F21306	俠客事件(成都)-贈禮史燕篇	1	史燕篇(贈禮-純金明王像)-鑑定未達80	0	0	(7,200336,1)	(1,0,0)	0	0	0	100012	0
F21307	俠客事件(成都)-贈禮史燕篇	1	史燕篇(贈禮-金獸)-鑑定80以上	0	0	(7,200339,1)	(1,0,0)	0	0	0	100012	0
F21308	俠客事件(成都)-贈禮史燕篇	1	史燕篇(贈禮-金獸)-鑑定未達80	0	0	(7,200339,1)	(1,0,0)	0	0	0	100012	0
F21350	俠客事件(成都)-與史燕巧遇	1	與史燕交談	0	0	0	(1,0,0)	0	0	0	0	0
F21351	俠客事件(成都)-日常對話	1	與史燕贈禮完後要講的對話	0	0	0	(1,0,0)	0	0	0	0	0
F21401	俠客事件(成都)-贈禮齊麗篇	1	齊麗篇(贈禮-蜜餞)-與上次送的一樣	0	0	(7,100601,1)	(1,0,0)	0	0	0	100254	0
F21402	俠客事件(成都)-贈禮齊麗篇	1	齊麗篇(贈禮-蜜餞)	0	0	(7,100601,1)	(1,0,0)	0	0	0	100013	0
F21403	俠客事件(成都)-贈禮齊麗篇	1	齊麗篇(贈禮-芒果乾)-與上次送的一樣	0	0	(7,100602,1)	(1,0,0)	0	0	0	100254	0
F21404	俠客事件(成都)-贈禮齊麗篇	1	齊麗篇(贈禮-芒果乾)	0	0	(7,100602,1)	(1,0,0)	0	0	0	100013	0
F21405	俠客事件(成都)-贈禮齊麗篇	1	齊麗篇(贈禮-烏梅)-與上次送的一樣	0	0	(7,100603,1)	(1,0,0)	0	0	0	100254	0
F21406	俠客事件(成都)-贈禮齊麗篇	1	齊麗篇(贈禮-烏梅)	0	0	(7,100603,1)	(1,0,0)	0	0	0	100013	0
F21407	俠客事件(成都)-贈禮齊麗篇	1	齊麗篇(贈禮-木瓜乾)-與上次送的一樣	0	0	(7,100604,1)	(1,0,0)	0	0	0	100254	0
F21408	俠客事件(成都)-贈禮齊麗篇	1	齊麗篇(贈禮-木瓜乾)	0	0	(7,100604,1)	(1,0,0)	0	0	0	100013	0
F21409	俠客事件(成都)-贈禮齊麗篇	1	齊麗篇(贈禮-芭樂乾)-與上次送的一樣	0	0	(7,100605,1)	(1,0,0)	0	0	0	100254	0
F21410	俠客事件(成都)-贈禮齊麗篇	1	齊麗篇(贈禮-芭樂乾)	0	0	(7,100605,1)	(1,0,0)	0	0	0	100013	0
F21411	俠客事件(成都)-贈禮齊麗篇	1	齊麗篇(贈禮-香蕉乾)-與上次送的一樣	0	0	(7,100606,1)	(1,0,0)	0	0	0	100254	0
F21412	俠客事件(成都)-贈禮齊麗篇	1	齊麗篇(贈禮-香蕉乾)	0	0	(7,100606,1)	(1,0,0)	0	0	0	100013	0
F21413	俠客事件(成都)-贈禮齊麗篇	1	齊麗篇(贈禮-酸梅)-與上次送的一樣	0	0	(7,100607,1)	(1,0,0)	0	0	0	100254	0
F21414	俠客事件(成都)-贈禮齊麗篇	1	齊麗篇(贈禮-酸梅)	0	0	(7,100607,1)	(1,0,0)	0	0	0	100013	0
F21415	俠客事件(成都)-贈禮齊麗篇	1	齊麗篇(贈禮-橄欖)-與上次送的一樣	0	0	(7,100608,1)	(1,0,0)	0	0	0	100254	0
F21416	俠客事件(成都)-贈禮齊麗篇	1	齊麗篇(贈禮-橄欖)	0	0	(7,100608,1)	(1,0,0)	0	0	0	100013	0
F21450	俠客事件(成都)-與齊麗巧遇	1	與齊麗交談	0	0	0	(1,0,0)	0	0	0	0	0
F21451	俠客事件(成都)-日常對話	1	與齊麗贈禮完後要講的對話	0	0	0	(1,0,0)	0	0	0	0	0
F21501	俠客事件(成都)-贈禮風吹雪篇	1	風吹雪篇(贈禮-百草美酒)	0	0	(7,100366,1)	(1,0,0)	0	0	0	100014	0
F21502	俠客事件(成都)-贈禮風吹雪篇	1	風吹雪篇(贈禮-六十年三鍋頭汾酒)	0	0	(7,100367,1)	(1,0,0)	0	0	0	100014	0
F21503	俠客事件(成都)-贈禮風吹雪篇	1	風吹雪篇(贈禮-關外白酒)	0	0	(7,100368,1)	(1,0,0)	0	0	0	100014	0
F21504	俠客事件(成都)-贈禮風吹雪篇	1	風吹雪篇(贈禮-葡萄美酒)	0	0	(7,100369,1)	(1,0,0)	0	0	0	100014	0
F21505	俠客事件(成都)-贈禮風吹雪篇	1	風吹雪篇(贈禮-梨花酒)	0	0	(7,100370,1)	(1,0,0)	0	0	0	100014	0
F21506	俠客事件(成都)-贈禮風吹雪篇	1	風吹雪篇(贈禮-二十年竹葉青)	0	0	(7,100371,1)	(1,0,0)	0	0	0	100014	0
F21507	俠客事件(成都)-贈禮風吹雪篇	1	風吹雪篇(贈禮-古瓷杯)	0	0	(7,200305,1)	(1,0,0)	0	0	0	100014	0
F21508	俠客事件(成都)-贈禮風吹雪篇	1	風吹雪篇(贈禮-琉璃杯)	0	0	(7,200322,1)	(1,0,0)	0	0	0	100014	0
F21509	俠客事件(成都)-贈禮風吹雪篇	1	風吹雪篇(贈禮-羊脂白玉碗)	0	0	(7,200326,1)	(1,0,0)	0	0	0	100014	0
F21510	俠客事件(成都)-贈禮風吹雪篇	1	風吹雪篇(贈禮-犀角杯)	0	0	(7,200332,1)	(1,0,0)	0	0	0	100014	0
F21511	俠客事件(成都)-贈禮風吹雪篇	1	風吹雪篇(贈禮-夜光杯)	0	0	(7,200334,1)	(1,0,0)	0	0	0	100014	0
F21512	俠客事件(成都)-贈禮風吹雪篇	1	風吹雪篇(贈禮-青銅爵)	0	0	(7,200338,1)	(1,0,0)	0	0	0	100014	0
F21513	俠客事件(成都)-贈禮風吹雪篇	1	風吹雪篇(贈禮-古藤杯)	0	0	(7,200342,1)	(1,0,0)	0	0	0	100014	0
F21514	俠客事件(成都)-贈禮風吹雪篇	1	風吹雪篇(贈禮-翡翠杯)	0	0	(7,200346,1)	(1,0,0)	0	0	0	100014	0
F21550	俠客事件(成都)-與風吹雪巧遇	1	與風吹雪交談	0	0	0	(1,0,0)	0	0	0	0	0
F21551	俠客事件(成都)-日常對話	1	與風吹雪贈禮完後要講的對話	0	0	0	(1,0,0)	0	0	0	0	0
F21601	俠客事件(成都)-贈禮史剛篇	1	史剛篇(贈禮-龍紋盤)	0	0	(7,200343,1)	(1,0,0)	0	0	0	100015	0
F21602	俠客事件(成都)-贈禮史剛篇	1	史剛篇(贈禮-春宮圖冊)-還沒做	0	0	(7,220201,1)	(1,0,0)	0	0	0	100015	0
F21603	俠客事件(成都)-贈禮史剛篇	1	史剛篇(贈禮-瘋魔杖)	0	0	(7,600307,1)	(1,0,0)	0	0	0	100015	0
F21604	俠客事件(成都)-贈禮史剛篇	1	史剛篇(贈禮-天罡棍)	0	0	(7,600308,1)	(1,0,0)	0	0	0	100015	0
F21605	俠客事件(成都)-贈禮史剛篇	1	史剛篇(贈禮-齊天棍)	0	0	(7,600309,1)	(1,0,0)	0	0	0	100015	0
F21606	俠客事件(成都)-贈禮史剛篇	1	史剛篇(贈禮-昇龍棍)	0	0	(7,600310,1)	(1,0,0)	0	0	0	100015	0
F21650	俠客事件(成都)-與史剛巧遇	1	與史剛交談	0	0	0	(1,0,0)	0	0	0	0	0
F21651	俠客事件(成都)-日常對話	1	與史剛贈禮完後要講的對話	0	0	0	(1,0,0)	0	0	0	0	0
F21701	俠客事件(成都)-贈禮史義篇	1	史義篇(贈禮-三彩武士俑)	0	0	(7,200302,1)	(1,0,0)	0	0	0	100016	0
F21702	俠客事件(成都)-贈禮史義篇	1	史義篇(贈禮-青釉羊首壺)	0	0	(7,200307,1)	(1,0,0)	0	0	0	100016	0
F21703	俠客事件(成都)-贈禮史義篇	1	史義篇(贈禮-青釉辟邪)	0	0	(7,200312,1)	(1,0,0)	0	0	0	100016	0
F21704	俠客事件(成都)-贈禮史義篇	1	史義篇(贈禮-漆衣陶缽)	0	0	(7,200331,1)	(1,0,0)	0	0	0	100016	0
F21705	俠客事件(成都)-贈禮史義篇	1	史義篇(贈禮-影青蟠龍枕)	0	0	(7,200335,1)	(1,0,0)	0	0	0	100016	0
F21706	俠客事件(成都)-贈禮史義篇	1	史義篇(贈禮-陶缸)	0	0	(7,200340,1)	(1,0,0)	0	0	0	100016	0
F21707	俠客事件(成都)-贈禮史義篇	1	史義篇(贈禮-龍紋盤)	0	0	(7,200343,1)	(1,0,0)	0	0	0	100016	0
F21708	俠客事件(成都)-贈禮史義篇	1	史義篇(贈禮-甜白瓷茶壺)	0	0	(7,200348,1)	(1,0,0)	0	0	0	100016	0
F21709	俠客事件(成都)-贈禮史義篇	1	史義篇(贈禮-瘋魔杖)	0	0	(7,600307,1)	(1,0,0)	0	0	0	100016	0
F21710	俠客事件(成都)-贈禮史義篇	1	史義篇(贈禮-天罡棍)	0	0	(7,600308,1)	(1,0,0)	0	0	0	100016	0
F21711	俠客事件(成都)-贈禮史義篇	1	史義篇(贈禮-齊天棍)	0	0	(7,600309,1)	(1,0,0)	0	0	0	100016	0
F21712	俠客事件(成都)-贈禮史義篇	1	史義篇(贈禮-昇龍棍)	0	0	(7,600310,1)	(1,0,0)	0	0	0	100016	0
F21750	俠客事件(成都)-與史義巧遇	1	與史義交談	0	0	0	(1,0,0)	0	0	0	0	0
F21751	俠客事件(成都)-日常對話	1	與史義贈禮完後要講的對話	0	0	0	(1,0,0)	0	0	0	0	0
F21801	俠客事件(成都)-贈禮西門峰篇	1	西門峰篇(贈禮-三彩武士俑)	0	0	(7,200302,1)	(1,0,0)	0	0	0	100017	0
F21802	俠客事件(成都)-贈禮西門峰篇	1	西門峰篇(贈禮-青釉羊首壺)	0	0	(7,200307,1)	(1,0,0)	0	0	0	100017	0
F21803	俠客事件(成都)-贈禮西門峰篇	1	西門峰篇(贈禮-青釉辟邪)	0	0	(7,200312,1)	(1,0,0)	0	0	0	100017	0
F21804	俠客事件(成都)-贈禮西門峰篇	1	西門峰篇(贈禮-漆衣陶缽)	0	0	(7,200331,1)	(1,0,0)	0	0	0	100017	0
F21805	俠客事件(成都)-贈禮西門峰篇	1	西門峰篇(贈禮-影青蟠龍枕)	0	0	(7,200335,1)	(1,0,0)	0	0	0	100017	0
F21806	俠客事件(成都)-贈禮西門峰篇	1	西門峰篇(贈禮-陶缸)	0	0	(7,200340,1)	(1,0,0)	0	0	0	100017	0
F21807	俠客事件(成都)-贈禮西門峰篇	1	西門峰篇(贈禮-龍紋盤)	0	0	(7,200343,1)	(1,0,0)	0	0	0	100017	0
F21808	俠客事件(成都)-贈禮西門峰篇	1	西門峰篇(贈禮-甜白瓷茶壺)	0	0	(7,200348,1)	(1,0,0)	0	0	0	100017	0
F21809	俠客事件(成都)-贈禮西門峰篇	1	西門峰篇(贈禮-春宮圖冊)-還沒做	0	0	(7,220201,1)	(1,0,0)	0	0	0	100017	0
F21850	俠客事件(成都)-與西門峰巧遇	1	與西門峰交談	0	0	0	(1,0,0)	0	0	0	0	0
F21851	俠客事件(成都)-日常對話	1	與西門峰贈禮完後要講的對話	0	0	0	(1,0,0)	0	0	0	0	0
F21901	俠客事件(成都)-贈禮江瑜篇	1	江瑜篇(贈禮-四十二章經)	0	0	(7,200201,1)	(1,0,0)	0	0	0	100018	0
F21902	俠客事件(成都)-贈禮江瑜篇	1	江瑜篇(贈禮-金剛經)	0	0	(7,200202,1)	(1,0,0)	0	0	0	100018	0
F21903	俠客事件(成都)-贈禮江瑜篇	1	江瑜篇(贈禮-般若心經)	0	0	(7,200203,1)	(1,0,0)	0	0	0	100018	0
F21904	俠客事件(成都)-贈禮江瑜篇	1	江瑜篇(贈禮-法華經)	0	0	(7,200204,1)	(1,0,0)	0	0	0	100018	0
F21905	俠客事件(成都)-贈禮江瑜篇	1	江瑜篇(贈禮-維摩詰經)	0	0	(7,200205,1)	(1,0,0)	0	0	0	100018	0
F21906	俠客事件(成都)-贈禮江瑜篇	1	江瑜篇(贈禮-楞伽經)	0	0	(7,200207,1)	(1,0,0)	0	0	0	100018	0
F21907	俠客事件(成都)-贈禮江瑜篇	1	江瑜篇(贈禮-精緻羅漢雕像)	0	0	(7,200315,1)	(1,0,0)	0	0	0	100018	0
F21908	俠客事件(成都)-贈禮江瑜篇	1	江瑜篇(贈禮-釋迦牟尼畫像)	0	0	(7,200323,1)	(1,0,0)	0	0	0	100018	0
F21909	俠客事件(成都)-贈禮江瑜篇	1	江瑜篇(贈禮-漆衣陶缽)	0	0	(7,200331,1)	(1,0,0)	0	0	0	100018	0
F21950	俠客事件(成都)-與江瑜巧遇	1	與江瑜交談	0	0	0	(1,0,0)	0	0	0	0	0
F21951	俠客事件(成都)-日常對話	1	與江瑜贈禮完後要講的對話	0	0	0	(1,0,0)	0	0	0	0	0
F22001	俠客事件(成都)-贈禮關偉篇	1	關偉篇(贈禮-蘭亭序)	0	0	(7,200002,1)	(1,0,0)	0	0	0	100019	0
F22002	俠客事件(成都)-贈禮關偉篇	1	關偉篇(贈禮-快雪時晴帖)	0	0	(7,200003,1)	(1,0,0)	0	0	0	100019	0
F22003	俠客事件(成都)-贈禮關偉篇	1	關偉篇(贈禮-遠宦帖)	0	0	(7,200004,1)	(1,0,0)	0	0	0	100019	0
F22004	俠客事件(成都)-贈禮關偉篇	1	關偉篇(贈禮-伯遠帖)	0	0	(7,200005,1)	(1,0,0)	0	0	0	100019	0
F22005	俠客事件(成都)-贈禮關偉篇	1	關偉篇(贈禮-祭姪文稿)	0	0	(7,200006,1)	(1,0,0)	0	0	0	100019	0
F22006	俠客事件(成都)-贈禮關偉篇	1	關偉篇(贈禮-自敘帖)	0	0	(7,200007,1)	(1,0,0)	0	0	0	100019	0
F22007	俠客事件(成都)-贈禮關偉篇	1	關偉篇(贈禮-寒食帖)	0	0	(7,200008,1)	(1,0,0)	0	0	0	100019	0
F22008	俠客事件(成都)-贈禮關偉篇	1	關偉篇(贈禮-松風閣詩)	0	0	(7,200009,1)	(1,0,0)	0	0	0	100019	0
F22009	俠客事件(成都)-贈禮關偉篇	1	關偉篇(贈禮-蜀素帖)	0	0	(7,200010,1)	(1,0,0)	0	0	0	100019	0
F22010	俠客事件(成都)-贈禮關偉篇	1	關偉篇(贈禮-九成宮醴泉銘)	0	0	(7,200011,1)	(1,0,0)	0	0	0	100019	0
F22011	俠客事件(成都)-贈禮關偉篇	1	關偉篇(贈禮-蘭亭序摹本)	0	0	(7,200012,1)	(1,0,0)	0	0	0	100019	0
F22012	俠客事件(成都)-贈禮關偉篇	1	關偉篇(贈禮-肚痛帖)	0	0	(7,200013,1)	(1,0,0)	0	0	0	100019	0
F22013	俠客事件(成都)-贈禮關偉篇	1	關偉篇(贈禮-倪寬傳贊)	0	0	(7,200014,1)	(1,0,0)	0	0	0	100019	0
F22014	俠客事件(成都)-贈禮關偉篇	1	關偉篇(贈禮-洛神賦)	0	0	(7,200015,1)	(1,0,0)	0	0	0	100019	0
F22015	俠客事件(成都)-贈禮關偉篇	1	關偉篇(贈禮-春宮圖冊)-還沒做	0	0	(7,220201,1)	(1,0,0)	0	0	0	100019	0
F22050	俠客事件(成都)-與關偉巧遇	1	與關偉交談	0	0	0	(1,0,0)	0	0	0	0	0
F22051	俠客事件(成都)-日常對話	1	與關偉贈禮完後要講的對話	0	0	0	(1,0,0)	0	0	0	0	0
F22101	俠客事件(成都)-贈禮唐冠南篇	1	唐冠南篇(贈禮-臨流獨坐圖)-繪畫80或以上	0	0	(7,220101,1)	(1,0,0)	0	0	0	100020	0
F22102	俠客事件(成都)-贈禮唐冠南篇	1	唐冠南篇(贈禮-臨流獨坐圖)-繪畫未達80	0	0	(7,220101,1)	(1,0,0)	0	0	0	100020	0
F22103	俠客事件(成都)-贈禮唐冠南篇	1	唐冠南篇(贈禮-早春圖)-繪畫80或以上	0	0	(7,220102,1)	(1,0,0)	0	0	0	100020	0
F22104	俠客事件(成都)-贈禮唐冠南篇	1	唐冠南篇(贈禮-早春圖)-繪畫未達80	0	0	(7,220102,1)	(1,0,0)	0	0	0	100020	0
F22105	俠客事件(成都)-贈禮唐冠南篇	1	唐冠南篇(贈禮-雙喜圖)-繪畫80或以上	0	0	(7,220103,1)	(1,0,0)	0	0	0	100020	0
F22106	俠客事件(成都)-贈禮唐冠南篇	1	唐冠南篇(贈禮-雙喜圖)-繪畫未達80	0	0	(7,220103,1)	(1,0,0)	0	0	0	100020	0
F22107	俠客事件(成都)-贈禮唐冠南篇	1	唐冠南篇(贈禮-墨竹)-繪畫80以上	0	0	(7,220104,1)	(1,0,0)	0	0	0	100020	0
F22108	俠客事件(成都)-贈禮唐冠南篇	1	唐冠南篇(贈禮-墨竹)-繪畫未達80	0	0	(7,220104,1)	(1,0,0)	0	0	0	100020	0
F22109	俠客事件(成都)-贈禮唐冠南篇	1	唐冠南篇(贈禮-雪灘雙露)-繪畫80或以上	0	0	(7,220105,1)	(1,0,0)	0	0	0	100020	0
F22110	俠客事件(成都)-贈禮唐冠南篇	1	唐冠南篇(贈禮-雪灘雙露)-繪畫未達80	0	0	(7,220105,1)	(1,0,0)	0	0	0	100020	0
F22111	俠客事件(成都)-贈禮唐冠南篇	1	唐冠南篇(贈禮-四梅圖捲)-繪畫80或以上	0	0	(7,220106,1)	(1,0,0)	0	0	0	100020	0
F22112	俠客事件(成都)-贈禮唐冠南篇	1	唐冠南篇(贈禮-四梅圖捲)-繪畫未達80	0	0	(7,220106,1)	(1,0,0)	0	0	0	100020	0
F22113	俠客事件(成都)-贈禮唐冠南篇	1	唐冠南篇(贈禮-懷素的畫)-繪畫80或以上	0	0	(7,220107,1)	(1,0,0)	0	0	0	100020	0
F22114	俠客事件(成都)-贈禮唐冠南篇	1	唐冠南篇(贈禮-懷素的畫)-繪畫未達80	0	0	(7,220107,1)	(1,0,0)	0	0	0	100020	0
F22115	俠客事件(成都)-贈禮唐冠南篇	1	唐冠南篇(贈禮-廬山高)-繪畫80或以上	0	0	(7,220108,1)	(1,0,0)	0	0	0	100020	0
F22116	俠客事件(成都)-贈禮唐冠南篇	1	唐冠南篇(贈禮-廬山高)-繪畫未達80	0	0	(7,220108,1)	(1,0,0)	0	0	0	100020	0
F22117	俠客事件(成都)-贈禮唐冠南篇	1	唐冠南篇(贈禮-潑墨仙人)-繪畫80或以上	0	0	(7,220109,1)	(1,0,0)	0	0	0	100020	0
F22118	俠客事件(成都)-贈禮唐冠南篇	1	唐冠南篇(贈禮-潑墨仙人)-繪畫未達80	0	0	(7,220109,1)	(1,0,0)	0	0	0	100020	0
F22119	俠客事件(成都)-贈禮唐冠南篇	1	唐冠南篇(贈禮-鵲華秋色)-繪畫80或以上	0	0	(7,220110,1)	(1,0,0)	0	0	0	100020	0
F22120	俠客事件(成都)-贈禮唐冠南篇	1	唐冠南篇(贈禮-鵲華秋色)-繪畫未達80	0	0	(7,220110,1)	(1,0,0)	0	0	0	100020	0
F22121	俠客事件(成都)-贈禮唐冠南篇	1	唐冠南篇(贈禮-谿山行旅圖)-繪畫80或以上	0	0	(7,220111,1)	(1,0,0)	0	0	0	100020	0
F22122	俠客事件(成都)-贈禮唐冠南篇	1	唐冠南篇(贈禮-谿山行旅圖)-繪畫未達80	0	0	(7,220111,1)	(1,0,0)	0	0	0	100020	0
F22150	俠客事件(成都)-與唐冠南巧遇	1	與唐冠南交談-親密度80或以上	0	0	0	(1,0,0)	0	0	0	0	0
F22151	俠客事件(成都)-日常對話	1	與唐冠南贈禮完後要講的對話	0	0	0	(1,0,0)	0	0	0	0	0
F22201	俠客事件(成都)-贈禮唐中慧篇	1	唐中慧篇(贈禮-桃花庵歌扇)-與上次送一樣	0	0	(7,200001,1)	(1,0,0)	0	0	0	100255	0
F22202	俠客事件(成都)-贈禮唐中慧篇	1	唐中慧篇(贈禮-桃花庵歌扇)	0	0	(7,200001,1)	(1,0,0)	0	0	0	100021	0
F22203	俠客事件(成都)-贈禮唐中慧篇	1	唐中慧篇(贈禮-如意扇)-與上次送一樣	0	0	(7,230001,1)	(1,0,0)	0	0	0	100255	0
