#iID	sAreaID	sMustJoinStaff	sJoinStaff	iVictory	iFale	sReward	sReward	sTime	sBGM	sinside	sautosave
200070	M0001_09	(0,10001401,0)*(0,10008902,1)*(0,10007802,2)*(0,10029702,3)*(0,10008502,4)*(0,10005702,5)	(0,10001401,0)*(0,10008902,1)*(0,10007802,2)*(0,10029702,3)*(0,10008502,4)*(0,10005702,5)	(0,0,0)	(1,16,0)*(0,0,0)	910069	910070	17	0	1	0
200071	M0001_35	(0,10001401,0)*(0,10004302,0)*(0,10029702,0)*(0,10010103,1)*(0,10010202,1)*(0,10010202,1)*(0,10010302,1)*(0,10010302,1)	(0,10001401,0)*(0,10004302,0)*(0,10029702,0)*(0,10010103,1)*(0,10010202,1)*(0,10010202,1)*(0,10010302,1)*(0,10010302,1)	(0,0,0)	(0,0,0)	910071	910072	14	0	0	0
200072	M0038_01	(0,10001401,0)*(0,10004302,0)*(0,10011103,1)*(0,10011102,1)*(0,10011103,1)*(0,10011102,1)	(0,10001401,0)*(0,10004302,0)*(0,10011103,1)*(0,10011102,1)*(0,10011103,1)*(0,10011102,1)	(0,0,0)	(1,12,0)*(0,0,0)	910073	910074	16	0	0	0
200073	M0001_34	(0,10001401,0)*(0,10004302,0)*(0,10004803,1)	(0,10001401,0)*(0,10004302,0)*(0,10004803,1)	(0,0,0)	(1,8,0)*(0,0,0)	910075	910076	5	0	0	0
200074	M0001_27	(0,10001401,0)*(0,10007503,0)*(0,10013903,1)	(0,10001401,0)*(0,10007503,0)*(0,10013903,1)	(0,0,0)	(1,8,0)*(0,0,0)	910077	910078	18	0	0	0
200075	M0001_28	(0,10001401,0)*(0,10001602,0)*(0,10006302,1)	(0,10001401,0)*(0,10001602,0)*(0,10006302,1)	(0,0,0)	(1,6,0)*(0,0,0)	910079	910080	22	0	0	0
200076	M0099_01	(0,10001401,0)*(0,10006302,0)*(0,10003603,1)*(0,10003703,1)*(4,10003803,1)	(0,10001401,0)*(0,10006302,0)*(0,10003603,1)*(0,10003703,1)*(4,10003803,1)	(1,10,0)	(0,0,0)	910081	910082	20	0	0	0
200077	M0099_01	(0,10001401,0)*(0,50000003,1)	(0,10001401,0)*(0,50000003,1)	(0,0,0)	(1,8,0)*(0,0,0)	910083	910084	9	0	0	0
200078	M0004_04	(0,10001401,0)*(5,10006103,0)*(0,10010403,1)*(0,10010503,1)*(0,10010603,1)	(0,10001401,0)*(5,10006103,0)*(0,10010403,1)*(0,10010503,1)*(0,10010603,1)	(0,0,0)	(0,0,0)	910085	910086	9	0	0	0
200079	M0037_01	(0,10001401,0)*(0,10004803,1)	(0,10001401,0)*(0,10004803,1)	(0,0,0)	(0,0,0)	910087	910088	9	0	1	0
200080	M0037_01	(0,10001401,0)*(0,10009203,1)	(0,10001401,0)*(0,10009203,1)	(0,0,0)	(0,0,0)	910087	910088	9	0	1	0
200081	M0037_01	(0,10001401,0)*(0,10009103,1)	(0,10001401,0)*(0,10009103,1)	(0,0,0)	(0,0,0)	910087	910088	9	0	1	0
200082	M0037_01	(0,10001401,0)*(0,10007203,1)	(0,10001401,0)*(0,10007203,1)	(0,0,0)	(0,0,0)	910087	910088	9	0	1	0
200083	M0037_01	(0,10001401,0)*(0,10008503,1)	(0,10001401,0)*(0,10008503,1)	(0,0,0)	(0,0,0)	910087	910088	9	0	1	0
200084	M0037_01	(0,10001401,0)*(0,10007503,1)	(0,10001401,0)*(0,10007503,1)	(0,0,0)	(0,0,0)	910087	910088	9	0	1	0
200085	M0037_01	(0,10001401,0)*(0,10010702,1)*(0,10010802,1)	(0,10001401,0)*(0,10010702,1)*(0,10010802,1)	(0,0,0)	(0,0,0)	910087	910088	9	0	1	0
200090	M0037_01	(0,10001401,0)*(0,10009403,1)	(0,10001401,0)*(0,10009403,1)	(0,0,0)	(0,0,0)	910087	910088	9	0	1	0
200091	M0037_01	(0,10001401,0)*(0,10008903,1)	(0,10001401,0)*(0,10008903,1)	(0,0,0)	(0,0,0)	910087	910088	9	0	1	0
200092	M0037_01	(0,10001401,0)*(0,10009603,1)	(0,10001401,0)*(0,10009603,1)	(0,0,0)	(0,0,0)	910087	910088	9	0	1	0
200095	M0037_01	(0,10001401,0)*(0,10003703,1)	(0,10001401,0)*(0,10003703,1)	(0,0,0)	(0,0,0)	910087	910088	9	0	1	0
200096	M0037_01	(0,10001401,0)*(0,10004303,1)	(0,10001401,0)*(0,10004303,1)	(0,0,0)	(0,0,0)	910087	910088	9	0	1	0
200097	M0037_01	(0,10001401,0)*(0,10003603,1)	(0,10001401,0)*(0,10003603,1)	(0,0,0)	(0,0,0)	910087	910088	9	0	1	0
200099	M0037_01	(0,10001401,0)*(0,10005703,1)	(0,10001401,0)*(0,10005703,1)	(0,0,0)	(0,0,0)	910087	910088	9	0	1	0
200100	M0037_01	(0,10001401,0)*(0,10006102,1)	(0,10001401,0)*(0,10006102,1)	(0,0,0)	(0,0,0)	910087	910088	9	0	1	0
200102	M0037_01	(0,10001401,0)*(0,10001603,1)	(0,10001401,0)*(0,10001603,1)	(0,0,0)	(0,0,0)	910087	910088	9	0	1	0
200104	M0037_01	(0,10001401,0)*(0,10009803,1)	(0,10001401,0)*(0,10009803,1)	(0,0,0)	(0,0,0)	910087	910088	9	0	1	0
200105	M0037_01	(0,10001401,0)*(0,10010103,1)*(0,10010103,1)	(0,10001401,0)*(0,10010103,1)*(0,10010103,1)	(0,0,0)	(0,0,0)	910087	910088	9	0	1	0
200107	M0037_01	(0,10001401,0)*(0,10012003,1)	(0,10001401,0)*(0,10012003,1)	(0,0,0)	(0,0,0)	910087	910088	9	0	1	0
200108	M0037_01	(0,10001401,0)*(0,10029703,1)	(0,10001401,0)*(0,10029703,1)	(0,0,0)	(0,0,0)	910087	910088	9	0	1	0
200114	M0037_01	(0,10001401,0)*(0,10005802,1)	(0,10001401,0)*(0,10005802,1)	(0,0,0)	(0,0,0)	910087	910088	9	0	1	0
200115	M0037_01	(0,10001401,0)*(0,10008103,1)	(0,10001401,0)*(0,10008103,1)	(0,0,0)	(0,0,0)	910087	910088	9	0	1	0
200116	M0037_01	(0,10001401,0)*(0,10011103,1)*(0,10011102,1)*(0,10011103,1)	(0,10001401,0)*(0,10011103,1)*(0,10011102,1)*(0,10011103,1)	(0,0,0)	(0,0,0)	910087	910088	9	0	1	0
200117	M0037_01	(0,10001401,0)*(0,10013003,1)*(0,10013003,1)*(0,10013003,1)	(0,10001401,0)*(0,10013003,1)*(0,10013003,1)*(0,10013003,1)	(0,0,0)	(0,0,0)	910087	910088	9	0	1	0
200120	M0037_01	(0,10001401,0)*(0,10007803,1)	(0,10001401,0)*(0,10007803,1)	(0,0,0)	(0,0,0)	910087	910088	9	0	1	0
210001	M0004_04	(0,10001401,0)*(0,10006202,0)*(0,10012602,1)*(0,10012702,1)*(0,10012802,1)*(0,10012902,1)	(0,10001401,0)*(0,10006202,0)*(0,10012602,1)*(0,10012702,1)*(0,10012802,1)*(0,10012902,1)	(0,0,0)	(0,0,0)	920001	920002	9	0	0	0
210002	M0001_32	(0,10001401,0)*(0,10006602,0)*(0,10012702,1)	(0,10001401,0)*(0,10006602,0)*(0,10012702,1)	(0,0,0)	(1,8,0)	920003	920004	9	0	1	0
210003	M0099_01	(0,10001401,0)*(0,10006602,1)	(0,10001401,0)*(0,10006602,1)	(0,0,0)	(0,0,0)	920005	920006	9	0	0	0
210004	M0099_01	(0,10001401,0)*(0,10005602,0)*(0,10010201,1)*(0,10010202,1)*(0,10010301,1)*(0,10010302,1)*(0,10010103,1)	(0,10001401,0)*(0,10005602,0)*(0,10010201,1)*(0,10010202,1)*(0,10010301,1)*(0,10010302,1)*(0,10010103,1)	(0,0,0)	(0,0,0)	920007	920008	9	0	0	0
210005	M0099_01	(0,10001401,0)*(0,10005602,0)*(0,10012602,1)	(0,10001401,0)*(0,10005602,0)*(0,10012602,1)	(0,0,0)	(0,0,0)	920009	920010	9	0	0	0
210006	M0099_01	(0,10001401,0)*(0,10008102,1)*(0,10008902,1)	(0,10001401,0)*(0,10008102,1)*(0,10008902,1)	(0,0,0)	(0,0,0)	920011	920012	9	0	0	0
210007	M0019_25	(0,10001401,0)*(0,10008503,0)*(0,10005603,0)*(0,10005803,0)*(5,10009603,1)*(0,10009702,1)*(0,10009702,1)*(0,10009702,1)*(0,10009702,1)*(0,10009702,1)*(5,10009702,1)*(5,10009702,1)*(5,10009702,1)*(5,10009702,1)	(0,10001401,0)*(0,10008503,0)*(0,10005603,0)*(0,10005803,0)*(5,10009603,1)*(0,10009702,1)*(0,10009702,1)*(0,10009702,1)*(0,10009702,1)*(0,10009702,1)*(5,10009702,1)*(5,10009702,1)*(5,10009702,1)*(5,10009702,1)	(0,0,0)	(0,0,0)	920013	920014	9	0	0	0
210008	M0099_01	(0,10001401,0)*(0,10009403,0)*(0,10012803,1)*(0,10012903,1)	(0,10001401,0)*(0,10009403,0)*(0,10012803,1)*(0,10012903,1)	(0,0,0)	(0,0,0)	920015	920016	9	0	0	0
210009	M0099_01	(0,10001803,0)*(0,10013001,1)*(0,10013001,1)	(0,10001803,0)*(0,10013001,1)*(0,10013001,1)	(0,0,0)	(0,0,0)	920017	920017	9	0	0	0
210010	M0004_03	(0,10001803,1)*(0,10001401,0)*(0,10001502,0)*(0,10001602,0)	(0,10001803,1)*(0,10001401,0)*(0,10001502,0)*(0,10001602,0)	(0,0,0)	(1,6,0)*(0,0,0)	920018	920019	20	0	0	0
210011	M0004_03	(0,10001704,0)*(0,10001803,1)	(0,10001704,0)*(0,10001803,1)	(1,6,0)*(0,0,0,)	(0,0,0)	920020	920020	20	0	0	0
210012	M0099_01	(0,10099904,0)*(0,10099803,1)*(0,10099703,1)*(0,10099603,1)*(0,10099503,1)*(0,10099403,1)*(0,10099303,1)*(0,10099203,1)*(0,10099103,1)*(0,10099003,1)*(0,10098903,1)	(0,10099904,0)*(0,10099803,1)*(0,10099703,1)*(0,10099603,1)*(0,10099503,1)*(0,10099403,1)*(0,10099303,1)*(0,10099203,1)*(0,10099103,1)*(0,10099003,1)*(0,10098903,1)	(0,0,0)	(0,0,0)	920021	920021	9	0	0	0
210013	M0099_01	(0,10001401,0)*(3,10001902,0)*(0,10005702,1)	(0,10001401,0)*(3,10001902,0)*(0,10005702,1)	(0,0,0)	(0,0,0)	920022	920022	9	0	0	0
210014	M0004_04	(0,10001401,0)*(0,10009202,1)	(0,10001401,0)*(0,10009202,1)	(0,0,0)	(0,0,0)	920023	920024	9	0	0	0
210015	M0099_01	(0,10001401,0)*(0,10000703,0)*(0,10000803,0)*(0,10001103,1)*(0,10001003,1)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)	(0,10001401,0)*(0,10000703,0)*(0,10000803,0)*(0,10001103,1)*(0,10001003,1)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)	(0,0,0)	(0,0,0)	920025	920026	9	0	0	0
210016	M0099_01	(0,10001401,0)*(0,10001803,1)	(0,10001401,0)*(0,10001803,1)	(0,0,0)	(0,0,0)	920027	920028	9	0	0	0
210017	M0099_01	(0,10001401,0)*(0,10001502,0)*(0,10012802,1)	(0,10001401,0)*(0,10001502,0)*(0,10012802,1)	(0,0,0)	(0,0,0)	920029	920029	17	0	0	0
210018	M0038_01	(0,10001401,0)*(0,10003702,0)*(0,10003602,1)*(0,10012002,1)	(0,10001401,0)*(0,10003702,0)*(0,10003602,1)*(0,10012002,1)	(0,0,0)	(0,0,0)	920030	920031	9	0	0	0
210019	M0038_01	(0,10003702,0)*(0,10003602,1)*(0,10012002,1)	(0,10003702,0)*(0,10003602,1)*(0,10012002,1)	(0,0,0)	(1,6,0)*(0,0,0)	920031	920031	9	0	0	0
210020	M0038_01	(0,10001401,0)*(0,10003702,0)*(0,10003602,0)*(0,10012002,1)*(0,10011902,1)	(0,10001401,0)*(0,10003702,0)*(0,10003602,0)*(0,10012002,1)*(0,10011902,1)	(0,0,0)	(0,0,0)*(1,8,0)	920032	920032	9	0	0	0
210021	M0099_01	(0,10001401,0)*(0,10005602,0)*(0,91000102,1)	(0,10001401,0)*(0,10005602,0)*(0,91000102,1)	(0,0,0)	(0,0,0)	920033	920034	9	0	0	0
210022	M0099_01	(0,10001401,0)*(0,10001502,0)*(0,10010201,1)*(0,10010201,1)*(0,10010301,1)*(0,10010301,1)	(0,10001401,0)*(0,10001502,0)*(0,10010201,1)*(0,10010201,1)*(0,10010301,1)*(0,10010301,1)	(0,0,0)	(0,0,0)	920035	920036	9	0	0	0
210023	M0099_01	(0,10001401,0)*(0,10012802,1)	(0,10001401,0)*(0,10012802,1)	(0,0,0)	(0,0,0)	920037	920038	9	0	0	0
210024	M0099_01	(0,10001401,0)*(0,10005402,0)*(0,10012802,1)*(0,10012602,1)	(0,10001401,0)*(0,10005402,0)*(0,10012802,1)*(0,10012602,1)	(0,0,0)	(0,0,0)	920039	920040	9	0	0	0
210025	M0099_01	(0,10001401,0)*(0,10005403,0)*(0,10000603,1)*(0,10013302,1)*(0,10013302,1)*(0,10013302,1)*(0,10013302,1)	(0,10001401,0)*(0,10005403,0)*(0,10000603,1)*(0,10013302,1)*(0,10013302,1)*(0,10013302,1)*(0,10013302,1)	(0,0,0)	(0,0,0)	920041	920042	9	0	0	0
210026	M0004_03	(0,10001401,0)*(0,10001603,0)*(0,10001503,1)	(0,10001401,0)*(0,10001603,0)*(0,10001503,1)	(0,0,0)	(0,0,0)	920043	920044	-1	Story_0003	0	0
210027	M0020_09	(0,10001401,0)*(0,10001603,1)	(0,10001401,0)*(0,10001603,1)	(0,0,0)	(0,0,0)	920045	920044	-1	0	0	0
210028	M0020_09	(0,10001401,0)*(0,10001603,0)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)*(6,10012602,1)*(5,10012702,1)*(4,10012802,1)*(3,10012902,1)	(0,10001401,0)*(0,10001603,0)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)*(6,10012602,1)*(5,10012702,1)*(4,10012802,1)*(3,10012902,1)	(0,0,0)	(0,0,0)	920046	920044	-1	Story_0003	0	0
210029	M0020_09	(0,10001401,0)*(0,10001603,0)*(0,10001003,1)*(0,10001103,1)*(0,10001803,1)*(3,10013002,1)*(3,10013002,1)*(5,10013002,1)*(5,10013002,1)*(7,10013002,1)*(7,10013002,1)	(0,10001401,0)*(0,10001603,0)*(0,10001003,1)*(0,10001103,1)*(0,10001803,1)*(3,10013002,1)*(3,10013002,1)*(5,10013002,1)*(5,10013002,1)*(7,10013002,1)*(7,10013002,1)	(0,0,0)	(0,0,0)	920047	920044	-1	Story_0003	0	0
210030	M0020_09	(0,10001401,0)*(0,10001803,0)*(0,10001004,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)	(0,10001401,0)*(0,10001803,0)*(0,10001004,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)	(0,0,0)	(0,0,0)	920048	920044	-1	Helou_05_Ma	0	0
210031	M0020_12	(0,10001401,0)*(0,10007703,0)*(0,10001803,0)*(0,10006703,0)*(0,10007103,0)*(0,10008003,0)*(0,10008403,0)*(0,10008803,0)*(0,10009303,0)*(0,10012604,1)*(0,10012704,1)*(0,10012804,1)*(0,10012902,1)*(0,10013009,1)*(0,10013010,1)*(0,10013011,1)*(0,10013012,1)*(0,10014504,1)	0	(0,0,0)	(0,0,0)	920049	920044	-1	Helou_04_Ma	1	0
210032	M0020_12	(0,10001401,0)*(0,10001803,1)	(0,10001401,0)*(0,10001803,1)	(0,0,0)	(0,0,0)	920050	920044	-1	0	1	0
210033	M0020_07	(0,10001401,0)*(0,10001803,1)	(0,10001401,0)*(0,10001803,1)	(0,0,0)	(0,0,0)	920051	920052	-1	0	1	0
210034	M0015_03	(0,10001401,0)*(0,10001803,0)*(0,10001603,0)*(0,10006703,1)*(0,10006802,1)*(0,10006802,1)*(0,10006802,1)*(0,10006802,1)	(0,10001401,0)*(0,10001803,0)*(0,10001603,0)*(0,10006703,1)*(0,10006802,1)*(0,10006802,1)*(0,10006802,1)*(0,10006802,1)	(0,0,0)	(0,0,0)	920053	920044	-1	0	1	0
210035	M0001_30	(0,10001401,0)*(0,10001803,0)*(0,10001603,0)*(0,10009002,1)*(0,10009002,1)*(0,10009002,1)*(0,10009002,1)*(0,10009002,1)*(0,10009002,1)	0	(0,0,0)	(0,0,0)	920054	920044	-1	0	1	0
210036	M0001_31	(0,10001401,0)*(0,10001603,0)*(0,10007103,1)*(0,10007203,1)*(0,10007302,1)*(0,10007302,1)*(0,10007302,1)*(0,10007302,1)*(0,10007302,1)	(0,10001401,0)*(0,10001603,0)*(0,10007103,1)*(0,10007203,1)*(0,10007302,1)*(0,10007302,1)*(0,10007302,1)*(0,10007302,1)*(0,10007302,1)	(0,0,0)	(0,0,0)	920055	920044	-1	0	1	0
210037	M0001_31	(0,10001401,0)*(0,10001603,0)*(0,10007103,1)*(0,10007203,1)*(0,10007302,1)*(0,10007302,1)*(0,10007302,1)*(0,10007302,1)*(0,10007302,1)	(0,10001401,0)*(0,10001603,0)*(0,10007103,1)*(0,10007203,1)*(0,10007302,1)*(0,10007302,1)*(0,10007302,1)*(0,10007302,1)*(0,10007302,1)	(0,0,0)	(0,0,0)	920055	920044	-1	0	0	0
210038	M0005_05	(0,10001401,0)*(0,10013602,1)*(0,10022401,1)*(0,10022401,1)*(0,10022401,1)*(0,10022401,1)	(0,10001401,0)*(0,10013602,1)*(0,10022401,1)*(0,10022401,1)*(0,10022401,1)*(0,10022401,1)	(0,0,0)	(0,0,0)	920056	920056	-1	0	0	0
210039	M0006_06	(0,10001401,0)*(0,10001603,0)*(0,10004901,1)*(0,10004901,1)*(0,10004901,1)	(0,10001401,0)*(0,10001603,0)*(0,10004901,1)*(0,10004901,1)*(0,10004901,1)	(0,0,0)	(0,0,0)	920057	920044	-1	0	0	0
210040	M0006_07	(0,10001401,0)*(0,10001603,0)*(0,10001803,0)*(0,10013003,0)*(0,10013003,0)*(0,10000703,1)*(0,10000803,1)	(0,10001401,0)*(0,10001603,0)*(0,10001803,0)*(0,10013003,0)*(0,10013003,0)*(0,10000703,1)*(0,10000803,1)	(0,0,0)	(0,0,0)	920058	920044	-1	0	0	0
210041	M0019_22	(0,10001401,0)*(0,10001603,0)*(0,10008403,1)*(0,10008503,1)*(0,10008602,1)*(0,10008602,1)*(0,10008602,1)*(0,10008602,1)*(0,10008602,1)	(0,10001401,0)*(0,10001603,0)*(0,10008403,1)*(0,10008503,1)*(0,10008602,1)*(0,10008602,1)*(0,10008602,1)*(0,10008602,1)*(0,10008602,1)	(0,0,0)	(0,0,0)	920059	920044	-1	0	1	0
210042	M0005_06	(0,10001502,0)*(0,10012701,1)	(0,10001502,0)*(0,10012701,1)	(0,0,0)	(0,0,0)	920085	920085	-1	0	1	0
210043	M0006_08	(0,10001401,0)*(0,10004302,0)*(5,10013903,1)*(0,10014001,1)*(0,10014001,1)*(0,10014001,1)*(0,10014001,1)	(0,10001401,0)*(0,10004302,0)*(5,10013903,1)*(0,10014001,1)*(0,10014001,1)*(0,10014001,1)*(0,10014001,1)	(0,0,0)	(0,0,0)	920108	920109	-1	0	0	0
210044	M0019_23	(0,10001401,0)*(0,10001603,0)*(0,10001803,0)*(0,10008003,1)*(0,10008103,1)*(0,10008202,1)*(0,10008302,1)*(0,10008302,1)*(0,10008302,1)*(0,10008302,1)*(0,10008302,1)	0	(0,0,0)	(0,0,0)	920113	920044	-1	0	0	0
210045	M0008_01	(0,10001401,0)*(0,10001603,0)*(0,10014201,1)*(0,10014201,1)*(0,10014201,1)*(0,10014201,1)	(0,10001401,0)*(0,10004302,0)*(5,10013903,1)*(0,10014001,1)*(0,10014001,1)*(0,10014001,1)*(0,10014001,1)	(0,0,0)	(0,0,0)	920114	920044	-1	0	0	0
210046	M0008_01	(0,10001401,0)*(0,10001603,0)*(0,10014201,1)*(0,10014201,1)*(0,10014201,1)*(0,10014201,1)	(0,10001401,0)*(0,10004302,0)*(5,10013903,1)*(0,10014001,1)*(0,10014001,1)*(0,10014001,1)*(0,10014001,1)	(0,0,0)	(0,0,0)	920116	920044	-1	0	0	0
210047	M0008_01	(0,10001401,0)*(0,10001603,0)*(0,10014201,1)*(0,10014201,1)*(0,10014201,1)*(0,10014201,1)	(0,10001401,0)*(0,10004302,0)*(5,10013903,1)*(0,10014001,1)*(0,10014001,1)*(0,10014001,1)*(0,10014001,1)	(0,0,0)	(0,0,0)	920118	920044	-1	0	0	0
210048	M0008_01	(0,10001401,0)*(0,10001603,0)*(0,10014201,1)*(0,10014201,1)*(0,10014201,1)*(0,10014201,1)	(0,10001401,0)*(0,10004302,0)*(5,10013903,1)*(0,10014001,1)*(0,10014001,1)*(0,10014001,1)*(0,10014001,1)	(0,0,0)	(0,0,0)	920120	920044	-1	0	0	0
210049	M0008_01	(0,10001401,0)*(0,10001603,0)*(0,10014201,1)*(0,10014201,1)*(0,10014201,1)*(0,10014201,1)	(0,10001401,0)*(0,10004302,0)*(5,10013903,1)*(0,10014001,1)*(0,10014001,1)*(0,10014001,1)*(0,10014001,1)	(0,0,0)	(0,0,0)	920122	920044	-1	0	0	0
210050	M0008_01	(0,10001401,0)*(0,10001603,0)*(0,10014201,1)*(0,10014201,1)*(0,10014201,1)*(0,10014201,1)	(0,10001401,0)*(0,10004302,0)*(5,10013903,1)*(0,10014001,1)*(0,10014001,1)*(0,10014001,1)*(0,10014001,1)	(0,0,0)	(0,0,0)	920124	920044	-1	0	0	0
210051	M0008_01	(0,10001401,0)*(0,10001603,0)*(0,10001803,0)*(0,10014202,1)*(0,10014202,1)*(0,10014202,1)*(0,10014202,1)*(0,10014202,1)*(0,10006603,1)*(0,10029702,1)*(0,10014104,1)	0	(0,0,0)	(0,0,0)	920127	920044	-1	0	0	0
210052	M0010_02	(0,10001401,0)*(0,10001603,0)*(0,10001803,0)*(0,10009403,1)*(0,10009303,1)*(0,10009502,1)*(0,10009502,1)*(0,10009502,1)*(0,10009502,1)*(0,10009502,1)*(0,10009502,1)	0	(0,0,0)	(0,0,0)	920128	920044	-1	0	1	0
210053	M0019_24	(0,10001401,0)*(0,10002102,0)*(0,10008502,0)*(0,10012602,1)*(0,10013001,1)*(0,10013001,1)*(0,10013001,1)*(0,10013001,1)*(0,10013001,1)	(0,10001401,0)*(0,10002102,0)*(0,10008502,0)*(0,10012602,1)*(0,10013001,1)*(0,10013001,1)*(0,10013001,1)*(0,10013001,1)*(0,10013001,1)	(0,0,0)	(0,0,0)	920134	920135	-1	0	0	0
210054	M0019_25	(0,10001401,0)*(0,10008502,0)*(0,10005602,0)*(0,91000204,1)	(0,10001401,0)*(0,10008502,0)*(0,10005602,0)*(0,91000204,1)	(0,0,0)	(0,0,0)	920143	920135	-1	0	0	0
210055	M0019_25	(0,10001401,0)*(0,10008502,0)*(0,10005602,1)*(0,91000204,1)	(0,10001401,0)*(0,10008502,0)*(0,10005602,1)*(0,91000204,1)	(0,0,0)	(0,0,0)	920146	920135	-1	0	0	0
210056	M0019_25	(0,10001401,0)*(0,10008502,0)*(0,10005902,0)*(0,10012602,1)*(0,10013001,1)*(0,10013001,1)*(0,10013001,1)*(0,10013001,1)*(0,10013001,1)*(0,10031203,1)	(0,10001401,0)*(0,10008502,0)*(0,10005902,0)*(0,10012602,1)*(0,10013001,1)*(0,10013001,1)*(0,10013001,1)*(0,10013001,1)*(0,10013001,1)*(0,10031203,1)	(0,0,0)	(0,0,0)	920149	920135	-1	0	0	0
210057	M0019_25	(0,10001401,0)*(0,10008502,0)*(0,10009802,0)*(0,10012602,1)*(0,10013001,1)*(0,10013001,1)*(0,10013001,1)*(0,10013001,1)*(0,10013001,1)*(0,10031203,1)	(0,10001401,0)*(0,10008502,0)*(0,10009802,0)*(0,10012602,1)*(0,10013001,1)*(0,10013001,1)*(0,10013001,1)*(0,10013001,1)*(0,10013001,1)*(0,10031203,1)	(0,0,0)	(0,0,0)	920150	920135	-1	0	0	0
210058	M0011_01	(0,10001401,0)*(0,10001603,0)*(0,10001803,0)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,10003303,1)*(5,91000102,1)*(5,91000102,1)*(10,91000102,1)*(10,91000102,1)*(15,91000102,1)*(15,91000102,1)*(20,91000102,1)*(20,91000102,1)	(0,10001401,0)*(0,10001603,0)*(0,10001803,0)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,10003303,1)*(5,91000102,1)*(5,91000102,1)*(10,91000102,1)*(10,91000102,1)*(15,91000102,1)*(15,91000102,1)*(20,91000102,1)*(20,91000102,1)	(0,0,0)	(0,0,0)	920168	920044	-1	0	0	0
210059	M0021_05	(0,10001603,0)*(0,10000605,1)	(0,10001603,0)*(0,10000605,1)	(0,0,0)	(0,0,0)	920169	920044	-1	0	0	0
210060	M0022_02	(0,10001401,0)*(0,10001603,0)*(0,10001803,0)*(0,10011803,1)*(0,10011903,1)*(0,10012102,1)*(0,10012102,1)*(0,10012102,1)*(0,10012102,1)*(0,10012102,1)*(0,10012102,1)*(0,10012102,1)*(0,10012103,1)	0	(0,0,0)	(0,0,0)	920175	920044	-1	0	0	0
210061	M0018_03	(0,10001401,0)*(0,10001603,0)*(0,10001803,0)*(0,10012203,1)*(0,10012403,1)*(0,10012403,1)*(0,10012403,1)	(0,10001401,0)*(0,10001603,0)*(0,10001803,0)*(0,10012203,1)*(0,10012403,1)*(0,10012403,1)*(0,10012403,1)	(0,0,0)	(0,0,0)	920170	920044	-1	0	0	0
210062	M0001_28	(0,10001401,0)*(0,10007803,1)	(0,10001401,0)*(0,10007803,1)	(0,0,0)	(0,0,0)	920172	920044	-1	0	0	0
210063	M0000_01	(0,10001401,0)*(0,10001603,0)*(0,10001803,0)*(0,10010202,1)*(0,10010202,1)*(0,10010202,1)*(0,10010302,1)*(0,10010302,1)*(0,10010103,1)*(0,10010103,1)	(0,10001401,0)*(0,10001603,0)*(0,10001803,0)*(0,10010202,1)*(0,10010202,1)*(0,10010202,1)*(0,10010302,1)*(0,10010302,1)*(0,10010103,1)*(0,10010103,1)	(0,0,0)	(0,0,0)	920174	920044	-1	0	0	0
210064	M0000_01	(0,10001401,0)*(0,10001603,0)*(0,10001803,0)*(0,10010202,1)*(0,10010202,1)*(0,10010202,1)*(0,10010302,1)*(0,10010302,1)*(0,10010103,1)*(0,10010103,1)	(0,10001401,0)*(0,10001603,0)*(0,10001803,0)*(0,10010202,1)*(0,10010202,1)*(0,10010202,1)*(0,10010302,1)*(0,10010302,1)*(0,10010103,1)*(0,10010103,1)	(0,0,0)	(0,0,0)	920174	920044	-1	0	0	0
210065	M0000_01	(0,10001401,0)*(0,10001603,0)*(0,10001803,0)*(0,10010202,1)*(0,10010202,1)*(0,10010202,1)*(0,10010302,1)*(0,10010302,1)*(0,10010103,1)*(0,10010103,1)	(0,10001401,0)*(0,10001603,0)*(0,10001803,0)*(0,10010202,1)*(0,10010202,1)*(0,10010202,1)*(0,10010302,1)*(0,10010302,1)*(0,10010103,1)*(0,10010103,1)	(0,0,0)	(0,0,0)	920174	920044	-1	0	0	0
210066	M0004_03	(0,10001401,0)*(0,10001603,0)*(0,10001503,1)	(0,10001401,0)*(0,10001603,0)*(0,10001503,1)	(0,0,0)	(0,0,0)	920177	920044	-1	Story_0003	0	0
210067	M0020_21	(0,10001401,0)*(0,10000206,1)*(0,10010603,2)	0	(0,0,0)	(2,10001401,0)	920199	920044	-1	Story_0005	0	1
