#SkillNo	SkillName	NeedToSelectTarget	SkillType	TargetType	TargetArea	Range	AOE	MinDamage	MaxDamage	UseAp	CD	UseSkillAfterMove	condition	SkillEffectID	sSkillIcon
100245003	有凤来仪	1	0	2	0	1	0	800	1300	150	0	1	500013	100246001	s01019
100246001	有凤来仪	1	0	2	0	1	0	600	700	100	0	1	0	100246001	s01019
100246002	易水萧风	1	0	2	1	2	0	400	800	200	3	1	500017,500013	100246001	s01021
100280001	毒龙出洞	1	0	2	0	1	0	330	360	50	0	1	0	100280001	s03003
100280002	金蛇狂舞	1	0	2	0	1	0	420	460	100	2	1	500006	100280002	s03004
100284001	绣春刀	1	0	2	0	1	0	900	1200	100	0	1	0	100284001	s01026
100296001	惊鸿一瞥	1	0	2	0	1	0	400	500	100	0	1	0	100296001	s01021
100297001	乱石崩云	1	0	2	0	1	0	900	1100	100	0	1	0	100297001	s01021
100297002	惊涛裂岸	1	0	2	0	1	0	1100	1400	200	2	1	500017,500051	100297002	s01026
100297003	破浪千雪	1	0	2	1	4	0	1000	1200	400	4	1	500039,500003	100297003	s01038
100297004	乱石崩云	1	0	2	0	1	0	600	700	100	0	1	0	100297001	s01021
100297005	惊涛裂岸	1	0	2	0	1	0	700	800	200	2	1	500017	100297002	s01026
100298001	罗汉卧禅	1	0	2	0	1	0	1200	1300	200	0	1	500009	100298001	s01001
100298002	金刚怒目	1	0	2	0	1	0	1400	1500	400	3	1	500000,500020	100298002	s01023
100298003	青龙分水	1	0	2	1	1	0	1300	1500	221	4	1	500012,910001	100298003	s01033
100299001	深竹翠隐	1	0	2	0	1	0	1200	1400	200	0	1	500003	100299001	s01020
100299002	幽谷飞涧	1	0	2	1	2	0	1000	1200	400	3	1	500025,500042	100299002	s01019
100299003	鹤翼苍穹	1	0	2	1	4	0	1100	1400	600	5	1	500013,500014	100299003	s01022
100299004	深竹翠隐	1	0	2	0	2	0	700	800	90	0	1	500003	100299001	s01020
100299005	幽谷飞涧	1	0	2	1	2	0	800	900	180	3	1	500025	100299002	s01019
100299006	深竹翠隐	1	0	2	0	1	0	600	700	70	0	1	500003	100299001	s01020
100311001	毒龙探海	1	0	2	0	1	0	400	600	100	0	1	500006	100311001	s03002
100311002	断魂蚀骨	1	0	2	0	1	0	600	750	200	3	1	500049,500008	100311002	s03004
100311003	化功毒掌	0	0	2	0	0	1	600	900	300	5	1	500005,500001	100311003	s03005
100311004	毒龙探海	1	0	2	0	1	0	1300	1500	100	0	1	500006	100311001	s03002
100311005	断魂蚀骨	1	0	2	0	1	0	1350	1600	200	3	1	500049,500008	100311002	s03004
100311006	化功毒掌	0	0	2	0	0	1	1500	1800	300	5	1	500005,500001	100311003	s03005
100415001	天罗爪	1	0	2	0	1	0	600	800	100	0	1	500004	100130001	s01008
100415002	天罗踢	1	0	2	0	2	0	700	900	200	2	1	500053	100025002	s01055
100422001	地魁通幽	1	0	2	2	2	0	1200	1400	200	0	1	500053,500027	100422001	s01011
100422002	地煞驱神	0	0	2	0	0	2	1300	1500	350	2	1	500053,500028,500000	100422002	s01043
100422003	地辟吞刀	1	0	2	0	3	0	1800	2300	400	4	1	500053,500039,500086	100422003	s01035
100969001	抓击	1	0	2	0	1	0	600	700	0	0	1	500018	100969001	s01034
100969002	抓击	1	0	2	0	1	0	800	1000	0	2	1	500004	100969002	s01034
100969003	抓击	1	0	2	0	1	0	1200	1400	0	4	1	500039	100969003	s01034
100969004	抓击	1	0	2	0	1	0	300	400	0	0	1	500018	100969001	s01034
100970001	毒龙探海	1	0	2	0	1	0	500	700	0	0	1	500006	100970001	s03003
100970002	断魂蚀骨	1	0	2	0	1	0	700	900	0	2	1	500006,500008	100970002	s03003
100970003	剧毒化功	1	0	2	0	1	0	900	1200	0	4	1	500006,500005,500001	100970003	s03003
100970004	毒龙探海	1	0	2	0	1	0	350	500	0	0	1	500006	100970001	s03003
100970005	断魂蚀骨	1	0	2	0	1	0	600	700	0	2	1	500006,500008	100970002	s03003
100988001	阳奉阴违	1	0	2	1	2	0	1000	1200	100	0	1	500132	100988001	s01029
100988002	阴惨阳舒	1	0	2	1	2	0	1200	1400	400	2	1	500008,500022	100988002	s01063
100988003	阴阳交错	1	0	2	1	3	0	1200	1400	400	3	1	500015	100988003	s02008
100990001	嵩阳三迭	1	0	2	1	1	0	700	800	100	0	1	0	100990001	0
100990001	日月天魔	1	0	2	1	2	0	800	900	100	0	1	0	100990001	0
100990002	大阴阳手	1	0	2	1	1	0	800	900	300	3	1	500023	100990002	0
100990002	吸星吞食	0	0	2	0	0	1	800	900	500	3	1	500024	100990002	0
100990003	寒冰绵掌	1	0	2	1	3	0	700	800	300	3	1	500000	100990003	0
100990003	星若邪动	1	0	2	3	1	0	900	1000	300	3	1	500009	100990003	0
100991001	铁掌	1	0	2	0	1	0	600	700	100	0	1	0	100991001	0
100991002	摧筋断骨	1	0	2	0	1	0	700	900	300	3	1	500013	100991002	0
100991003	无坚不摧	0	1	1	0	0	0	0	0	300	3	1	0	100991003	0
100992001	狄青降龙	1	0	2	0	1	0	500	600	100	0	1	0	100992001	0
100992002	化骨三绝杀	1	0	2	0	1	0	600	700	250	3	1	500006	100992002	0
100993001	七者皆伤	1	0	2	0	1	0	350	450	100	0	1	500008	100993001	0
100993002	魂飞魄散	1	0	2	0	1	0	500	600	250	2	1	500013	100993002	0
100994001	圆转太虚	1	0	2	0	1	0	300	400	100	0	1	0	100994001	0
100994002	似有若无	1	0	2	0	1	0	300	400	300	2	1	500010	100994002	0
100995001	群邪辟易	1	0	2	0	3	0	550	620	100	0	1	0	100995001	0
100995002	紫气东来	1	0	2	0	3	0	550	620	350	2	1	500007	100995002	0
100995003	流星飞坠	1	0	2	1	3	0	460	520	400	3	1	500007	100995003	0
100996001	移花接玉	1	0	2	0	3	0	400	500	100	0	1	0	100996001	0
100996002	星移斗转	0	0	2	0	0	1	400	500	350	2	1	500016	100996002	0
100996003	参合指	1	0	2	1	3	0	400	500	300	3	1	500001	100996003	0
100997001	灵蛇相杀	1	0	2	0	1	0	620	680	200	0	1	0	100997001	0
100997002	神驼雪杀	1	0	2	3	1	0	620	680	400	3	1	500006	100997002	0
100997003	逆运九阴	0	0	2	0	0	1	620	680	600	4	1	500005	100997003	0
100998001	象跌势	1	0	2	1	2	0	660	720	200	0	1	0	100998001	0
100998002	龙吞势	0	0	2	0	0	1	660	720	600	4	1	0	100998002	0
100998003	无上般若歼	1	0	2	0	2	0	940	1180	400	3	1	500009	100998003	0
100999001	劈石破玉	1	0	2	3	1	0	1500	2000	100	0	1	0	100999001	s00076
100999002	铁拳无敌	0	0	2	0	0	1	3500	4000	250	2	1	0	100999002	s00077
360032001	猴三抓桃式	1	0	2	3	1	0	500	600	150	0	1	500052,500004	360032001	s00083
360032002	猴三扯桃式	1	0	2	1	2	0	1000	1300	300	2	1	500053,500027	360032004	s00082
360032003	猴三破桃式	1	0	2	0	1	0	1200	1400	600	3	1	500001,500039,500057	360032005	s00084
360068001	阎罗斩	1	0	2	0	1	0	400	500	100	0	1	0	100406001	s03003
360068002	千年杀	1	0	2	0	2	0	500	700	200	2	1	0	100059001	s03001
360068003	般若轮回道	1	0	2	0	2	1	700	800	300	4	1	0	100059002	s03005
360077001	胡族刀法	1	0	2	0	1	0	500	600	100	0	1	0	360077001	s03004
360078001	汉族枪法	1	0	2	0	2	0	400	500	100	0	1	0	360078001	s03004
360085001	地痞刀法	1	0	2	0	1	0	300	600	100	0	1	0	360085001	s03004
360086001	地痞拳法	1	0	2	0	1	0	250	400	100	0	1	0	360086001	s03004
360087001	地痞棒法	1	0	2	0	1	0	300	600	100	0	1	0	360087001	s03004
360088001	地痞棒法	1	0	2	0	1	0	400	750	100	0	1	0	360088001	s03004
360112001	绣春一刀	1	0	2	0	1	0	700	900	100	0	1	500021	100116001	s01021
360112002	绣春二刀	1	0	2	0	1	0	900	1100	200	2	1	500021	100116001	s01026
360113001	绣春一刀	1	0	2	0	1	0	700	900	100	0	1	500021	100284001	s01021
360113002	绣春二刀	1	0	2	0	1	0	900	1100	200	2	1	500021	100284001	s01026
505021001	吼哩系	1	0	2	0	1	0	800	1000	150	0	1	500001	360087001	s01018
505021002	粉碎一击	1	0	2	0	1	0	1100	1300	300	2	1	500013	360088001	s02003
900000001	石灰粉	1	0	0	3	1	0	0	0	1	0	1	900001,400003	0	s01037
900000002	香灰	1	0	0	3	1	0	0	0	1	0	1	900002,400003	0	s01037
900000003	老叫化泥丸子	1	0	0	0	1	0	0	0	1	0	1	900092,400003	0	s01037
900000004	霹雳雷火弹	1	0	2	0	3	1	200	500	1	0	1	900004,400003,500013	100014071	s01037
900000005	青龙散	0	1	1	0	0	0	0	0	1	0	1	500064	0	s01037
900000006	毒焰七杀散	0	0	2	0	0	2	200	500	1	0	1	500049,400003	100058003	s01037
900000007	生脉丹	0	1	1	0	0	0	0	0	1	0	1	500158	0	s01037
900000008	承气饮	0	1	1	0	0	0	0	0	1	0	1	500159	0	s01037
900000009	护手药膏	0	1	1	0	0	0	0	0	1	0	1	500211	0	s01037
910003001	咬咬	1	0	2	0	1	0	1200	1400	100	0	1	500018	910003001	s01027
910004001	猛扑	1	0	2	0	1	0	800	900	200	0	1	500009,500001	910004001	s01027
910004002	撕裂	1	0	2	0	1	0	900	1000	400	2	1	500023,500009	910004002	s01027
910004003	突咬	1	0	2	3	1	0	1000	1300	300	0	1	500009	910004001	s01027
910004004	大快朵颐	1	0	2	3	1	0	1300	1600	600	2	1	500209	910004002	s01027
910004005	变硬	0	1	1	0	0	0	1000	1000	100	4	1	500020	910004001	s05007
910005001	撕咬	1	0	2	0	1	0	500	600	200	0	1	500052	910005001	s01027
910005002	啃噬	1	0	2	0	1	0	600	700	300	1	1	500023,500017	910005001	s01027
910006001	撕咬	1	0	2	0	1	0	600	700	150	0	1	500052,500003,500132	910006001	s01027
910007001	撕咬	1	0	2	0	1	0	900	1100	200	0	1	500052,500004	910007001	s01027
910007002	啃噬	1	0	2	0	1	0	1100	1300	300	1	1	500008	910007001	s01027
910008001	撕咬	1	0	2	0	1	0	700	900	150	0	1	500052,500003	910008001	s01027
910009001	撕咬	1	0	2	0	1	0	500	600	200	0	1	500052	910009001	s01027
910009002	啃噬	1	0	2	0	1	0	600	700	300	1	1	500023,500017	910009001	s01027
910010001	撕咬	1	0	2	0	1	0	600	700	150	0	1	500052,500003	910010001	s01027
910011001	鸡跃九天	1	0	2	0	1	0	40	50	20	0	1	500052	910011001	s02005
910012001	歪嘴鸡吃好米	1	0	2	0	1	0	30	40	10	0	1	500004	910012001	s01029
910012002	凤爪七连杀	1	0	2	0	1	0	40	50	20	1	1	500008	910012002	s00092
910012003	庐山升鸡霸	0	0	2	0	0	1	50	60	30	2	1	500027	910012003	s01053
910012004	歪嘴鸡吃好米	1	0	2	0	1	0	500	600	100	0	1	500052,500004	910012001	s01029
910012005	凤爪七连杀	1	0	2	3	1	0	700	900	200	1	1	500052,500008	910012002	s00092
910012006	庐山升鸡霸	0	0	2	0	0	1	1000	1200	300	2	1	500052,500027	910012003	s01053
990023001	落叶飘雨	1	0	2	0	2	0	1100	1300	100	0	1	500003,500014	990023001	s01019
990023002	傲日狂风	1	0	2	1	3	0	1200	1400	200	3	1	500008,500132	990023002	s01020
990023003	飘渺魅影	1	0	2	0	3	0	700	800	300	4	1	500002,500028	990023003	s02005
990024001	落雪飞石	1	0	2	0	2	0	600	900	100	0	1	500052,500132	990024001	s01028
990024002	漫天雪雨	1	0	2	0	2	1	1100	1200	200	3	1	500051,500010	990024002	s00095
990024003	万象森罗	0	1	1	0	0	0	800	1600	300	4	1	500018,500020	990024003	s05009
990025001	一指穿心	1	0	2	0	1	0	900	1200	100	0	1	500013,500132	990025001	s01006
990025002	意乱情迷	1	0	2	0	1	0	800	1000	250	3	1	500002,500005	990025002	s00092
990025003	仙猴挽桃	1	0	2	0	1	0	1400	1600	400	4	1	500001,500039,500057	100014189	s00083
990026001	破虚空	1	0	2	1	3	0	1100	1350	150	0	1	500052,500008	990026001	s01038
990026002	斩无界	1	0	2	1	3	0	1400	1500	250	2	1	500052,500039	990026002	s01063
990026003	天地劫	0	0	2	0	0	2	600	800	300	4	1	500007,500132,500010	990026003	s05008
990027001	万魂归幽	1	0	2	0	1	0	1200	1300	150	0	1	500052,500023	990027001	s03003
990027002	阎罗裂魄	1	0	2	0	1	1	1200	1400	300	2	1	500013,500049	990027002	s03005
990027003	混沌诛天	1	0	2	0	2	0	1600	1800	400	3	1	500013,500039	990027003	s03002
990028001	万千日月	1	0	2	0	2	0	900	1100	150	0	1	500052,500027	990028001	s01039
990028002	残天蚀日	1	0	2	2	3	0	1200	1300	250	3	1	500001,500051	990028002	s02010
990028003	残日如来	1	0	2	2	3	0	1400	1500	350	4	1	500000,500027	990028003	s01045
990029001	求败壹式	1	0	2	0	1	0	1000	1200	100	0	1	0	990029001	s01052
990029002	求败贰式	1	0	2	0	1	0	1200	1400	200	2	1	0	990029001	s01052
990029003	武狂零式	1	0	2	3	1	0	900	1200	300	3	1	0	100078003	s01051
990030001	雷霆陨落	1	0	2	0	1	0	700	900	100	0	1	500027	990030001	s01026
990030002	霹雳疾斩	1	0	2	0	2	0	900	1100	300	2	1	500004,500035	990030002	s01038
990030003	三千雷动	1	0	2	0	3	0	1200	1300	400	3	1	500001,500039	990030003	s01021
990035001	金刚锤	1	0	2	3	1	0	800	900	100	0	1	500001	990035001	s01057
990035002	火神炮	1	0	2	0	10	1	1800	2600	200	2	1	500109	990035002	s01023
990037001	反戈一击	1	0	2	1	2	0	800	1000	100	0	1	0	360078001	s00106
990037002	横扫千军	0	0	2	0	0	1	700	900	200	2	1	500027	100014059	s01012
990038001	先斩后奏	1	0	2	0	1	0	900	1100	100	0	1	0	990038001	s01038
990038002	刀下无情	1	0	2	3	1	0	1100	1200	200	2	1	500004	360085001	s01021
990039001	真‧一阳指	1	0	2	0	5	0	1200	1300	150	0	1	500008	990039001	s00096
990039002	降龙神掌	1	0	2	2	3	0	1100	1500	250	2	1	500000,500132	990039002	s02006
990039003	佛光普照	1	0	2	3	2	0	1300	1400	300	3	1	500001,500007	990039003	s00092
100121002	佛光初现	1	0	2	0	1	0	700	800	200	0	1	0	100047001	s01059
100121003	佛动山河	1	0	2	3	1	0	800	1000	400	3	1	500008	100047002	s01025
100121004	天佛降世	1	0	2	1	2	0	900	1200	600	5	1	500000	100047003	s01058
100247001	攻其不备	0	0	2	0	0	30	0	0	100	2	1	900093	990025001	s01006
100247002	深沟高垒	0	1	1	0	0	30	0	0	100	2	1	900094	100017003	s04007
100247003	以逸待劳	0	1	1	0	0	30	1000	1000	100	3	1	900095	100028002	s04001
990040001	江上弄笛	1	0	2	3	1	0	1100	1300	400	0	1	500052,500024	100014199	s01049
990040002	飞燕穿柳	1	0	2	0	1	0	1200	1400	900	1	1	900110,500017	100014200	s00110
990040003	扫荡群魔	0	0	2	0	0	1	1300	1600	1500	1	1	900110,500014	100014201	s00113
990106001	无忧无虑	0	0	2	0	0	2	900	1050	300	0	1	900016,500013	100014138	s01059
990106002	菩提清心	0	1	1	0	0	2	800	1200	600	2	1	900018	100014139	s04002
990106003	傲笑红尘	0	0	2	0	0	3	800	1000	600	4	1	900019,500013	100014140	s02009
990107001	星雨漫天	1	0	2	0	3	1	800	850	150	0	1	900026	100014067	s01042
990107002	星火燎原	1	0	2	0	3	1	800	850	300	2	1	500007,500017	100014068	s01043
990107003	披星戴月	0	0	2	0	0	3	800	850	450	4	1	500004,500051	100014069	s01028
990108001	吸风饮露	1	0	2	0	2	0	840	990	250	0	1	900010	100014162	s00094
990108002	御风而行	1	0	2	3	1	0	840	990	250	0	1	500007,500014	100014163	s00093
990108003	春风拂面	1	1	1	1	2	0	600	900	500	0	1	500058,900011	100014166	s04008
990109001	寒松霜竹金错刀	1	0	2	0	1	0	800	900	225	0	1	500052,500132	100014181	s00102
990109002	梅花鸜鹆宣和笔	1	0	2	3	1	0	800	900	450	2	1	500007,500025	100014182	s00104
990109003	摩诘诗画见画诗	0	0	2	0	0	1	600	1050	600	3	1	500012,500042,500002	100014183	s01016
990110001	三折肱	1	1	1	0	4	0	900	1200	250	0	1	900098,500041	100028001	s04004
990110002	百病身	1	0	2	2	3	0	50	50	500	2	1	900096	100014025	s01047
990110003	千金方	1	1	1	2	3	0	800	1000	500	4	1	900097,500043	100014025	s04006
990111001	雷火灰烬	1	0	2	0	3	1	600	800	350	0	1	500009,500007	100014070	s01023
990111002	夺魂陷	1	0	2	0	3	0	700	800	300	2	1	500003,500006	100081002	s01042
990111003	霹雳九天	0	0	2	0	0	2	1000	1200	450	4	1	500008,500039	100014071	s02009
990112001	猴三抓桃式	1	0	2	3	1	0	750	900	150	0	1	500052,500004	100014187	s00083
990112002	猴三扯桃式	1	0	2	1	2	0	800	950	300	2	1	500053,500027	100014188	s00082
990112003	猴三破桃式	1	0	2	0	1	0	850	950	400	3	1	500001,500039,500057	100014189	s00084
990113001	醉酒拨臂连环踢	0	0	2	0	0	1	600	800	250	0	1	500001,500195	100014010	s01011
990113002	醉酒提壶力千钧	1	0	2	0	2	0	1000	1200	300	2	1	500015,500195	100014011	s01007
990113003	弹腰献酒醉当步	1	0	2	0	2	0	1000	1200	400	3	1	500053,500017,500195	100014012	s01010
990114001	星雨漫天	1	0	2	0	3	1	800	1000	150	0	1	900026	100014067	s01042
990114002	千金方	1	1	1	2	3	0	800	1000	500	2	1	900097,500043	100014025	s04006
990114003	霹雳九天	0	0	2	0	0	2	1000	1200	450	3	1	500008,500039	100014071	s02009
990115001	阳春白雪	1	0	2	0	2	1	1200	1500	200	0	1	500000,500042,500020	100014007	s01003
990115002	阳关三迭	1	0	2	3	2	0	1200	1500	300	2	1	500001,500052,500018	100014008	s01005
990115003	阳歌天钧	0	0	2	0	0	3	900	1200	400	3	1	500009,500013,500024	100017003	s02003
100017004	阳关三迭	1	0	2	0	2	0	1400	1500	200	0	1	500000,500005	100017001	s02008
100017005	阳春白雪	1	0	2	0	2	0	1600	1800	400	2	1	500020,500001	100017002	s02007
100017006	阳歌天钧	0	0	2	0	0	3	1200	1400	800	3	1	500009,500013	100017003	s02003
900000007	丈人丹	0	1	1	0	0	0	0	0	1	0	1	910052	0	s01037
