#iItemID	sItemName	iItemKint	iTtemType	sIcon	sTip	iItemBuy	iItemSell	iItemStack	iMixStack	iItemUse	iUseTime	iAddType	iRecover1	iArg1	iValue1	iString	iRecover2	iArg2	iValue2	iString	iRecover3	iArg3	iValue3	iString	iString	iLocking	iAmsType	sNpcLike	sUseLimit	tip	sell
600009	催眠剑	1	1	i00329	[5E0B08]【右键点击装备】[-]<br>攻击：70<br>附加状态：催眠<br>使用此剑攻击会使人催眠。	17000 	13500 	1	0	1	1	2	13	0	70	0	15	500063	0	0	0	0	0	0	200094	0	4	(100016,30)*(100037,30)*(100072,30)*(100091,30)*(100092,30)*(100094,30)*(100299,30)	0	攻击：45  状态：催眠	0
600010	骨尺剑	1	1	i00330	[5E0B08]【右键点击装备】[-]<br>攻击：45<br>附加状态：中毒<br>剑身黑亮，瘦长如骨。剑身抹毒，攻击时带有毒性。	20000 	10000 	1	0	1	1	2	13	0	45	0	15	500006	0	0	0	0	0	0	200094	0	4	(100016,30)*(100037,30)*(100072,30)*(100091,30)*(100092,30)*(100094,30)*(100299,30)	0	攻击：45  状态：中毒  	0
600011	青铜剑	1	1	i00331	[5E0B08]【右键点击装备】[-]<br>攻击：35<br>主要材料为铜和锡,较为柔软，处于被淘汰的边缘。	2000 	1000 	1	0	1	1	2	13	0	35	0	0	0	0	0	0	0	0	0	200094	0	4	0	0	攻击：35  	0
600012	铁剑	1	1	i00332	[5E0B08]【右键点击装备】[-]<br>攻击：25<br>暴击：5%<br>使用铁矿石打造而成，但容易生锈。	1800 	900 	1	0	1	1	2	13	0	25	0	10	0	5	0	0	0	0	0	200094	0	4	0	0	攻击：25  暴击：5%	0
600013	精钢剑	1	1	i00333	[5E0B08]【右键点击装备】[-]<br>攻击力：55<br>寻常物品难以损坏，是因使用了精钢。	6000 	3000 	1	0	1	1	2	13	0	55	0	0	0	0	0	0	0	0	0	200094	0	4	0	0	攻击力：45	0
600014	斩马剑	1	1	i00334	[5E0B08]【右键点击装备】[-]<br>攻击：70<br>需求：气血2500<br>剑身特长，重量不凡，用来扫击敌人腰身或马腿，战场利器。	8000 	4000 	1	0	1	1	2	13	0	70	0	0	0	0	0	0	0	0	0	200094	0	4	0	(0,5,2300)	攻击：70	0
600015	清风剑	1	1	i00335	[5E0B08]【右键点击装备】[-]<br>攻击：60<br>闪避：5%<br>柔软，坚韧的剑身，手持此剑，身轻如燕。	7200 	3600 	1	0	1	1	2	13	0	60	0	11	0	5	0	0	0	0	0	200094	0	4	0	0	攻击：60  闪避：5%	0
600016	莲花剑	1	1	i00336	[5E0B08]【右键点击装备】[-]<br>攻击：70<br>闪避：10%<br>剑重量较轻，在轻功上佳者手中挥舞宛如一朵盛开的莲花。	12000 	6000 	1	0	1	1	2	13	0	70	0	11	0	10	0	0	0	0	0	200094	0	4	(100016,30)*(100037,30)*(100072,30)*(100091,30)*(100092,30)*(100094,30)*(100299,30)	0	攻击：70  闪避：10%	0
600017	盘月剑	1	1	i00337	[5E0B08]【右键点击装备】[-]<br>攻击：75<br>系于腰间如鞶带，剑柔弯曲可成圆。	7200 	3600 	1	0	1	1	2	13	0	75	0	0	0	0	0	0	0	0	0	200094	0	4	0	0	攻击：75	0
600018	九真剑	1	1	i00338	[5E0B08]【右键点击装备】[-]<br>攻击：60<br>额外状态：九真护体<br>具有神奇功能的道教法器，其制作材料为金银铜铁锡。	9600 	4800 	1	0	1	1	2	13	0	60	0	15	0	500091	0	0	0	0	0	200094	0	4	0	0	攻击：60  状态：九真护体	0
600019	太阴	1	1	i00339	[5E0B08]【右键点击装备】[-]<br>攻击：130<br>状态：阴阳倒乱‧阴<br>铸剑山庄前庄主所铸，似刀实剑，寒气森森，据说原型取自百年前一名隐世谷主所用之兵器。	32000 	16000 	1	0	1	1	2	13	0	130	0	15	0	900113	0	0	0	0	0	200094	0	4	(100016,60)*(100078,60)*(100085,60)*(100089,60)*(100297,60)*(100037,60)*(100072,60)*(100091,60)*(100092,60)*(100094,60)*(100299,60)	0	攻击：130  状态：阴阳倒乱‧阴	0
600020	巨阙剑	1	1	i00340	[5E0B08]【右键点击装备】[-]<br>攻击：110<br>防御：100<br>需求：气血6000<br>最早为名匠欧冶子所铸之巨剑，工法独特，能削金断玉，攻防一体，无坚不摧。	26000 	13000 	1	0	1	1	2	13	0	110	0	14	0	100	0	0	0	0	0	200094	0	4	(100016,30)*(100037,30)*(100072,30)*(100091,30)*(100092,30)*(100094,30)*(100299,30)	(0,5,6000)	攻击：110 防御：100	0
600021	青冥剑	1	1	i00341	[5E0B08]【右键点击装备】[-]<br>攻击：90<br>剑刃似日光照射，月照下寒光逼人，杀人滴血不沾。	12000 	6000 	1	0	1	1	2	13	0	90	0	0	0	0	0	0	0	0	0	200094	0	4	0	0	攻击：90	0
600022	龙渊剑	1	1	i00342	[5E0B08]【右键点击装备】[-]<br>攻击：70<br>暴击：15%<br>相传为欧冶子与干将合铸之剑，削金断玉，质坚刃深，削铁如泥。	17000 	8500 	1	0	1	1	2	13	0	70	0	10	0	15	0	0	0	0	0	200094	0	4	(100016,30)*(100037,30)*(100072,30)*(100091,30)*(100092,30)*(100094,30)*(100299,30)	0	攻击：70  暴击：15%	0
600023	太虚剑	1	1	i00343	[5E0B08]【右键点击装备】[-]<br>攻击：75<br>反击：25%<br>黄石老人所铸，此剑看似厚重，实轻而无量，明心见性，入太虚之中。	32000 	16000 	1	0	1	1	2	13	0	75	0	12	0	25	0	0	0	0	0	200094	0	4	(100016,30)*(100037,30)*(100072,30)*(100091,30)*(100092,30)*(100094,30)*(100299,30)	0	攻击：75  反击：25	0
600024	傲天神剑	1	1	i00344	[5E0B08]【右键点击装备】[-]<br>攻击：200<br>状态：睥睨天下<br>乃天地间充满神力的传世神兵 。	100000 	100000 	1	0	1	1	2	13	0	200	0	15	0	900135	0	0	0	0	0	200094	0	4	(100016,60)*(100037,60)*(100072,60)*(100091,60)*(100092,60)*(100094,60)*(100299,60)	0	攻击：200  状态：睥睨天下	0
600025	幽冥剑	1	1	i00673	[5E0B08]【右键点击装备】[-]<br>攻击：120<br>状态：通幽洞冥<br>铸剑山庄的镇庄之剑，隐隐散发着寒气。	68000 	34000 	1	0	1	1	2	13	0	120	0	15	0	900136	0	0	0	0	0	200094	0	4	0	0	攻击：120  状态：通幽洞冥	0
600026	纹饰短剑	1	1	i00322	[5E0B08]【右键点击装备】[-]<br>攻击：15<br>剑身铸有花纹样式，使其更加美观外又具有文化意义。	12000 	6000 	1	0	1	1	2	13	0	15	0	0	0	0	0	0	0	0	0	200094	0	4	(100016,30)*(100037,30)*(100072,30)*(100091,30)*(100092,30)*(100094,30)*(100299,30)	0	攻击：15	0
600027	精炼长剑	1	1	i00323	[5E0B08]【右键点击装备】[-]<br>攻击：55<br>状态：破甲<br>精炼后的长剑，剑刃锋利异常，吹毛立断。	7600 	3800 	1	0	1	1	2	13	0	55	0	15	500165	0	0	0	0	0	0	200094	0	4	(100016,30)*(100037,30)*(100072,30)*(100091,30)*(100092,30)*(100094,30)*(100299,30)	0	攻击：55  状态：破甲	0
600028	斩马巨剑	1	1	i00334	[5E0B08]【右键点击装备】[-]<br>攻击：90<br>防御：70<br>需求：气血3000<br>改造过后的斩马剑，威力更为惊人，同时具有防御效果，只有强健的体魄才能运用自如。	15000 	7500 	1	0	1	1	2	13	0	90	0	14	0	70	0	0	0	0	0	200094	0	4	(100016,30)*(100037,30)*(100072,30)*(100091,30)*(100092,30)*(100094,30)*(100299,30)	(0,5,3000)	攻击：90  防御：70	0
600029	含光剑	1	1	i00326	[5E0B08]【右键点击装备】[-]<br>攻击：80<br>反击率：10%<br>传闻是殷朝皇帝所拥有的名剑。	20000 	10000 	1	0	1	1	2	13	0	80	0	12	0	10	0	0	0	0	0	200094	0	4	(100016,30)*(100037,30)*(100072,30)*(100091,30)*(100092,30)*(100094,30)*(100299,30)	0	攻击：80  反击率：10%	0
600030	青铜马	3	0	i00484	将马的形体姿态塑造的细致生动，栩栩如生，早为古代贵族用陪葬品，相当具有艺术价值。	6000 	3000 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,30)*(100065,30)*(100066,30)*(100072,30)*(100096,30)	0	0	0
600031	锡器	3	0	i00198	锡器平和柔滑的特性，历久长新的光泽，且密封性优良，适合运用在各种器具上，无论是茶器、酒器、或是作成用来储存的器皿，皆受到许多人们喜爱。	14400 	7200 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,40)*(100065,40)*(100066,40)*(100072,40)*(100096,40)*(100015,40)*(100017,40)*(100036,40)*(100056,40)*(100085,40)*(100314,40)*(100134,40)*(100026,40)*(100091,40)*(100092,40)*(100135,40)	0	0	0
600032	玄铁剑	1	1	i00700	[5E0B08]【右键点击装备】[-]<br>攻击：150<br>状态：天火<br>需求：内力7000<br>由玄铁石所铸造而成，极其沉重，内力深厚者，方能运用自如。	100000 	50000 	1	0	1	1	2	13	0	150	0	15	0	500168	0	15	500001	0	0	200094	0	4	(100016,80)*(100037,80)*(100072,80)*(100091,80)*(100092,80)*(100094,80)*(100299,80)	(0,6,7000)	攻击：150  状态：天火	0
600033	易水寒	1	1	i00321	[5E0B08]【右键点击装备】[-]<br>攻击：60<br>图穷匕见：暴击率提升50%、神行<br><N#>所铸，以古剑及青铜剑为底，观想荆轲刺秦时的意境所打造出的短剑。	100000 	50000 	1	0	1	1	2	13	0	60	0	15	0	900115	0	0	0	0	0	200094	0	4	(100016,60)*(100037,60)*(100072,60)*(100091,60)*(100092,60)*(100094,60)*(100299,60)	0	攻击：60  状态：图穷匕见	0
600034	赤霄	1	1	i00332	[5E0B08]【右键点击装备】[-]<br>攻击：120<br>高祖斩蛇：抗毒，暴击时净化；周围一格友军提升攻击力30%<br><N#>所铸，以长剑、铁剑为底、观想刘邦起义的传说铸成的一柄宝剑。	100000 	50000 	1	0	1	1	2	13	0	120	0	15	0	900116	0	0	0	0	0	200094	0	4	(100016,60)*(100037,60)*(100072,60)*(100091,60)*(100092,60)*(100094,60)*(100299,60)	0	攻击：120  状态：高祖斩蛇	0
600035	金刚	1	1	i00324	[5E0B08]【右键点击装备】[-]<br>攻击：100<br>金刚怒目：横练，反击成功时附加狂暴<br>需求：气血5000<br><N#>所铸，以重剑为底，观想佛教护法金刚铸成的一柄重剑。	100000 	50000 	1	0	1	1	2	13	0	100	0	15	0	900117	0	0	0	0	0	200094	0	4	(100016,60)*(100037,60)*(100072,60)*(100091,60)*(100092,60)*(100094,60)*(100299,60)	(0,5,5000)	攻击：100  状态：金刚怒目	0
600036	慈乌夜啼	1	1	i00325	[5E0B08]【右键点击装备】[-]<br>攻击：90<br>状态：连击<br>慈乌反哺：击中敌人时，吸收气内15%<br><N#>所铸，以子母剑为底，观想唐代诗人白居易名诗铸成的一对长短双剑。	100000 	50000 	1	0	1	1	2	13	0	90	0	15	0	900118	0	15	500052	0	0	200094	0	14	(100016,60)*(100037,60)*(100072,60)*(100091,60)*(100092,60)*(100094,60)*(100299,60)	0	攻击：90  状态：慈乌反哺	0
600037	含光	1	1	i00326	[5E0B08]【右键点击装备】[-]<br>攻击：110<br>经物不觉：暴击率提升15%、暴击时对手损失10%气血<br><N#>所铸，打磨修复过后的含光剑，试图重现其传说中殷商名剑的威力。	100000 	50000 	1	0	1	1	2	13	0	110	0	15	0	900119	0	15	900170	0	0	200094	0	4	(100016,60)*(100037,60)*(100072,60)*(100091,60)*(100092,60)*(100094,60)*(100299,60)	0	攻击：110  状态：经物不觉	0
600038	承影	1	1	i00327	[5E0B08]【右键点击装备】[-]<br>攻击：130<br>莫有其状：闪避率提升15%、闪避时对手损失10%气血<br><N#>所铸，打磨修复过后的承影剑，试图重现其传说中殷商名剑的威力。	100000 	50000 	1	0	1	1	2	13	0	130	0	15	0	900120	0	0	0	0	0	200094	0	4	(100016,60)*(100037,60)*(100072,60)*(100091,60)*(100092,60)*(100094,60)*(100299,60)	0	攻击：130  状态：莫有其状	0
600039	宵练	1	1	i00328	[5E0B08]【右键点击装备】[-]<br>攻击：150<br>兵不血刃：免疫暴击、每次攻击时对手损失5%气血<br><N#>所铸，打磨修复过后的霄练剑，试图重现其传说中殷商名剑的威力。	100000 	50000 	1	0	1	1	2	13	0	150	0	15	0	900121	0	0	0	0	0	200094	0	4	(100016,60)*(100037,60)*(100072,60)*(100091,60)*(100092,60)*(100094,60)*(100299,60)	0	攻击：150  状态：兵不血刃	0
600040	祝由	1	1	i00329	[5E0B08]【右键点击装备】[-]<br>攻击：120<br>咒禁：定身、必定命中、周围一格同伴命中提升100%<br><N#>所铸，洞悉催眠剑之成因后，透过心理暗示强化其催眠效果所铸成之奇剑。	100000 	50000 	1	0	1	1	2	13	0	120	0	15	0	900122	0	0	0	0	0	200094	0	4	(100016,60)*(100037,60)*(100072,60)*(100091,60)*(100092,60)*(100094,60)*(100299,60)	0	攻击：120  状态：咒禁  	0
600041	断肠	1	1	i00330	[5E0B08]【右键点击装备】[-]<br>攻击：110<br>状态：剧毒<br><N#>所铸，融合高明的毒术，采集天下奇毒-断肠草后所铸成之毒剑。	100000 	50000 	1	0	1	1	2	13	0	110	0	15	500049	0	0	0	0	0	0	200094	0	4	(100016,60)*(100037,60)*(100072,60)*(100091,60)*(100092,60)*(100094,60)*(100299,60)	0	攻击：110  状态：剧毒  	0
600042	百炼	1	1	i00333	[5E0B08]【右键点击装备】[-]<br>攻击：100<br>千锤百炼：免疫暴击、免疫反击、免疫晕眩<br><N#>所铸，以精钢剑为底，经百次锤炼后铸成之宝剑。	100000 	50000 	1	0	1	1	2	13	0	100	0	15	0	900123	0	0	0	0	0	200094	0	4	(100016,60)*(100037,60)*(100072,60)*(100091,60)*(100092,60)*(100094,60)*(100299,60)	0	攻击：100  状态：千锤百炼  	0
600043	天狗	1	1	i00354	[5E0B08]【右键点击装备】[-]<br>攻击：120<br>需求：气血5000<br>蚀日：噬气，恐惧<br><N#>所铸，以斩马剑为底，观想天狗蚀日之传说铸成之重剑。	100000 	50000 	1	0	1	1	2	13	0	120	0	15	0	900124	0	15	500009	0	0	200094	0	4	(100016,60)*(100037,60)*(100072,60)*(100091,60)*(100092,60)*(100094,60)*(100299,60)	(0,5,5000)	攻击：120  状态：蚀日	0
600044	风满楼	1	1	i00335	[5E0B08]【右键点击装备】[-]<br>攻击：120<br>山雨欲来：反击、闪避、暴击，累进2~3%，最高20%<br><N#>所铸，以清风剑为底，使剑身更加轻盈，使动起来有如狂风过境。	100000 	50000 	1	0	1	1	2	13	0	120	0	15	0	900125	0	0	0	0	0	200094	0	4	(100016,60)*(100037,60)*(100072,60)*(100091,60)*(100092,60)*(100094,60)*(100299,60)	0	攻击：120  状态：山雨欲来  	0
600045	君子剑	1	1	i00336	[5E0B08]【右键点击装备】[-]<br>攻击：120<br>步步生莲：闪避提升15%；周围一格内友方恢复10%气血内力<br><N#>所铸，以莲花剑为底，取其花中君子之意境铸成。	100000 	50000 	1	0	1	1	2	13	0	120	0	15	0	900126	0	0	0	0	0	200094	0	4	(100016,60)*(100037,60)*(100072,60)*(100091,60)*(100092,60)*(100094,60)*(100299,60)	0	攻击：120  状态：步步生莲 	0
600046	紫薇	1	1	i00337	[5E0B08]【右键点击装备】[-]<br>攻击：140<br>柔弱处上：反击提升20%、无视<br><N#>所铸，以盘月剑为底，根据百年前传说中剑魔年轻时的佩剑所铸成。	100000 	50000 	1	0	1	1	2	13	0	140	0	15	0	900131	0	15	500013	0	0	200094	0	4	(100016,60)*(100037,60)*(100072,60)*(100091,60)*(100092,60)*(100094,60)*(100299,60)	0	攻击：140  状态：柔弱处上	0
600047	长生诀	1	1	i00338	[5E0B08]【右键点击装备】[-]<br>攻击：130<br>道法自然：每次攻击获得净化，反击后聚气<br><N#>所铸，以九真剑为底，根据道家清静无为之意境所铸成。	100000 	50000 	1	0	1	1	2	13	0	130	0	15	0	900132	0	0	0	0	0	200094	0	4	(100016,60)*(100037,60)*(100072,60)*(100091,60)*(100092,60)*(100094,60)*(100299,60)	0	攻击：130  状态：道法自然	0
600048	巨阙	1	1	i00340	[5E0B08]【右键点击装备】[-]<br>攻击：160<br>防御：100<br>穿釜绝粝：无视、周身一格内敌方防御降低30%<br>需求：气血8000<br><N#>所铸，以名匠欧冶子之巨阙剑为底，试图重现其削金断玉之威力。	100000 	50000 	1	0	1	1	2	13	0	160	0	15	0	900133	0	15	500013	0	0	200094	0	4	(100016,60)*(100037,60)*(100072,60)*(100091,60)*(100092,60)*(100094,60)*(100299,60)	(0,5,8000)	攻击：160  防御：100  状态：穿釜绝粝	0
600049	青冥	1	1	i00341	[5E0B08]【右键点击装备】[-]<br>攻击：150<br>状态：破甲、目盲<br><N#>所铸，以名匠欧冶子之青冥剑为底，试图重现其寒气逼人之威力。	100000 	50000 	1	0	1	1	2	13	0	150	0	15	500007	0	0	15	500008	0	0	200094	0	4	(100016,60)*(100037,60)*(100072,60)*(100091,60)*(100092,60)*(100094,60)*(100299,60)	0	攻击：150  状态：破甲、目盲	0
600050	七星龙泉	1	1	i00342	[5E0B08]【右键点击装备】[-]<br>攻击：160<br>登高临渊：暴击10%、反击10%、闪避10%<br><N#>所铸，以名匠欧冶子、干将合铸之龙渊剑为底，试图重现其临渊见龙之威势。	100000 	50000 	1	0	1	1	2	13	0	160	0	15	0	900134	0	0	0	0	0	200094	0	4	(100016,60)*(100037,60)*(100072,60)*(100091,60)*(100092,60)*(100094,60)*(100299,60)	0	攻击：160  状态：登高临渊	0
600051	太虚	1	1	i00343	[5E0B08]【右键点击装备】[-]<br>攻击：120<br>状态：剑气纵横<br><N#>所铸，以太虚剑为底，参透剑法真理后方得铸成。	100000 	50000 	1	0	1	1	2	13	0	120	0	15	0	900111	0	0	0	0	0	200094	0	4	(100016,60)*(100037,60)*(100072,60)*(100091,60)*(100092,60)*(100094,60)*(100299,60)	0	攻击：120  状态：剑气纵横	0
600052	辟邪	1	1	i00332	铸剑山庄所铸的神兵利器，然而外观就和一般铁剑没甚么两样。	1800 	900 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200094	0	0	0	0	0	1
600053	辟邪	1	1	i00332	[5E0B08]【右键点击装备】[-]<br>攻击：25<br>暴击：5%<br>状态：连斩<br>铸剑山庄所铸的神兵利器，然而外观就和一般铁剑没甚么两样。	1800 	900 	1	0	1	1	2	13	0	25	0	10	0	5	0	15	0	500084	0	200094	0	4	0	0	攻击：25  暴击：5%  状态：连斩	1
600101	朴刀	1	1	i00345	[5E0B08]【右键点击装备】[-]<br>攻击：25<br>锋利的大刀，有一定的杀伤力。	1200 	600 	1	0	1	1	2	13	0	25	0	0	0	0	0	0	0	0	0	200094	0	5	0	0	攻击：25	0
600102	弯刀	1	1	i00358	[5E0B08]【右键点击装备】[-]<br>攻击：50<br>暴击：7%<br>独特的刀身设计，可以从奇妙的角度攻击敌人。	6000 	3000 	1	0	1	1	2	13	0	50	0	10	0	7	0	0	0	0	0	200094	0	5	0	0	攻击：50  暴击：7%	0
600103	柳叶刀	1	1	i00347	[5E0B08]【右键点击装备】[-]<br>攻击：60<br>普通单刀，又因为单刀的刀刃像柳叶一样，也有人称其为柳叶刀。	5200 	2600 	1	0	1	1	2	13	0	60	0	0	0	0	0	0	0	0	0	200094	0	5	0	0	攻击：60	0
600104	百炼刀	1	1	i00348	[5E0B08]【右键点击装备】[-]<br>攻击：60<br>反击：10%<br>坊间传闻是孙权所拥之宝刀。	20000 	10000 	1	0	1	1	2	13	0	60	0	12	0	10	0	0	0	0	0	200094	0	5	(100016,30)*(100078,30)*(100085,30)*(100089,30)*(100297,30)	0	攻击：60  反击：10%	0
600105	青犊刀	1	1	i00349	[5E0B08]【右键点击装备】[-]<br>攻击：90<br>防暴击：50%<br>据说是东汉末年孙权持有的宝刀之一。	25000 	12500 	1	0	1	1	2	13	0	90	0	21	0	50	0	0	0	0	0	200094	0	5	(100016,30)*(100078,30)*(100085,30)*(100089,30)*(100297,30)	0	攻击：90  防暴击：50%	0
600106	漏景刀	1	1	i00350	[5E0B08]【右键点击装备】[-]<br>攻击：70<br>防反：50%<br>据说是东汉末年孙权持有的宝刀之一。	18000 	9000 	1	0	1	1	2	13	0	70	0	22	0	50	0	0	0	0	0	200094	0	5	(100016,30)*(100078,30)*(100085,30)*(100089,30)*(100297,30)	0	攻击：70  防反：50%	0
600107	青铜刀	1	1	i00351	[5E0B08]【右键点击装备】[-]<br>攻击：40<br>主要材料为铜和锡,较为柔软，处于被淘汰的边缘。	2000 	1000 	1	0	1	1	2	13	0	40	0	0	0	0	0	0	0	0	0	200094	0	5	0	0	攻击：40	0
600108	铁刀	1	1	i00352	[5E0B08]【右键点击装备】[-]<br>攻击：30<br>暴击：5%<br>容易生锈的铁刀。	1800 	900 	1	0	1	1	2	13	0	30	0	10	0	5	0	0	0	0	0	200094	0	5	0	0	攻击：30  暴击：5%	0
600109	精钢刀	1	1	i00353	[5E0B08]【右键点击装备】[-]<br>攻击：65<br>比较坚硬，寻常物品难以损坏。	7200 	3600 	1	0	1	1	2	13	0	65	0	0	0	0	0	0	0	0	0	200094	0	5	0	0	攻击：65	0
600110	陌刀	1	1	i00354	[5E0B08]【右键点击装备】[-]<br>攻击：80<br>需求：气血3000<br>前身为斩马剑，后改良成挥砍用的刀，威力更大。	8000 	4000 	1	0	1	1	2	13	0	80	0	0	0	0	0	0	0	0	0	200094	0	5	0	(0,5,3000)	攻击：80	0
600111	环柄刀	1	1	i00355	[5E0B08]【右键点击装备】[-]<br>攻击：100<br>为刀身刀柄刀环一体成型的刀，整把刀呈一直线，挥砍时威力不凡。	12000 	6000 	1	0	1	1	2	13	0	100	0	0	0	0	0	0	0	0	0	200094	0	5	0	0	攻击：100	0
600112	九环刀	1	1	i00356	[5E0B08]【右键点击装备】[-]<br>攻击：90<br>在攻击敌人时能扰其心志，同时增强自身力量。	9600 	4800 	1	0	1	1	2	13	0	90	0	0	0	0	0	0	0	0	0	200094	0	5	0	0	攻击：90	0
600113	太刀	1	1	i00357	[5E0B08]【右键点击装备】[-]<br>攻击：70<br>闪避：5%<br>由东瀛传入，刀身薄长，挥砍刺皆可，杀气冲天。	15000 	7500 	1	0	1	1	2	13	0	70	0	11	0	5	0	0	0	0	0	200094	0	5	(100016,30)*(100078,30)*(100085,30)*(100089,30)*(100297,30)	0	攻击：70 闪避：5	0
600114	圆月弯刀	1	1	i00346	[5E0B08]【右键点击装备】[-]<br>攻击：80<br>暴击：7%<br>可回旋攻击敌人，在月圆时使用会有意想不到的效果。	18000 	9000 	1	0	1	1	2	13	0	80	0	10	0	7	0	0	0	0	0	200094	0	5	0	0	攻击：80  暴击：7%	0
600115	大夏龙凤刀	1	1	i00359	[5E0B08]【右键点击装备】[-]<br>攻击：80<br>状态：流血<br>以百炼精钢锻造而成，锋锐程度堪比名剑干将	14000 	7000 	1	0	1	1	2	13	0	80	0	15	500004	0	0	0	0	0	0	200094	0	5	(100016,30)*(100078,30)*(100085,30)*(100089,30)*(100297,30)	0	攻击：80 状态：流血	0
600116	潜蛟	1	1	i00360	[5E0B08]【右键点击装备】[-]<br>攻击：110<br>状态：流血、捉影<br>长柄类武器，两端有刀刃，横扫旋转时更具威力，使用者需要高超的技巧。	32000 	16000 	1	0	1	1	2	13	0	110	0	15	500004	0	0	15	500028	0	0	200094	0	6	(100016,40)*(100078,30)*(100085,30)*(100089,30)*(100297,30)*(100043,30)*(100065,30)*(100066,30)	0	攻击：110	0
600117	神术	1	1	i00361	[5E0B08]【右键点击装备】[-]<br>攻击：120<br>状态：破甲<br>据闻为前秦符坚动用五千名良工所铸之刀。	26000 	13000 	1	0	1	1	2	13	0	120	0	15	500008	0	0	0	0	0	0	200094	0	5	(100016,40)*(100078,40)*(100085,40)*(100089,40)*(100297,40)	0	攻击：120  状态：破甲	0
600118	噬日刀	1	1	i00362	[5E0B08]【右键点击装备】[-]<br>攻击：90<br>状态：噬气<br>由黑晶石铸造，通过不断的吸收热量，为使用者提供功力。	32000 	16000 	1	0	1	1	2	13	0	90	0	15	0	500023	0	0	0	0	0	200094	0	5	(100016,30)*(100078,30)*(100085,30)*(100089,30)*(100297,30)	0	攻击：90  状态：噬气	0
600119	修罗刀	1	1	i00363	[5E0B08]【右键点击装备】[-]<br>攻击：70<br>状态：恐惧<br>修罗宫镇宫之宝。杀人无数，据闻凡此刀行经之处，便会唤醒无数冤灵，故又称之魉皇刀。	32000 	16000 	1	0	1	1	2	13	0	70	0	15	500009	0	0	0	0	0	0	200094	0	5	(100016,30)*(100078,30)*(100085,30)*(100089,30)*(100297,30)	0	攻击：70  状态：恐惧	0
600120	碎宇刀	1	1	i00364	[5E0B08]【右键点击装备】[-]<br>攻击：70<br>状态：中毒<br>传说碎宇刀可斩断一切事物，所过之处，寸草不生。	32000 	16000 	1	0	1	1	2	13	0	70	0	15	500006	0	0	0	0	0	0	200094	0	5	(100016,30)*(100078,30)*(100085,30)*(100089,30)*(100297,30)	0	攻击：70  状态：中毒	0
600121	太皇	1	1	i00365	[5E0B08]【右键点击装备】[-]<br>攻击：190，状态：太古之皇<br>刀出鞘，群刀断。为盘古使用过的神兵利器。	100000 	50000 	1	0	1	1	2	13	0	190	0	15	0	900146	0	0	0	0	0	200094	0	5	(100016,60)*(100078,60)*(100085,60)*(100089,60)*(100297,60)	0	攻击：190  状态：反击20%，反击时获得霸体	0
600122	小飞刀	1	1	i00366	[5E0B08]【右键点击装备】[-]<br>攻击：35<br>武林中人所使用的暗器，比柳叶飞刀大有一定的杀伤能力。	2000 	1000 	0	99	1	1	2	13	0	35	0	0	0	0	0	0	0	0	0	200094	0	8	0	0	攻击：35	0
600123	柳叶飞刀	1	1	i00367	[5E0B08]【右键点击装备】[-]<br>攻击：50<br>暴击：5%<br>融会贯通之后能发挥最大作用，其刀刃极薄而刀尖极小，不适用于投掷。	3000 	1500 	0	99	1	1	2	13	0	50	0	10	0	5	0	0	0	0	0	200094	0	8	0	0	攻击：50  暴击：5%	0
600124	玄铁刀	1	1	i00701	[5E0B08]【右键点击装备】[-]<br>攻击：160<br>状态：天火<br>需求：内力7000<br>由玄铁石所铸造而成，极其沉重，内力深厚者，方能运用自如。	100000 	50000 	1	0	1	1	2	13	0	160	0	15	0	500168	0	15	500001	0	0	200094	0	5	(100016,80)*(100078,80)*(100085,80)*(100089,80)*(100297,80)	(0,6,7000)	攻击：160  状态：天火	0
600125	太阴‧倒乱	1	1	i00339	[5E0B08]【右键点击装备】[-]<br>攻击：130<br>状态：阴阳倒乱‧阴<br>铸剑山庄前庄主所铸，似刀实剑，寒气森森，据说原型取自百年前一名隐世谷主所用之兵器。	32000 	16000 	1	0	1	1	2	13	0	130	0	15	0	900113	0	0	0	0	0	200094	0	5	(100016,60)*(100078,60)*(100085,60)*(100089,60)*(100297,60)*(100037,60)*(100072,60)*(100091,60)*(100092,60)*(100094,60)*(100299,60)	0	攻击：130  状态：阴阳倒乱‧阴	0
600126	梁山泊	1	1	i00345	[5E0B08]【右键点击装备】[-]<br>攻击：108<br>天罡地煞：攻击灵气30%，暴击时狂暴<br><N#>所铸之神兵。	100000 	50000 	1	0	1	1	2	13	0	108	0	15	0	900137	0	0	0	0	0	200094	0	5	(100016,60)*(100078,60)*(100085,60)*(100089,60)*(100297,60)	0	攻击：108  状态：天罡地煞	0
600127	鸣沙	1	1	i00358	[5E0B08]【右键点击装备】[-]<br>攻击：110<br>状态：神行、连斩<br><N#>所铸之神兵。	100000 	50000 	1	0	1	1	2	13	0	110	0	15	0	500167	0	0	0	0	0	200094	0	5	(100016,60)*(100078,60)*(100085,60)*(100089,60)*(100297,60)	0	攻击：110  状态：神行、连斩	0
