#iID	iType	iCondition	iArg1	iArg2	iDevelopType	iArg3	sImage	sBackground	sMusic	sEndAdd	iPhy	iSaveQuestID
2073005	7	9,7	2073004,46	0,68	0	2073005	DevelopBtn_56	060436HIP	10053	0	0	1
2073006	7	9,7	2073005,46	0,68	0	2073006	DevelopBtn_56	060436HIP	10053	0	0	1
2073007	7	9,7	2073006,46	0,68	0	2073007	DevelopBtn_56	060436HIP	10053	2073099	0	1
2073099	0	0	0	0	0	2073099	0	060436HIP	10053	0	0	1
2073010	0	9	2073007	0	0	2073010	0	060400HIP	10053	0	0	0
2073008	0	0	0	0	0	2073008	0	060405HIP	10053	2073009	0	0
2073009	0	0	0	0	0	2073009	0	060400HIP	10053	0	0	0
2073011	0	9	2073099	0	0	2073011	0	060400HIP	10053	0	0	0
9009801	7	9,2	2073007,100096	0,50	0	9009801	DevelopBtn_56	060436HIP	10153	9009802	0	1
9009802	0	0	0	0	0	9009802	0	060436HIP	10153	0	0	1
9009201	8	7	30	120	0	9009201	DevelopBtn_49	060427HIP	10053	0	0	1
9009202	0	0	0	0	0	9009202	0	060422HIP	10053	9009206	0	0
9009299	3	9	9009722	0	5	9009203	0	060427HIP	10053	9009209	0	1
9009203	0	0	0	0	0	9009203	0	060423HIP	10053	9009210	0	1
9009204	0	0	0	0	0	9009204	0	060427HIP	10053	0	0	0
9009205	0	0	0	0	0	9009205	0	060427HIP	10053	0	0	0
9009206	0	0	0	0	3	200058	0	060422HIP	10053	0	0	0
9009207	0	0	0	0	0	9009207	0	060422HIP	10053	0	0	0
9009208	0	0	0	0	0	9009208	0	060422HIP	10053	0	0	0
9009209	0	0	0	0	0	9009209	0	060427HIP	10053	0	0	0
9009210	0	0	0	0	0	9009210	0	060431HIP	10053	9009211	0	0
9009211	3	2	100060	50	5	9009212	0	060431HIP	10053	9009213	0	1
9009212	0	0	0	0	0	9009212	0	060431HIP	10053	0	0	0
9009213	0	0	0	0	0	9009213	0	060431HIP	10053	9009216	0	0
9009214	0	0	0	0	0	9009214	0	060431HIP	10053	9009216	0	0
9009215	0	0	0	0	0	9009215	0	060431HIP	10053	9009216	0	1
9009216	0	0	0	0	0	9009216	0	060431HIP	10053	0	0	0
9009220	4	7	40	120	0	9009220	DevelopBtn_52	060402HIP	10053	9009221	0	1
9009221	0	0	0	0	0	9009221	0	060405HIP	10053	0	0	0
9009222	6	7	50	120	0	9009222	DevelopBtn_59	060434HIP	10053	9009223	0	1
9009223	3	9	3032009	0	5	9009224	0	060434HIP	10053	9009225	0	1
9009224	0	0	0	0	0	9009224	0	060434HIP	10053	9009226	0	0
9009225	0	0	0	0	0	9009225	0	060434HIP	10053	9009226	0	0
9009226	0	0	0	0	0	9009226	0	060431HIP	10053	0	0	0
9009227	0	2	100085	30	0	9009227	0	060405HIP	10053	0	0	0
9009228	0	0	0	0	0	9009228	0	060405HIP	10053	0	0	1
9009229	0	0	0	0	0	9009229	0	060405HIP	10053	0	0	1
9009230	0	0	0	0	0	9009230	0	060405HIP	10053	0	0	1
9009231	0	9	9009228	0	0	9009232	0	060405HIP	10053	0	0	0
9009233	3	9	9009229	0	5	9009234	0	060405HIP	10053	9009235	0	1
9009235	3	9	9009230	0	5	9009236	0	060405HIP	10053	0	0	1
9009232	0	0	0	0	0	9009232	0	060405HIP	10053	0	0	0
9009234	0	0	0	0	0	9009234	0	060405HIP	10053	0	0	0
9009236	0	0	0	0	0	9009236	0	060405HIP	10053	0	0	0
9009240	6	7	100	150	0	9009240	0	060434HIP	10053	9009241	0	1
9009241	0	0	0	0	0	9009241	0	060423HIP	10053	0	0	0
1010506	0	4	4	70	0	1010506	DevelopBtn_52	060402HIP	10153	1010507	0	0
1010507	0	0	0	0	0	1010507	0	060447HIP	10153	0	0	0
1010508	0	0	0	0	0	1010508	0	060447HIP	10153	1010510	0	0
1010509	0	0	0	0	0	1010509	0	060447HIP	10153	1010513	0	0
1010510	3	9	9003015	0	5	1010511	0	060447HIP	10153	1010512	0	1
1010511	0	0	0	0	0	1010511	0	060447HIP	10153	1010512	0	0
1010512	0	0	0	0	0	1010512	0	060447HIP	10153	1010515	0	0
1010513	3	9	9003015	0	5	1010514	0	060447HIP	10153	1010512	0	1
1010514	0	0	0	0	0	1010514	0	060447HIP	10153	1010512	0	0
1010515	0	0	0	0	3	200070	0	060447HIP	10153	0	0	0
1010516	0	0	0	0	0	1010516	0	060447HIP	10153	1010518	0	0
1010517	0	0	0	0	0	1010517	0	060447HIP	10153	1010519	0	0
1010518	0	0	0	0	0	1010518	0	060402HIP	10153	0	0	0
1010519	0	0	0	0	0	1010519	0	060402HIP	10153	0	0	0
9009030	5	9,7,14	8000000,50,7800005	0,60,0	0	9009030	DevelopBtn_48	060423HIP	10053	9009032	0	1
9009032	0	0	0	0	0	9009032	0	060423HIP	10053	9009033	0	0
9009033	0	0	0	0	0	9009033	0	060434HIP	10053	9009034	0	0
9009034	0	0	0	0	0	9009034	0	060431HIP	10053	0	0	0
9009035	5	9,7,14	9009030,60,7800005	0,90,0	0	9009035	DevelopBtn_48	060423HIP	10053	9009036	0	1
9009036	0	0	0	0	3	200062	0	060423HIP	10053	0	0	0
9009037	0	0	0	0	0	9009037	0	060423HIP	10053	0	0	0
9009038	0	0	0	0	0	9009038	0	060423HIP	10053	9009039	0	0
9009039	0	0	0	0	0	9009039	0	060400HIP	10053	0	0	0
8054081	5	7	30	72	0	8054081	DevelopBtn_48	060423HIP	10153	0	0	1
8054082	0	0	0	0	0	8054082	0	060423HIP	10153	8054083	0	0
8054083	0	0	0	0	3	200064	0	060423HIP	10153	0	0	0
8054084	0	0	0	0	0	8054084	0	060423HIP	10153	0	0	0
8054085	0	0	0	0	0	8054085	0	060423HIP	10153	0	0	0
8054086	0	0	0	0	0	8054086	0	060423HIP	10153	0	0	0
8054031	9	7	40	72	0	8054031	DevelopBtn_47	060427HIP	10153	0	0	1
8054032	0	0	0	0	0	8054032	0	060427HIP	10153	8054033	0	0
8054033	0	0	0	0	3	200005	0	060427HIP	10153	0	0	0
8054034	0	0	0	0	0	8054034	0	060427HIP	10153	0	0	0
8054035	0	0	0	0	0	8054035	0	060427HIP	10153	0	0	0
9009401	9	7	50	72	0	9009401	DevelopBtn_47	060427HIP	10053	0	0	1
9009402	0	0	0	0	0	9009402	0	060427HIP	10053	9009404	0	0
9009403	0	0	0	0	0	9009403	0	060427HIP	10053	0	0	1
9009404	0	0	0	0	3	200061	0	060427HIP	10053	0	0	0
9009405	0	0	0	0	0	9009405	0	060427HIP	10053	9009407	0	0
9009406	0	0	0	0	0	9009406	0	060427HIP	10053	0	0	0
9009407	0	0	0	0	0	9009407	0	060433HIP	10053	0	0	1
8054051	9	2,7	100060,73	30,200	0	8054051	DevelopBtn_47	060427HIP	10153	8054052	0	1
8054052	0	0	0	0	0	8054052	0	060423HIP	10153	0	0	0
8054053	0	0	0	0	0	8054053	0	060423HIP	10153	8054060	0	0
8054060	0	0	0	0	0	8054060	0	060427HIP	10153	8054054	0	0
8054054	3	3	3	50	5	8054055	0	060427HIP	10153	8054056	0	1
8054055	0	0	0	0	0	8054055	0	060427HIP	10153	0	0	1
8054056	0	0	0	0	0	8054056	0	060427HIP	10153	8054057	0	0
8054057	0	0	0	0	0	8054057	0	060406HIP	10153	0	0	0
8054058	0	0	0	0	0	8054058	0	060423HIP	10153	0	0	0
8054091	9	7,9	78,8054055	200,0	0	8054091	DevelopBtn_47	060427HIP	10153	0	0	1
8054092	0	0	0	0	0	8054092	0	060427HIP	10153	0	0	1
8054101	9	7,9	83,8054092	200,0	0	8054101	DevelopBtn_47	060427HIP	10153	0	0	1
8054102	0	0	0	0	0	8054102	0	060427HIP	10153	8054105	0	0
8054103	0	0	0	0	0	8054103	0	060427HIP	10153	8054106	0	0
8054104	0	0	0	0	0	8054104	0	060427HIP	10153	8054107	0	0
8054105	3	3	3	50	5	8054108	0	060427HIP	10153	8054109	0	1
8054106	3	3	2	50	5	8054110	0	060427HIP	10153	8054111	0	1
8054107	3	3	4	50	5	8054112	0	060427HIP	10153	8054113	0	1
8054108	0	0	0	0	0	8054108	0	060427HIP	10153	0	0	0
8054109	0	0	0	0	0	8054109	0	060427HIP	10153	0	0	0
8054110	0	0	0	0	0	8054110	0	060427HIP	10153	0	0	0
8054111	0	0	0	0	0	8054111	0	060427HIP	10153	0	0	0
8054112	0	0	0	0	0	8054112	0	060427HIP	10153	0	0	0
8054113	0	0	0	0	0	8054113	0	060427HIP	10153	0	0	0
8054201	9	7,9	88,8054101	200,0	0	8054201	DevelopBtn_47	060427HIP	10153	0	0	1
8054202	0	0	0	0	0	8054202	0	060427HIP	10153	8054205	0	0
8054203	0	0	0	0	0	8054203	0	060427HIP	10153	8054206	0	0
8054204	0	0	0	0	0	8054204	0	060427HIP	10153	8054207	0	0
8054205	3	3	3	60	5	8054208	0	060427HIP	10153	8054209	0	1
8054206	3	3	2	60	5	8054210	0	060427HIP	10153	8054211	0	1
8054207	3	3	4	60	5	8054212	0	060427HIP	10153	8054213	0	1
8054208	0	0	0	0	0	8054208	0	060427HIP	10153	0	0	0
8054209	0	0	0	0	0	8054209	0	060427HIP	10153	0	0	0
8054210	0	0	0	0	0	8054210	0	060427HIP	10153	0	0	0
8054211	0	0	0	0	0	8054211	0	060427HIP	10153	0	0	0
8054212	0	0	0	0	0	8054212	0	060427HIP	10153	0	0	0
8054213	0	0	0	0	0	8054213	0	060427HIP	10153	0	0	0
8054301	9	7,9	93,8054201	200,0	0	8054301	DevelopBtn_47	060427HIP	10153	0	0	1
8054302	0	0	0	0	0	8054302	0	060427HIP	10153	8054305	0	0
8054303	0	0	0	0	0	8054303	0	060427HIP	10153	8054306	0	0
8054304	0	0	0	0	0	8054304	0	060427HIP	10153	8054307	0	0
8054305	3	3	3	70	5	8054308	0	060427HIP	10153	8054309	0	1
8054306	3	3	2	70	5	8054310	0	060427HIP	10153	8054311	0	1
8054307	3	3	4	70	5	8054312	0	060427HIP	10153	8054313	0	1
8054308	0	0	0	0	0	8054308	0	060427HIP	10153	0	0	0
8054309	0	0	0	0	0	8054309	0	060427HIP	10153	0	0	0
8054310	0	0	0	0	0	8054310	0	060427HIP	10153	0	0	0
8054311	0	0	0	0	0	8054311	0	060427HIP	10153	0	0	0
8054312	0	0	0	0	0	8054312	0	060427HIP	10153	0	0	0
8054313	0	0	0	0	0	8054313	0	060427HIP	10153	0	0	0
8054401	0	0	0	0	0	8054401	DevelopBtn_47	060427HIP	10153	0	0	0
8054402	0	0	0	0	0	8054402	0	060427HIP	10153	8054405	0	0
8054403	0	0	0	0	0	8054403	0	060427HIP	10153	8054406	0	0
8054404	0	0	0	0	0	8054404	0	060427HIP	10153	8054407	0	0
8054405	3	3	3	80	5	8054408	0	060427HIP	10153	8054409	0	1
8054406	3	3	2	80	5	8054410	0	060427HIP	10153	8054411	0	1
8054407	3	3	4	80	5	8054412	0	060427HIP	10153	8054413	0	1
8054408	0	0	0	0	0	8054408	0	060427HIP	10153	0	0	0
8054409	0	0	0	0	0	8054409	0	060427HIP	10153	0	0	0
8054410	0	0	0	0	0	8054410	0	060427HIP	10153	0	0	0
8054411	0	0	0	0	0	8054411	0	060427HIP	10153	0	0	0
8054412	0	0	0	0	0	8054412	0	060427HIP	10153	0	0	0
8054413	0	0	0	0	0	8054413	0	060427HIP	10153	0	0	0
8054061	9	7,9,14	103,7900097,9009215	200,0,0	0	8054061	DevelopBtn_47	060427HIP	10153	8054062	0	1
8054062	3	6	3	60	5	8054063	0	060427HIP	10153	8054064	0	1
8054063	0	0	0	0	0	8054063	0	060427HIP	10153	8054065	0	0
8054064	0	0	0	0	0	8054064	0	060427HIP	10153	8054065	0	0
8054065	3	9	9009946	0	5	8054066	0	060427HIP	10153	8054067	0	1
8054066	0	0	0	0	0	8054066	0	060427HIP	10153	8054072	0	1
8054067	0	0	0	0	0	8054067	0	060427HIP	10153	0	0	1
8054071	9	7,9,9	113,8054067,9009946	200,0,0	0	8054071	DevelopBtn_47	060427HIP	10153	8054072	0	1
8054072	0	0	0	0	0	8054072	0	060431HIP	10153	0	0	1
8054501	8	7	46	120	0	8054501	DevelopBtn_49	060427HIP	10153	0	0	1
8054502	0	0	0	0	0	8054502	0	060427HIP	10153	8054504	0	0
8054504	0	0	0	0	0	8054504	0	060423HIP	10153	0	0	0
8054601	5	7	46	120	0	8054601	DevelopBtn_48	060423HIP	10153	0	0	1
8054602	0	0	0	0	0	8054602	0	060423HIP	10153	8054603	0	0
8054603	0	0	0	0	3	200065	0	060423HIP	10153	0	0	0
8054604	0	0	0	0	0	8054604	0	060423HIP	10153	0	0	0
8054605	0	0	0	0	0	8054605	0	060423HIP	10153	0	0	0
9009810	5	7	41	120	0	9009810	DevelopBtn_48	060423HIP	10153	9009811	0	1
9009811	3	13	10031001	0	5	9009812	0	060423HIP	10153	9009813	0	1
9009812	0	0	0	0	0	9009812	0	060423HIP	10153	0	0	0
9009813	0	0	0	0	0	9009813	0	060423HIP	10153	0	0	0
9009814	0	0	0	0	0	9009814	0	060423HIP	10153	9009817	0	0
9009815	0	0	0	0	0	9009815	0	060423HIP	10153	0	0	1
9009816	0	0	0	0	0	9009816	0	060423HIP	10153	0	0	0
9009817	0	0	0	0	3	200067	0	060423HIP	10153	0	0	0
9009818	0	0	0	0	0	9009818	0	060423HIP	10153	9009820	0	0
9009819	0	0	0	0	0	9009819	0	060423HIP	10153	0	0	0
9009820	0	0	0	0	0	9009820	0	060406HIP	10153	0	0	1
9009501	8	7,9	50,9009820	135,0	0	9009501	DevelopBtn_49	060427HIP	10053	0	0	1
9009502	0	0	0	0	0	9009502	0	060427HIP	10053	0	0	0
9009503	0	0	0	0	0	9009503	0	060427HIP	10053	9009504	0	0
9009504	0	0	0	0	3	200063	0	060427HIP	10053	0	0	0
9009505	0	0	0	0	0	9009505	0	060427HIP	10053	9009506	0	0
9009506	0	0	0	0	0	9009506	0	060402HIP	10053	0	0	1
9009510	5	7,9	60,9009506	135,0	0	9009510	DevelopBtn_48	060423HIP	10053	0	0	1
9009512	3	10	0	5000	5	9009513	0	060423HIP	10053	9009514	0	1
9009513	0	0	0	0	0	9009513	0	060423HIP	10153	0	0	0
9009514	0	0	0	0	0	9009514	0	060423HIP	10153	0	0	0
9009515	8	7,9	70,9009506	135,0	0	9009515	DevelopBtn_49	060427HIP	10053	0	0	1
9009516	0	0	0	0	0	9009516	0	060427HIP	10153	9009599	0	0
9009599	3	9	8004012	0	5	9009518	0	060427HIP	10153	9009519	0	1
9009518	0	0	0	0	0	9009518	0	060427HIP	10153	0	0	0
9009519	0	0	0	0	0	9009519	0	060427HIP	10153	0	0	0
9009520	5	7,9	136,9009506	200,0	0	9009520	DevelopBtn_48	060423HIP	10053	0	0	1
9009521	3	5	6	50	5	9009522	0	060423HIP	10153	9009523	0	1
9009522	0	0	0	0	0	9009522	0	060423HIP	10153	9009524	0	0
9009523	0	0	0	0	0	9009523	0	060423HIP	10153	0	0	0
9009524	0	0	0	0	0	9009524	0	060438HIP	10153	9009525	0	0
9009525	0	0	0	0	3	200068	0	060438HIP	10153	0	0	0
9009526	0	0	0	0	0	9009526	0	060438HIP	10153	9009528	0	0
9009527	0	0	0	0	0	9009527	0	060400HIP	10153	0	0	0
9009528	0	0	0	0	0	9009528	0	060400HIP	10153	9009529	0	0
9009529	0	0	0	0	0	9009529	0	060405HIP	10153	0	0	0
9009530	0	0	0	0	0	9009530	0	060405HIP	10153	0	0	1
9009531	0	0	0	0	0	9009531	0	060405HIP	10153	0	0	1
9009532	0	0	0	0	0	9009532	0	060405HIP	10153	0	0	1
9009533	3	9	7800020	0	5	9009534	0	060423HIP	10153	9009535	0	0
9009534	0	0	0	0	0	9009534	0	060423HIP	10153	9009536	0	1
9009535	0	0	0	0	0	9009535	0	060423HIP	10153	9009521	0	0
9009536	0	0	0	0	0	9009536	0	060438HIP	10153	9009537	0	0
9009537	0	0	0	0	0	9009537	0	060400HIP	10153	9009529	0	0
9009540	5	7,9	136,9009530	200,0	0	9009540	DevelopBtn_48	060423HIP	10053	0	0	1
9009541	0	0	0	0	0	9009541	0	060423HIP	10153	9009543	0	0
9009543	0	0	0	0	0	9009543	0	060406HIP	10153	0	0	1
9009830	9	7,9	30,9009815	121,0	0	9009830	DevelopBtn_47	060427HIP	10153	0	0	1
9009831	0	0	0	0	0	9009831	0	060427HIP	10153	0	0	0
9009832	0	0	0	0	0	9009832	0	060427HIP	10153	0	0	0
9009833	0	9	9009830	0	0	9009833	DevelopBtn_52	060405HIP	10153	9009834	0	1
9009834	3	10	0	3000	5	9009835	0	060405HIP	10153	9009836	0	1
9009835	0	0	0	0	0	9009835	0	060405HIP	10153	0	0	0
9009836	0	0	0	0	0	9009836	0	060405HIP	10153	0	0	0
9009837	0	0	0	0	0	9009837	0	060405HIP	10153	0	0	1
9009838	0	0	0	0	0	9009838	0	060405HIP	10153	0	0	1
9009839	0	0	0	0	0	9009839	0	060405HIP	10153	0	0	1
9009840	0	0	0	0	0	9009840	0	060405HIP	10153	0	0	1
9009841	0	9	9009837	0	0	9009845	DevelopBtn_52	060405HIP	10153	0	0	0
9009842	3	9	9009838	0	5	9009846	0	060405HIP	10153	9009843	0	1
9009843	3	9	9009839	0	5	9009847	0	060405HIP	10153	9009844	0	1
9009844	3	9	9009840	0	5	9009848	0	060405HIP	10153	0	0	1
9009845	0	0	0	0	0	9009845	0	060405HIP	10153	0	0	0
9009846	0	0	0	0	0	9009846	0	060405HIP	10153	0	0	0
9009847	0	0	0	0	0	9009847	0	060405HIP	10153	0	0	0
9009848	0	0	0	0	0	9009848	0	060405HIP	10153	0	0	0
9009850	0	9	9009833	0	0	9009850	DevelopBtn_52	060405HIP	10153	9009851	0	1
9009851	3	10	0	3000	5	9009852	0	060405HIP	10153	9009853	0	1
9009852	0	0	0	0	0	9009852	0	060405HIP	10153	0	0	0
9009853	0	0	0	0	0	9009853	0	060405HIP	10153	0	0	0
9009854	0	0	0	0	0	9009854	0	060405HIP	10153	0	0	1
9009855	0	0	0	0	0	9009855	0	060405HIP	10153	0	0	1
9009856	0	0	0	0	0	9009856	0	060405HIP	10153	0	0	1
9009857	0	0	0	0	0	9009857	0	060405HIP	10153	0	0	1
9009858	0	9	9009854	0	0	9009862	DevelopBtn_52	060405HIP	10153	0	0	0
9009859	3	9	9009855	0	5	9009863	0	060405HIP	10153	9009860	0	1
9009860	3	9	9009856	0	5	9009864	0	060405HIP	10153	9009861	0	1
9009861	3	9	9009857	0	5	9009865	0	060405HIP	10153	0	0	1
9009862	0	0	0	0	0	9009862	0	060405HIP	10153	0	0	0
9009863	0	0	0	0	0	9009863	0	060405HIP	10153	0	0	0
9009864	0	0	0	0	0	9009864	0	060405HIP	10153	0	0	0
9009865	0	0	0	0	0	9009865	0	060405HIP	10153	0	0	0
9009870	0	9	9009850	0	0	9009870	DevelopBtn_52	060405HIP	10153	9009871	0	0
9009871	3	10	0	3000	5	9009872	0	060405HIP	10153	9009873	0	1
9009872	0	0	0	0	0	9009872	0	060405HIP	10153	0	0	0
9009873	0	0	0	0	0	9009873	0	060405HIP	10153	0	0	0
9009874	0	0	0	0	0	9009874	0	060405HIP	10153	0	0	1
9009875	0	0	0	0	0	9009875	0	060405HIP	10153	0	0	1
9009876	0	0	0	0	0	9009876	0	060405HIP	10153	0	0	1
9009877	0	0	0	0	0	9009877	0	060405HIP	10153	0	0	1
9009878	0	9	9009874	0	0	9009882	DevelopBtn_52	060405HIP	10153	0	0	0
9009879	3	9	9009875	0	5	9009883	0	060405HIP	10153	9009880	0	1
9009880	3	9	9009876	0	5	9009884	0	060405HIP	10153	9009881	0	1
9009881	3	9	9009877	0	5	9009885	0	060405HIP	10153	0	0	1
9009882	0	0	0	0	0	9009882	0	060405HIP	10153	0	0	0
9009883	0	0	0	0	0	9009883	0	060405HIP	10153	0	0	0
9009884	0	0	0	0	0	9009884	0	060405HIP	10153	0	0	0
9009885	0	0	0	0	0	9009885	0	060405HIP	10153	0	0	0
9009890	9	7,2	100,100096	200,40	0	9009890	DevelopBtn_47	060427HIP	10153	0	0	1
9009891	0	0	0	0	0	9009891	0	060427HIP	10153	0	0	0
9009892	0	0	0	0	0	9009892	0	060427HIP	10153	0	0	0
9009895	0	2	100096	50	0	9009895	0	060405HIP	10153	0	0	0
9009896	0	0	0	0	0	9009896	0	060405HIP	10153	0	0	1
9009897	0	0	0	0	0	9009897	0	060405HIP	10153	9009898	0	1
9009898	3	2	100058	30	5	9009899	0	060405HIP	10153	9009900	0	1
9009899	0	0	0	0	0	9009899	0	060405HIP	10153	0	0	1
9009900	0	0	0	0	0	9009900	0	060405HIP	10153	0	0	1
9009901	6	7	73	200	0	9009901	DevelopBtn_59	060434HIP	10153	0	0	1
9009920	6	7,9	78,9009901	200,0	0	9009920	DevelopBtn_59	060434HIP	10153	0	0	1
9009935	6	7,9	83,9009920	200,0	0	9009935	DevelopBtn_59	060434HIP	10153	0	0	1
9009936	6	7,9	88,9009935	200,0	0	9009936	DevelopBtn_59	060434HIP	10153	0	0	1
9009939	0	0	0	0	0	9009939	0	060434HIP	10153	9009940	0	0
9009940	0	0	0	0	0	9009940	0	060433HIP	10153	0	0	0
9009941	3	3	4	50	5	9009942	0	060433HIP	10153	9009943	0	1
9009942	0	0	0	0	0	9009942	0	060433HIP	10153	9009944	0	0
9009943	0	0	0	0	0	9009943	0	060433HIP	10153	9009945	0	0
9009944	0	0	0	0	3	200069	0	060433HIP	10153	0	0	0
9009945	0	0	0	0	0	9009945	0	060434HIP	10153	0	0	1
9009946	0	0	0	0	0	9009946	0	060434HIP	10153	0	0	1
9009947	0	0	0	0	0	9009947	0	060433HIP	10153	9009948	0	0
9009948	0	0	0	0	0	9009948	0	060434HIP	10153	0	0	0
9009949	0	0	0	0	0	9009949	0	060433HIP	10153	9009945	0	0
9009950	3	6	2	50	5	9009951	0	060433HIP	10153	9009952	0	1
9009951	0	0	0	0	0	9009951	0	060433HIP	10153	9009944	0	0
9009952	0	0	0	0	0	9009952	0	060433HIP	10153	9009945	0	0
9010001	9	7	73	120	0	9010001	DevelopBtn_47	060427HIP	10153	0	0	1
9010002	0	0	0	0	0	9010002	0	060427HIP	10153	9010004	0	0
9010003	0	0	0	0	0	9010003	0	060427HIP	10153	0	0	0
9010004	0	0	0	0	3	200071	0	060427HIP	10153	0	0	0
9010005	0	0	0	0	0	9010005	0	060427HIP	10153	0	0	1
9010006	0	0	0	0	0	9010006	0	060427HIP	10153	0	0	0
9010007	9	7,9	73,9010005	100,0	0	9010007	DevelopBtn_47	060427HIP	10153	0	0	1
9010008	0	0	0	0	0	9010008	0	060427HIP	10153	9010010	0	0
9010009	0	0	0	0	0	9010009	0	060427HIP	10153	0	0	0
9010010	0	0	0	0	3	200072	0	060427HIP	10153	0	0	0
9010011	0	0	0	0	0	9010011	0	060427HIP	10153	0	0	1
9010012	0	0	0	0	0	9010012	0	060427HIP	10153	0	0	0
9010013	9	7,9,9	100,8021001,9010011	200,0,0	0	9010013	DevelopBtn_47	060433HIP	10153	9010014	0	1
9010014	0	0	0	0	3	200073	0	060433HIP	10153	0	0	0
9010015	0	0	0	0	0	9010015	0	060433HIP	10153	0	0	0
9010016	0	0	0	0	0	9010016	0	060433HIP	10153	0	0	0
9010017	0	0	0	0	0	9010017	0	060433HIP	10153	0	0	1
9010018	0	0	0	0	0	9010018	0	060433HIP	10153	9010019	0	1
9010019	3	15	2	120	5	9010020		060433HIP	10153	9010021	0	0
9010020	0	0	0	0	0	9010020	0	060433HIP	10153	0	0	1
9010021	0	0	0	0	0	9010021	0	060433HIP	10153	0	0	0
8011000	5	7	15	30	0	8011000	DevelopBtn_48	060423HIP	10153	0	0	1
8011001	8	7	30	135	0	8011001	DevelopBtn_49	060427HIP	10153	8011002	0	1
8011002	0	0	0	0	0	8011002	DevelopBtn_48	060423HIP	10153	8011003	0	1
8011003	0	0	0	0	0	8011003	DevelopBtn_49	060427HIP	10153	0	0	1
8011004	0	0	0	0	0	8011004	0	060427HIP	10153	0	0	0
8011005	0	0	0	0	0	8011005	0	060427HIP	10153	8011006	0	0
8011006	0	0	0	0	0	8011006	0	060437HIP	10153	0	0	0
8011011	8	9,7	8011003,60	0,135	0	8011011	DevelopBtn_49	060427HIP	10153	0	0	1
8011013	0	0	0	0	0	8011013	0	060427HIP	10153	8011014	0	0
8011014	0	0	0	0	0	8011014	0	060437HIP	10153	0	0	0
8011015	8	9,7	8011002,81	0,132	0	8011015	DevelopBtn_49	060427HIP	10153	8011017	0	1
8011016	3	9	8011002	0	5	8011017	0	060427HIP	10153	8011018	0	1
8011017	0	0	0	0	0	8011017	0	060427HIP	10153	0	0	0
8011018	0	0	0	0	0	8011018	0	060427HIP	10153	0	0	0
8011019	0	9	8011015	0	0	8011019	0	060400HIP	10153	8011020	0	0
8011020	0	0	0	0	0	8011020	0	060427HIP	10153	8011021	0	0
8011021	0	0	0	0	0	8011021	0	060442HIP	10153	8011022	0	0
8011022	0	0	0	0	3	200074	0	060442HIP	10153	0	0	0
8011023	0	0	0	0	0	8011023	0	060442HIP	10153	0	0	0
8011024	0	0	0	0	0	8011024	0	060442HIP	10153	8011025	0	0
8011025	0	0	0	0	0	8011025	0	060400HIP	10153	0	0	0
9009601	10	7	60	135	0	9009601	DevelopBtn_50	060422HIP	10153	9009602	0	1
9009602	3	9	8011011	0	5	9009603	0	060422HIP	10153	9009606	0	1
9009603	0	0	0	0	0	9009603	0	060422HIP	10153	0	0	0
9009604	0	0	0	0	0	9009604	0	060422HIP	10153	0	0	1
9009605	0	0	0	0	0	9009605	0	060422HIP	10153	0	0	0
9009606	0	0	0	0	0	9009606	0	060422HIP	10153	0	0	0
9009610	8	7	90	150	0	9009610	DevelopBtn_49	060427HIP	10153	9009611	0	1
9009611	3	9	9009604	0	5	9009612	0	060427HIP	10153	9009613	0	1
9009613	3	9	8011011	0	5	9009614	0	060427HIP	10153	9009615	0	1
9009612	0	0	0	0	0	9009612	0	060427HIP	10153	9009616	0	1
9009614	0	0	0	0	0	9009614	0	060427HIP	10153	9009616	0	0
9009615	0	0	0	0	0	9009615	0	060427HIP	10153	9009616	0	0
9009616	0	0	0	0	0	9009616	0	060433HIP	10153	9009617	0	0
9009617	0	0	0	0	0	9009617	0	060433HIP	10153	0	0	0
9009620	6	7,9	100,9009612	150,0	0	9009620	DevelopBtn_59	060434HIP	10153	9009621	0	1
9009621	3	6	0	50	5	9009622	0	060434HIP	10153	9009623	0	1
9009622	0	0	0	0	0	9009622	0	060434HIP	10153	0	0	1
9009623	0	0	0	0	0	9009623	0	060434HIP	10153	0	0	0
9009624	7	7,9	110,9009622	150,0	0	9009624	DevelopBtn_55	060426HIP	10153	9009625	0	1
9009625	0	0	0	0	0	9009625	0	060431HIP	10153	0	0	1
9009626	5	7,9	120,9009625	170,0	0	9009626	DevelopBtn_48	060443HIP	10153	0	0	1
9009627	0	0	0	0	0	9009627	0	060443HIP	10153	9009629	0	0
9009629	0	0	0	0	3	210001	0	060443HIP	10153	0	0	0
9009699	0	0	0	0	0	9009699	0	060443HIP	10153	9009630	0	0
9009698	0	0	0	0	0	9009698	0	060443HIP	10153	0	0	0
9009630	0	0	0	0	0	9009630	0	060431HIP	10153	9009631	0	1
9009631	0	0	0	0	0	9009631	0	060434HIP	10153	0	0	1
9009632	4	7,9	130,9009631	170,0	0	9009632	DevelopBtn_52	060402HIP	10153	9009633	0	1
9009633	3	9	9009945	0	5	9009634	0	060402HIP	10153	9009635	0	1
9009635	3	9	9009946	0	5	9009634	0	060402HIP	10153	9009636	0	1
9009634	0	0	0	0	0	9009634	0	060402HIP	10153	0	0	0
9009636	0	0	0	0	0	9009636	0	060402HIP	10153	9009637	0	0
