#iID	xUse	sString
911120	Ｍood：教众_练武乙	还真浪漫…
911121	Ｍood：教众_练武丙	喝！哈！……
911122	Ｍood：教众_练武丁	嘿！呼！……
911123	Ｍood：教众_大殿看门左	好像在讨论很重要的事……
911124	Ｍood：教众_大殿看门右	大殿密会中……
911125	Ｍood：教众_监狱守门人	风平浪静～
911126	Ｍood：教众_宿舍守门人	腰好酸……
911127	Ｍood：练武教头	好好练！认真点！！
911128	Ｍood：练武教头	一，二！出拳不要乱！
911129	Ｍood：练武教头	再混啊～马上就要倒大楣了！
911130	Ｍood：汉族男子	喝！哈！
911131	Ｍood：受罚男子	唔……快撑不住了…
911132	Ｍood：前传_玄冥子	哼……
911133	开启前传章节：山雨欲来	开启前传章节：山雨欲来
911134	开启前传章节：圣堂大战	开启前传章节：圣堂大战
911135	开启前传章节：夕日之后	开启前传章节：夕日之后
911136	开启前传章节：圣堂之钥	开启前传章节：圣堂之钥
911137	开启前传章节：荣耀的光与影	开启前传章节：荣耀的光与影
911138	开启前传章节：大漠救援	开启前传章节：大漠救援
911139	开启前传章节：修罗情仇	开启前传章节：修罗情仇
911140	破冰失败，降内力	内力下降{0}
911141	页	页
911142	返回主接口	返回主接口
911143	成就	武林通鉴
911144	成就	侠客风云
911145	成就	江湖历练
911146	Reward用	获得金钱{0}
911147	气血下降	气血下降{0}
911148	Mood:铸剑山庄_截镖事件	唉，这可该如何是好……
911149	前传章节	山雨欲来
911150	前传章节	圣堂大战
911151	前传章节	夕日之后
911152	前传章节	圣堂之钥
911153	前传章节	荣耀的光与影
911154	前传章节	大漠救援
911155	前传章节	修罗情仇
911156	前传章节	回主画面
911157	使用道具显示	双手变得滑润水嫩
911158	Npc情绪对话：小黄	黄色小花…
911159	Npc情绪对话：小黄	气色不错嘛…
911160	Npc情绪对话：小黄	好热…
911161	Npc情绪对话：小黄	可怜的单身狗…
911162	Npc情绪对话：小黄	爱情是什么…
920011	Npc情绪对话：杭州城路人1	海鲨帮真是有钱啊。
920021	Npc情绪对话：杭州城路人2	这包子可真香
920031	Npc情绪对话：杭州城路人3	脚酸死了，快轮到我没啊
920041	Npc情绪对话：杭州城路人4	刚出炉的包子可真让人食指大动啊
920051	Npc情绪对话：杭州城路人5	口水都快流下来了。
920061	Npc情绪对话：杭州城路人6	我长大一定要买一艘比他更大的船。
920071	Npc情绪对话：杭州城路人7	嘻嘻～
920081	Npc情绪对话：杭州城路人8	我也想去怡红院看看
920091	Npc情绪对话：杭州城路人9	近日天气不太好啊
920101	Npc情绪对话：杭州城路人10	唉...最近菜价又涨了
920111	Npc情绪对话：杭州城路人11	唉…
920121	Npc情绪对话：杭州城路人12	杭州真是个好地方
920131	Npc情绪对话：杭州城路人13	这伞看起来普普，跟我心中的西湖杭伞落差有点大。
920141	Npc情绪对话：杭州城路人14	该挑哪条鱼好呢……
920151	Npc情绪对话：杭州城路人15	这人龙真长啊
920161	Npc情绪对话：杭州城路人16	最近晚上不太宁静啊
920171	Npc情绪对话：杭州亚谷	抖抖抖抖抖抖～～
920181	Npc情绪对话：杭州鱼摊前小孩	哇～好多鱼啊
920191	Npc情绪对话：被教训的小孩	呜呜……
920201	Npc情绪对话：杭州路人17	唉…若是能见你一面，那该有多好啊
920211	Npc情绪对话：小孩老爸	＃＊＠％＆＄
920221	Npc情绪对话：围观路人	这家包子好吃的秘诀究竟是什么呢？？
920231	Npc情绪对话：杭州路人18	湖上的风景真是不错
920241	Npc情绪对话：拍手小孩	好厉害！！
920251	Npc情绪对话：招客人的人	新鲜的肉喔～路过走过不要错过。
920261	Npc情绪对话：散步书生	别人笑我太疯癫……
920262	Npc情绪对话：散步书生	…下一句叫啥??
920271	Npc情绪对话：海鲨帮表演者	喝～嘿～哈
920281	Npc情绪对话：海鲨帮顾船	船上有好货～路过千万不要错过。
920291	Npc情绪对话：太极门门徒	啧啧，杭州的姑娘真是水灵
920301	Npc情绪对话：游荡妓女	老爷～～公子～～
920311	Npc情绪对话：游荡妓女	来杭州一定要到我们怡春院呦～
920321	Npc情绪对话：酒馆前孩童	天气真好～
920322	Npc情绪对话：酒馆前孩童	好漂亮的姊姊喔～～～
920323	Npc情绪对话：酒馆前孩童	好～大的船喔。
920331	Npc情绪对话：杭州散步孩童	舔～舔～
920341	Npc情绪对话：悬赏前孩童	做坏事会下十八层地狱！！
920351	Npc情绪对话：杭州路人19	来到杭州就一定要喝龙井
920361	Npc情绪对话：喝茶人	好茶～好茶
920371	Npc情绪对话：杭州路人20	行走江湖就需要把好武器防身
920381	Npc情绪对话：杭州路人21	怡春院的香儿究竟生的如何呢？
920391	Npc情绪对话：悬赏围观路人	真夭寿……
920401	Npc情绪对话：悬赏围观路人	这叔叔看起来好坏
920411	Npc情绪对话：悬赏围观路人	这种人就应该遭天打雷劈。
920421	Npc情绪对话：进城樵夫	嘿咻～嘿咻
920431	Npc情绪对话：悬赏围观路人	太过分了
920441	Npc情绪对话：杭州路人22	难得今天是个好天气
920451	Npc情绪对话：悬赏围观路人	现在没个东西能吃的
920461	Npc情绪对话：杭州路人23	姑苏慕蓉世家究竟真的存在还是只是个传说呢？？
920471	Npc情绪对话：杭州路人24	我家那黄脸婆的嗓门可大呢
920481	Npc情绪对话：杭州路人25	何止是你家老婆，我家老婆一吼，十里外都听的到。
920491	Npc情绪对话：杭州路人26	读万卷书，不如行千里路
920501	Npc情绪对话：杭州路人27	咳…咳…
920511	Npc情绪对话：杭州路人28	……
920521	Npc情绪对话：杭州路人29	香儿姑娘真是厉害……
920531	Npc情绪对话：杭州路人30	有朝一日我一定要超越香儿！
920541	Npc情绪对话：杭州路人31	小哥来嘛～
920551	Npc情绪对话：杭州路人32	别害羞啊～
920561	Npc情绪对话：杭州路人33	我在河里看到了一条这～么大的鱼
920571	Npc情绪对话：杭州路人34	你一定在说谎，我才不相信呢。
920581	Npc情绪对话：杭州路人35	天气好热…
920591	Npc情绪对话：杭州路人36	好多漂亮的大姊姊
920601	Npc情绪对话：杭州路人37	这铁匠店的功夫真不错
920611	Npc情绪对话：杭州路人38	今天的青菜还蛮新鲜的
920621	Npc情绪对话：杭州路人39	时间快来不及了
920631	Npc情绪对话：杭州路人40	听说金风镖局的人各个武功高强
920641	Npc情绪对话：杭州路人41	希望今天可以买到几条好鱼
920651	Npc情绪对话：杭州路人42	我已经等不及晚上了
920661	Npc情绪对话：杭州路人43	嘿嘿…嘿嘿
920671	Npc情绪对话：杭州路人44	这次的猜谜大赛我一定要得冠军
920681	Npc情绪对话：杭州路人45	啦～啦～啦
920691	Npc情绪对话：杭州路人46	一下，两下，三下
920701	Npc情绪对话：杭州路人47	门口那两位小妞可真够劲的
920711	Npc情绪对话：杭州路人48	杭州的风光真是一绝啊
920721	Npc情绪对话：杭州路人49	这地点不错
920731	Npc情绪对话：杭州路人50	在这开店可是大有可为啊
920741	Npc情绪对话：杭州路人51	这花开得真漂亮
920751	Npc情绪对话：杭州路人52	难得来杭州可要好好走走
920761	Npc情绪对话：杭州路人53	年纪大了，身体变差了
920771	Npc情绪对话：杭州路人54	哈哈，你们知道的事还真是多。
920781	Npc情绪对话：杭州路人55	嘿嘿……逃跑成功。
920791	Npc情绪对话：杭州路人56	天气真热……
920801	Npc情绪对话：杭州路人57	难得有时间可以出来逛逛
920811	Npc情绪对话：杭州路人58	杭州的水灵姑娘呦～
920821	Npc情绪对话：杭州路人59	好烫，好烫
920831	Npc情绪对话：杭州路人60	最近晚上常常会看到城内有可疑人物出现
920841	Npc情绪对话：杭州路人61	公子～～
920851	Npc情绪对话：杭州路人62	老爷～～
920861	Npc情绪对话：杭州路人63	进来坐坐～
920871	Npc情绪对话：杭州路人64	有花堪折直须折，莫待无花空折枝
920881	Npc情绪对话：杭州路人65	最近的城内不太平静啊
920891	Npc情绪对话：杭州路人66	这次来杭州赚了一笔
920901	Npc情绪对话：杭州路人67	听说海鲨帮这次来杭州带了不少好货
920911	Npc情绪对话：杭州路人68	龙井村所出产的茶真是好茶
920921	Npc情绪对话：杭州路人69	嘿嘿…嘿嘿，这些姑娘身材真好
920931	Npc情绪对话：杭州路人70	来到这边感觉就好像年轻了十岁
920941	Npc情绪对话：杭州路人71	虽然洛阳不错，不过我更喜欢杭州城
920951	Npc情绪对话：杭州路人72	杭州城内也有许多其他门派的弟子
920961	Npc情绪对话：杭州路人73	呼～呼
920971	Npc情绪对话：杭州路人74	真好吃
920981	Npc情绪对话：杭州路人75	美食配美女，真是绝配
920991	Npc情绪对话：杭州路人76	想不到怡春院除了姑娘好看，东西也好吃
921001	Npc情绪对话：杭州路人77	在这边工作的姑娘真有口福
921011	Npc情绪对话：杭州路人78	杭州的夜晚有时都会起雾
921021	Npc情绪对话：杭州路人79	杭州真是人间仙境啊
921031	Npc情绪对话：杭州路人80	这次打猎打到不少猎物，卖了一笔好价钱
921041	Npc情绪对话：杭州路人81	男人真是没半点好东西
921051	Npc情绪对话：杭州路人82	杭州城真是热闹
921061	Npc情绪对话：杭州路人83	这里卖的蜜饯酸酸甜甜的，好吃的很
921071	Npc情绪对话：杭州路人84	天气真好～
921081	Npc情绪对话：杭州路人85	这怡春院真是杭州的乱源
921091	Npc情绪对话：杭州路人86	听说唐伯虎住在这里
921101	Npc情绪对话：杭州路人87	最近有点操劳过度了…
921111	Npc情绪对话：杭州路人88	新鲜的茶叶一定可以卖个好价钱
921121	Npc情绪对话：杭州路人89	杭州城在龙井村旁边真是福气
921131	Npc情绪对话：杭州路人90	整天待在天剑门练剑真是无聊
921141	Npc情绪对话：杭州字痴	中文字可真是博大精深
921151	NPC情绪对话：算命仙	铁～口～直～断
921171	NPC情绪对话：玩水蛭死小孩	哈哈哈哈，好好玩喔
921191	NPC情绪对话：客栈客人	听说金风镖局的少主也喜欢寻花问柳。
921201	NPC情绪对话：客栈客人	跟我们的少门主一样啊，毕竟是男人啊，哈哈哈。
921251	NPC情绪对话：鱼店老板	新鲜的鱼喔～
921261	NPC情绪对话：杨提上瞟客	我说的才是对的！
921271	NPC情绪对话：杨提上瞟客	我说的才是对的！
921281	NPC情绪对话：伞店老板娘	快来快来，见识见识杭伞，西湖特有晴雨天气双功效
921291	NPC情绪对话：金风镖师1	我们金风镖局可是天下第一的镖局
921301	NPC情绪对话：金风镖师2	拦路的强盗看到我们都会吓的发抖
921311	NPC情绪对话：金风镖师3	我们说第二，没人敢说第一
921321	NPC情绪对话：客栈客人3	有人前天在晚上在城里看到有穿着黑衣鬼鬼祟祟的男子。
921331	NPC情绪对话：客栈客人4	感觉好像有什么阴谋的样子……
921341	NPC情绪对话：私盐贩子	嘿嘿……
921351	NPC情绪对话：黑市商人	我这边可是有很多好东西呢。
921361	NPC情绪对话：肉店老板	新鲜的肉喔～
921371	NPC情绪对话：蔬菜店老板娘	新鲜的青菜喔～
921381	NPC情绪对话：怡春院看官	好啊～跳得好啊
921391	NPC情绪对话：扇子店老板	到处看看啊，客官
921401	NPC情绪对话：正在做的人	呼～呼
921411	NPC情绪对话：妓院内妓女	别客气，到处看看啊
921421	NPC情绪对话：正在做的人2	嘿嘿，这手感…
921431	NPC情绪对话：布店老板	我们杭州出的布可都是上等货
921441	NPC情绪对话：怡春院老鸨	我们的姑娘可都是上等的
921451	NPC情绪对话：酒店老板	我们的酒可是上等货色啊
921461	NPC情绪对话：酒店客人	这酒喝起来余韵无穷
921471	NPC情绪对话：酒店客人2	这酒真不错
921481	NPC情绪对话：古玩店老板	各种好东西，尽量看看啊。
921491	NPC情绪对话：客栈老板	若要休息就跟我讲一声
921501	NPC情绪对话：茶馆客人1	好茶，好茶
921511	NPC情绪对话：茶馆客人2	龙井茶果然好喝
921531	NPC情绪对话：妓院看官3	再来，再来
921541	NPC情绪对话：药店老板	药草应有尽有
921632	NPC情绪对话：包子店老板	好吃的包子～
921641	NPC情绪对话：蜜饯店老板	好吃的蜜饯喔～～
921661	NPC情绪对话：怡春院茶博士	我们这边的茶可都是绝顶好茶啊。
921662	NPC情绪对话：史刚(一入杭州)	这赵氏案件可真悬啊！
921663	NPC情绪对话：贾二(一入杭州)	放我出去啊！冤枉啊！
921664	NPC情绪对话：西门氏(一入杭州)	呜呜…
921665	NPC情绪对话：薛山(一入杭州)	我只是路过啊！听到没！路过啊！
921671	NPC情绪对话：五岳四龙(一入杭州)	哈哈，这发簪可真漂亮！
921672	NPC情绪对话：五岳四龙(一入杭州)	大哥，你说这上面的珠宝是真的么？
921673	NPC情绪对话：五岳四龙(一入杭州)	大哥，你拿这女人家的东西可真娘啊！哈哈哈！
921674	NPC情绪对话：五岳四龙(一入杭州)	这伙计动作真慢，东西还没上完吶！
921675	NPC情绪对话：五岳四龙(一入杭州)	待会拿去变卖，看能卖到多少钱！
921676	NPC情绪对话：五岳四龙(一入杭州)	呦～大哥可是真男人！
921677	NPC情绪对话：五岳四龙(一入杭州)	这杭州美女真多啊！这儿的男人可真幸福。
921678	NPC情绪对话：五岳四龙(一入杭州)	待会把发髻拿去典当去。
921679	NPC情绪对话：蓝婷(一入杭州)	我的发髻到哪儿去了？
921680	NPC情绪对话：蓝婷(一入杭州)	掉到哪去了？怎找不着…
921681	NPC情绪对话：店小二(一入杭州)	客官坐！看要吃什么吩咐我一声，立刻准备去！
921682	NPC情绪对话：店小二(一入杭州)	客官要吃点什么吶？
921683	NPC情绪对话：萧遥(一入杭州)	肚子好饿啊…
921684	NPC情绪对话：徐子骐(一入杭州)	这杭州可是著名的水都啊！
921685	NPC情绪对话：徐子骐(一入杭州)	我要把这写到暑假作…不！是写到游记里…
921686	NPC情绪对话：李微之(一入杭州)	文纸笔墨、文房书宝、应有尽有！
921687	NPC情绪对话：李微之(一入杭州)	客官需要文纸笔墨么？
921688	NPC情绪对话：唐夫人(一入杭州)	唉…别让伯虎不开心吶…
921689	NPC情绪对话：唐夫人(一入杭州)	伯虎为何不开心吶…
921690	NPC情绪对话：达安(一入杭州)	少爷是在不开心啥，都八个老婆了…
921691	NPC情绪对话：达安(一入杭州)	我可是一个老婆都没讨到…
921692	NPC情绪对话：将猛(一入杭州)	让让！让让！
921693	NPC情绪对话：流浪厨师(一入杭州)	看来这厨子不懂什么是色香味俱全啊！
921694	NPC情绪对话：荆棘(一入杭州)	…………
921695	NPC情绪对话：荆棘(一入杭州)	哫！动作真慢…
921696	NPC情绪对话：沈湘芸(一入杭州)	这伞好美啊…
921697	NPC情绪对话：赵雅儿(一入杭州)	娘亲现在在哪里呢…
921698	NPC情绪对话：赵雅儿(一入杭州)	娘亲现在过得好么…
921699	NPC情绪对话：纪玟(一入杭州)	怎么都是些不适手的弓箭吶？
921700	NPC情绪对话：齐丽(一入杭州)	这蜜饯好香哦！
921701	NPC情绪对话：齐丽(一入杭州)	这些蜜饯看起来真好吃啊！
921702	NPC情绪对话：西门峰(一入杭州)	死猴子！
921703	NPC情绪对话：西门峰(一入杭州)	我要杀了你这死猴子！
921704	NPC情绪对话：夏侯非(一入杭州)	西门猪！
921705	NPC情绪对话：夏侯非(一入杭州)	西门猪你知道你生气的样子很可笑么？
921706	NPC情绪对话：傅剑寒(一入杭州)	小二！再来一坛酒！
921707	NPC情绪对话：傅剑寒(一入杭州)	好酒啊！好酒！小二，再来一坛！
921708	NPC情绪对话：巩光杰(一入杭州)	老板，考虑一下！这价钱可是外头要不得的！
921709	NPC情绪对话：巩光杰(一入杭州)	跟我百草门做生意，肯定有赚头的！
921711	NPC情绪对话：躲猫猫(一入杭州)	呜呜…为什么每次都是我…
921712	NPC情绪对话：躲猫猫(一入杭州)	呜呜…谁可以帮帮我找…
921713	NPC情绪对话：躲猫猫(一入杭州)	太好了，这次终于找到你们了！
921714	NPC情绪对话：躲猫猫(一入杭州)	嘻嘻，谁说我没有办法找到你们呢？
921715	NPC情绪对话：躲猫猫(一入杭州)	哈哈，躲在这肯定找不着我的！
921716	NPC情绪对话：躲猫猫(一入杭州)	怎么会这样！
921717	NPC情绪对话：躲猫猫(一入杭州)	还不是妳找人帮忙…
921718	NPC情绪对话：躲猫猫(一入杭州)	我要在玩一次啊！
931001	NPC情绪对话：铸剑山庄	手中有剑，心中有剑
931002	NPC情绪对话：铸剑山庄	人剑合一
940001	NPC情绪对话：二入洛阳	是荆棘吶！
940002	NPC情绪对话：二入洛阳	是谷月轩吶！
940003	NPC情绪对话：二入洛阳	我就不想要写作业啊！
940004	NPC情绪对话：二入洛阳	难得来此当然要游历一番才行。
940005	NPC情绪对话：二入洛阳	怎么吃都吃不饱啊…
940006	NPC情绪对话：二入洛阳	小二！快点上菜啊，想饿死我啊！
940007	NPC情绪对话：二入洛阳	哈哈哈，好酒好酒啊！
940008	NPC情绪对话：二入洛阳	欢迎各位贵宾，请往庭院走。
940009	NPC情绪对话：二入洛阳	寿宴即将开始。
940010	NPC情绪对话：二入洛阳	感谢各位大驾光临，老夫甚是欢喜。
940011	NPC情绪对话：二入洛阳	西门猪，你瞧什么瞧！
940012	NPC情绪对话：二入洛阳	夏侯非，你老子就是要瞪死你！
940013	NPC情绪对话：二入洛阳	这场面好盛大啊…
940014	NPC情绪对话：二入洛阳	江大侠，恭喜恭喜啊！
940101	NPC情绪对话：霹雳堂	干！喝了喝了！
940102	NPC情绪对话：霹雳堂	真不愧是西域美酒！
940103	NPC情绪对话：霹雳堂	快点干了，免得被秦护法撞见了！
940104	NPC情绪对话：霹雳堂	这味道有够赞的！
940105	NPC情绪对话：霹雳堂	热死了、热死了！
940106	NPC情绪对话：霹雳堂	我搞啥要到绿洲来晒太阳！
940107	NPC情绪对话：霹雳堂	在喊，跳海去吧你！
940108	NPC情绪对话：霹雳堂	报、报告…不敢了。
940109	NPC情绪对话：霹雳堂	看你们还敢不敢偷喝酒！
940110	NPC情绪对话：霹雳堂	这里只有前辈可以喝酒，你们这些嫩字辈的算什么货色！
940111	NPC情绪对话：霹雳堂	哈哈！超好笑！
940112	NPC情绪对话：霹雳堂	看你们还敢不敢！
940113	NPC情绪对话：霹雳堂	好了好了，这画面不好看。
941001	NPC情绪对话：成都	来来来，好香的药膳面线欸！
941002	NPC情绪对话：成都	来噢，咱们天府酒楼什么都有！
941003	NPC情绪对话：成都	欸欸，客官，要不要来点小酒欸！
941004	NPC情绪对话：成都	欸，客官，休息不？
941005	NPC情绪对话：成都	别走啊，馆子内也可以休息阿～
941006	NPC情绪对话：成都	要吃什么都有啊！
941007	NPC情绪对话：成都	来噢，香喷喷的稻米，这可是今早现采割的！　
941008	NPC情绪对话：成都	来噢，好吃的紫蝴豆腐哦！
941009	NPC情绪对话：成都	需要货物运送么？
941010	NPC情绪对话：成都	我这可都是上等的好皮！
941011	NPC情绪对话：成都	客官，请坐请坐。
941012	NPC情绪对话：成都	欢迎莅临天府酒楼，客官请坐。
941013	NPC情绪对话：成都	上好蜀锦啊，快来看看。
941014	NPC情绪对话：成都	上好蜀锦啊，送礼、做衣都行。
941015	NPC情绪对话：成都	欢迎莅临浣花楼，客官请坐。
941016	NPC情绪对话：成都	想买上等药材就到百草门噢～
941017	NPC情绪对话：成都	欢迎莅临宝福楼，客官要用膳还是休息都行。
941018	NPC情绪对话：成都	看看！建男铁匠铺可是什么武器都有！
941019	NPC情绪对话：成都	客官要买什么米啊？我这米是秤重的！
941020	NPC情绪对话：成都	来典当还是看宝贝吶？
941021	NPC情绪对话：成都	什么南北杂货这都有，客人慢慢看。
941022	NPC情绪对话：成都	我今天运气可是比谁都好！
941023	NPC情绪对话：成都	臭小子，还想跟我比！
941024	NPC情绪对话：成都	快骰啊，别再那拖拖拉拉的！
941025	NPC情绪对话：成都	担担面哟！担担面呦！
941026	NPC情绪对话：成都	初更喽！初更喽！
941027	NPC情绪对话：成都	一更喽！一更喽！
941028	NPC情绪对话：成都	二更喽！二更喽！
941029	NPC情绪对话：成都	三更喽！三更喽！
941030	NPC情绪对话：成都	四更喽！四更喽！
941031	NPC情绪对话：成都	五更喽！五更喽！
941101	NPC情绪对话：西域村落	来来来，十谷米香，什么都有噢！
941102	NPC情绪对话：西域村落	来看看喜欢什么，十谷米香，营养的很吶！
941103	NPC情绪对话：西域村落	漂亮的地毯吶！来看看噢！
941104	NPC情绪对话：西域村落	什么花样的地毯都有吶！
941105	NPC情绪对话：西域村落	我这儿可都是外面找不着的吶！
941106	NPC情绪对话：西域村落	来看看噢！
941107	NPC情绪对话：西域村落	漂亮的金饰银饰噢！男人也可以戴的！
941108	NPC情绪对话：西域村落	各式雕像都有噢！来看看吶！
941109	NPC情绪对话：西域村落	中原来的瓷器！各位来看看噢！
941151	NPC情绪对话：忘忧谷	呵呵呵…嗝…真是好酒啊…
941152	NPC情绪对话：忘忧谷	嗯…嗯…这棋应该下在哪里好…
941153	NPC情绪对话：忘忧谷	有了！下在这！
941154	NPC情绪对话：忘忧谷	唉，今天又得忙到几点才能歇息啊…
941155	NPC情绪对话：忘忧谷	拉～拉拉拉～拉～～～拉拉～
941156	NPC情绪对话：忘忧谷	仙音前辈奏的琴叫人如痴如醉…
941157	NPC情绪对话：忘忧谷	哈哈哈哈，丹青兄真是英明！
941158	NPC情绪对话：忘忧谷	书生兄才是！
941161	NPC情绪对话：乐山大佛	呼…好、好累啊…
941162	NPC情绪对话：乐山大佛	佛说……
941171	NPC情绪对话：剑卢	唉……
941181	NPC情绪对话：华山派	这华山这么高，肯定没有贼人胆敢上来！
941182	NPC情绪对话：华山派	师弟们，认真点！
941183	NPC情绪对话：华山派	把守紧一点，别随便让人进来！
941184	NPC情绪对话：华山派	给我认真点！
941185	NPC情绪对话：华山派	这剑可是这样使的？
941201	NPC情绪对话：东厂/大忠洛阳城	快叫官爷出来！
941202	NPC情绪对话：东厂/大忠洛阳城	听说官爷可偷了咱们不少钱！
941203	NPC情绪对话：东厂/大忠洛阳城	让开！让我们进去找官爷！
941204	NPC情绪对话：东厂/大忠洛阳城	孩子…我的孩子啊…呜呜…
941205	NPC情绪对话：东厂/大忠洛阳城	救救我的孩子啊！
941221	NPC情绪对话：东厂/大忠洛阳城外	奇怪了，怎都不见了…
941222	NPC情绪对话：东厂/大忠洛阳城外	到底跑到那儿去了？
941223	NPC情绪对话：东厂/大忠洛阳城外	在这么个下去，花可是会枯萎的…
941224	NPC情绪对话：东厂/大忠洛阳城外	花儿乖、乖啊…
941231	NPC情绪对话：东厂/大忠杜康村	求菩萨保佑…
941232	NPC情绪对话：东厂/大忠杜康村	不许出去！
941233	NPC情绪对话：东厂/大忠杜康村	求求你了…大人…
941234	NPC情绪对话：东厂/大忠杜康村	咳咳…咳咳…
980001	过场提示	你可以按[FF7700]Ｃ[-]键快速叫出人物状态接口
980002	过场提示	战斗时按数字键[FF7700]1,2,3[-]可以快速选取武功招式
980003	过场提示	养成每回合休息时如果还有体力会增加[FF7700]心情[-]
980004	过场提示	人物的气血内力主要来自养成[FF7700]内功[-]的修练
980005	过场提示	某些招式上的[FF7700]内伤[-]可以让敌人的功体无法运作
980006	过场提示	战斗前请务必装备好武器与[FF7700]内功功体[-]
980007	过场提示	[FF7700]轻功[-]练高后可增加战斗时的移动格数
980008	过场提示	[FF7700]防御力[-]可以提高减伤的系数
980009	过场提示	有[FF7700]连斩[-]能力的角色在击杀敌人后可再次行动
980010	过场提示	与侠客红颜们交好，才有机会邀请他们加入队伍。没有队友是直通乞丐结局的快捷方式。
980011	过场提示	[FF7700]心情[-]好可得到更多的养成经验，但有些事件却是需要你心情低落才能触发
980012	过场提示	[FF7700]武学[-]数值越高，练功经验获得也越多
980013	过场提示	点击战斗回合显示的位置，可以点击切换[FF7700]战斗讯息[-]的开关
980014	过场提示	[FF7700]武学[-]与[FF7700]实战[-]会影响最后的伤害输出
980015	过场提示	有些武功会有一项[FF7700]特定能力[-]来提升伤害输出，例如酒艺影响醉棍
980016	过场提示	战斗时尽量从敌人的[FF7700]后面[-]攻击，可以有更高的机率命中和发动暴击
980017	过场提示	某些功体的状态可无视敌人的牵制，进而走到他的后面进行攻击，例如[FF7700]神行[-]状态
980018	过场提示	相关属性够高才能达到特定结局，例如[FF7700]名声[-]
980019	过场提示	有些战斗是有[FF7700]回合限制[-]的，请注意右上方的提示
980020	过场提示	战斗时对角色按[FF7700]右键[-]可以看到他的详细数据
980021	过场提示	战斗时的角色资料页面，有[FF7700]颜色[-]的数值可以查询数值的变化原因
980022	过场提示	初次游玩，如果不熟悉天赋与战斗时的技巧，能加入的队友太少，很容易走到乞丐结局，大侠请重新再来过，思考整体的养成策略
980023	过场提示	挖矿游戏中，特定矿产或宝箱要一定的[FF7700]连击[-]数后才有机会出现
980024	过场提示	采药游戏必须连续采到[FF7700]两个[-]一样的药材才算成功
980025	过场提示	有些功体会互相支持周遭同伴，尽可能把他们[FF7700]拉开[-]点
980026	过场提示	[FF7700]策略点[-]每回合提升一点，[FF7700]使用道具[-]需要两点策略点，每当一个同伴死亡则会额外获得一点的补助
980027	过场提示	养成体力的消耗：闲逛[FF7700]6[-]，基本功[FF7700]5[-]，招式[FF7700]5[-]，生产[FF7700]4[-]，忘忧谷[FF7700]4[-]，打杂[FF7700]2[-]
980028	过场提示	行走场景时，可以多留意四周，有些[FF7700]宝箱[-]会藏在不容易发现的地方
980029	过场提示	[FF7700]ＴＡＢ[-]键可切换视角的距离，让你看的更清楚些
980030	过场提示	战斗时刚移动完，如果走错了，可按[FF7700]ＥＳＣ[-]键返回原来没移动前的位置
980031	过场提示	宝箱共分为三种。最小的木箱不需要钥匙，中等的需要[FF7700]铁箱钥匙[-]，最大的则需要通过解锁游戏才能打开
980032	过场提示	战斗时按[FF7700]ＴＡＢ[-]键可切换角色，你可以自由选择由谁先行动
980033	过场提示	有[FF7700]连斩[-]能力的角色在击杀敌人后可再次行动，但内力消耗加倍
980034	过场提示	送对[FF7700]礼物[-]可大幅增加同伴的友好度
980035	过场提示	[FF7700]心情[-]好可得到更多的养成经验，但有些事件却是需要你心情低落才能触发
980036	过场提示	[FF7700]武学[-]数值越高，练功经验获得也越多
980037	过场提示	点击战斗回合显示的位置，可以点击切换[FF7700]战斗讯息[-]的开关
980038	过场提示	[FF7700]武学[-]与[FF7700]实战[-]会影响最后的伤害输出
980039	过场提示	每个武功都有一项[FF7700]特定能力[-]来提升伤害输出，例如酒艺影响醉棍
980040	过场提示	战斗时尽量从敌人的[FF7700]后面[-]攻击，可以有更高的机率命中和发动暴击
980041	过场提示	通关时可获得[FF7700]圣堂之力[-]（猴子难度无）；创角时可[FF7700]提升属性最大值[-]或[FF7700]锁定[-]天赋和数值。
980042	过场提示	逍遥谷的商店有时会有[FF7700]特殊商品[-]，走过路过可别错过
980043	过场提示	有些战斗是有[FF7700]回合限制[-]的，会在右上方的回数上用不同颜色的数值表示
980044	过场提示	战斗时对角色按[FF7700]鼠标右键[-]可以看到详细人物数据，带有[FF7700]颜色的数值[-]表示受到其他影响，可移动鼠标查询数值的变化原因
980045	过场提示	游戏进行中，如果想撷取当下屏幕上的图，可以按下F12的功能键抓图
980046	过场提示	部分战斗有[FF7700]自动存盘[-]，可直接重载当次战斗。
980047	过场提示	挖矿游戏中，特定矿产或宝箱要一定的[FF7700]连击[-]数后才有机会出现
980048	过场提示	[FF7700]原地休息[-]气血与内力的恢复量是移动后再休息的两倍
980049	过场提示	[FF7700]连击[-]发动时，该角色可以再次进行攻击
980050	过场提示	任务的提示写在[FF7700]经历[-]上，当你不知道下一步该做甚么的时候可以点击[FF7700]经历[-]查看
990001	NPC名称	无暇子
990002	NPC名称	谷月轩
990003	NPC名称	荆棘
990004	NPC名称	老胡
990005	NPC名称	小猴子
990006	NPC名称	神医
990007	NPC名称	仙音
990008	NPC名称	丹青
990009	NPC名称	怪医少女
990010	NPC名称	书生
990011	NPC名称	花翁
990012	NPC名称	橘叟
990013	NPC名称	神秘人
990014	NPC名称	猎人
990015	NPC名称	玄冥子
990016	NPC名称	醉仙
990017	NPC名称	王蓉
