#iID	s3DModel	sMaxImage	sHalfImage	iFriendly	sNpcName	sIntroduction	iBattleClass	iStarClass	iGenderType	iMartialType	sTitle
300065	HZ_piaoke01	0	0	0	钟老板	0	0	0	0	0	江湖游侠
300066	HZ_piaoke03	0	0	0	潘老板	0	0	0	0	0	江湖游侠
300067	HZ_piaoke05	0	0	0	阿雄	0	0	0	0	0	江湖游侠
300068	LY_child03	0	0	0	彬彬	0	0	0	0	0	江湖游侠
300069	LY_child04	0	0	0	大华	0	0	0	0	0	江湖游侠
300070	LY_customer03	0	0	0	穷老丁	0	0	0	0	0	江湖游侠
300072	LY_doubt01	0	0	0	昌哥	0	0	0	0	0	江湖游侠
300073	LY_doubt03	0	0	0	包租公	0	0	0	0	0	江湖游侠
300074	LY_flowerman	0	0	0	沈夙	0	0	0	0	0	江湖游侠
300075	LY_people03	0	0	0	老詹	0	0	0	0	0	江湖游侠
300076	LY_people08	0	0	0	曾勇	0	0	0	0	0	江湖游侠
300077	LY_police	0	0	0	杭州捕快	0	0	0	0	0	江湖游侠
300078	LY_Stealer	0	0	0	小典	0	0	0	0	0	江湖游侠
300079	LZ_people01	0	0	0	魏究	0	0	0	0	0	江湖游侠
300080	BG_pupil	B100090	100090	0	八卦门徒	八卦门弟子	0	0	0	0	八卦门徒
300081	BG_pupil	B100090	100090	0	八卦门徒	八卦门弟子	0	0	0	0	八卦门徒
300082	BG_pupil@action01	B100090	100090	0	八卦门徒	八卦门弟子	0	0	0	0	八卦门徒
300083	DK_man02	0	0	0	侯老	0	0	0	0	0	江湖游侠
300085	HZ_bitch03	0	0	0	珠儿	0	0	0	0	0	江湖游侠
300085	HZ_bitch03	0	0	0	紫绣	0	0	0	0	0	江湖游侠
300086	HZ_bitch06	0	0	0	雪薇	0	0	0	0	0	江湖游侠
300087	HZ_bitch07	0	0	0	听瑶	0	0	0	0	0	江湖游侠
300088	HZ_people01	0	0	0	老许	0	0	0	0	0	江湖游侠
300089	HZ_people03	0	0	0	曾老板	0	0	0	0	0	江湖游侠
300090	HZ_people05	0	0	0	老方	0	0	0	0	0	江湖游侠
300091	HZ_people11	0	0	0	成哥	0	0	0	0	0	江湖游侠
300094	Sword_pupil	B100073	100073	0	天剑门徒	0	0	0	0	0	江湖游侠
300095	Sword_pupil	B100073	100073	0	天剑门徒	0	0	0	0	0	江湖游侠
300096	LY_customer01@action01	0	0	0	韩老	0	0	0	0	0	江湖游侠
300097	LY_customer02@action01	0	0	0	沈老	0	0	0	0	0	江湖游侠
300098	LY_doubt01@action01	0	0	0	诚隆	0	0	0	0	0	江湖游侠
300099	LY_doubt04@action01	0	0	0	恳隆	0	0	0	0	0	江湖游侠
300100	LY_doubt05@action01	0	0	0	李隆	0	0	0	0	0	江湖游侠
300101	LY_doubtboss	0	0	0	王隆	0	0	0	0	0	江湖游侠
300103	LY_hunter	0	0	0	老杨	0	0	0	0	0	江湖游侠
300104	LY_fishergirl	0	0	0	吴姐	0	0	0	0	0	江湖游侠
300105	LY_people02	0	0	0	顾仁	0	0	0	0	0	江湖游侠
300107	LY_people06	0	0	0	费收	0	0	0	0	0	江湖游侠
300108	LY_people12	0	0	0	阿慧嫂	0	0	0	0	0	江湖游侠
300109	LY_scholar	0	0	0	散步书生	0	0	0	0	0	江湖游侠
300110	LY_worker	0	0	0	功玮	0	0	0	0	0	江湖游侠
300111	LZ_people08	0	0	0	阮君	0	0	0	0	0	江湖游侠
300112	LZ_people09	0	0	0	龙井村人	0	0	0	0	0	江湖游侠
300113	Sword_pupil	B100073	100073	0	天剑门徒	0	0	0	0	0	江湖游侠
300114	HZ_word	0	0	0	杭州字痴	0	0	0	0	0	江湖游侠
300115	HZ_destiny	0	0	0	算命仙	0	0	0	0	0	江湖游侠
300116	LY_scholar	0	0	0	李微之	0	0	0	0	0	江湖游侠
300117	HZ_child05	0	0	0	丁丁	0	0	0	0	0	江湖游侠
300118	Etc_hsu2	0	0	0	徐子骐	0	0	0	0	0	江湖游侠
300119	BG_pupil@action01	B100090	100090	0	客栈客人	0	0	0	0	0	江湖游侠
300120	BG_pupil@action01	B100090	100090	0	客栈客人	0	0	0	0	0	江湖游侠
300121	Etc_Shark2	B100142	100142	0	海鲨帮众	0	0	0	0	0	江湖游侠
300122	Etc_Shark2	B100142	100142	0	海鲨帮众	0	0	0	0	0	江湖游侠
300123	HZ_bitch06	0	0	0	雪曼	0	0	0	0	0	江湖游侠
300124	HZ_bitch07	0	0	0	代兰	0	0	0	0	0	江湖游侠
300125	HZ_fish	0	0	0	鱼店老板	0	0	0	0	0	江湖游侠
300126	HZ_people12	0	0	0	姜老板	0	0	0	0	0	江湖游侠
300127	HZ_piaoke01	0	0	0	唐老板	0	0	0	0	0	江湖游侠
300128	HZ_umbrella	0	0	0	伞店老板	0	0	0	0	0	江湖游侠
300129	KF_pupil	B300129	300129	0	褚镖师	0	0	0	0	0	江湖游侠
300130	KF_pupil	B300129	300129	0	王镖师	0	0	0	0	0	江湖游侠
300131	KF_pupil	B300129	300129	0	赵镖师	0	0	0	0	0	江湖游侠
300132	LY_customer01@action01	0	0	0	客栈客人	0	0	0	0	0	江湖游侠
300133	LY_customer02@action01	0	0	0	客栈客人	0	0	0	0	0	江湖游侠
300134	LY_doubt01	0	0	0	私盐贩子	0	0	0	0	0	江湖游侠
300135	LY_doubt03	0	0	0	黑市商人	0	0	0	0	0	江湖游侠
300136	LY_meatseller	0	0	0	肉店老板	0	0	0	0	0	江湖游侠
300137	LY_vseller	0	0	0	菜店老板	0	0	0	0	0	江湖游侠
300138	BG_pupil@action01	B100090	100090	0	客人	0	0	0	0	0	江湖游侠
300139	DK_man02	0	0	0	王老板	0	0	0	0	0	江湖游侠
300140	HZ_bitch04@action02	0	0	0	客人	0	0	0	0	0	江湖游侠
300141	HZ_bitch05	0	0	0	春芹	0	0	0	0	0	江湖游侠
300142	HZ_bitch05@action03	0	0	0	客人	0	0	0	0	0	江湖游侠
300143	HZ_cloth	0	0	0	布店老板	0	0	0	0	0	江湖游侠
300144	HZ_oldbitch	B100216	100216	0	老鸨	0	0	0	0	0	江湖游侠
300145	HZ_people12	0	0	0	酒店老板	0	0	0	0	0	江湖游侠
300146	HZ_people13	0	0	0	酒店客人	0	0	0	0	0	江湖游侠
300147	HZ_people14	0	0	0	酒店客人	0	0	0	0	0	江湖游侠
300148	LY_antiques	0	0	0	金老板	0	0	0	0	0	江湖游侠
300149	LY_boss	0	0	0	客栈老板	0	0	0	0	0	江湖游侠
300150	LY_customer01	0	0	0	茶馆客人	0	0	0	0	0	江湖游侠
300151	LY_customer02	0	0	0	茶馆客人	0	0	0	0	0	江湖游侠
300153	LY_doubt02@action01	0	0	0	客人	0	0	0	0	0	江湖游侠
300154	LY_herbboss	0	0	0	药店老板	0	0	0	0	0	江湖游侠
300155	LY_ironman	0	0	0	徐铁匠	0	0	0	0	0	江湖游侠
300156	LY_pawn	0	0	0	贾二	0	0	0	0	0	江湖游侠
300157	LY_seller	0	0	0	阿维	0	0	0	0	0	江湖游侠
300160	HZ_maiyao	0	0	0	卖药婆婆	0	0	0	0	0	江湖游侠
300161	HZ_bitch02	0	300161	0	苏三	0	0	0	0	0	江湖游侠
300162	HZ_bitch03	0	0	0	黛妞	0	0	0	0	0	江湖游侠
300163	LY_people02	0	0	0	包子老板	0	0	0	0	0	江湖游侠
300164	LY_people10	0	0	0	蜜饯老板	0	0	0	0	0	江湖游侠
300165	Golden18_cuff	0	0	0	莫生仁	0	0	0	0	0	江湖游侠
300166	LY_tea	0	0	0	茶博士	0	0	0	0	0	江湖游侠
300201	East_king	0	0	0	轿中人	诚王	0	0	0	0	江湖游侠
300202	Guanfu_pupil	0	0	0	衙门官兵	0	0	0	0	0	江湖游侠
300203	East_king	0	100247	0	中年男子	诚王	0	0	0	0	江湖游侠
300204	Guanfu_killer	0	0	0	丁泓	锦衣卫	1	0	0	0	江湖游侠
300211	Guanfu_pupil	0	0	0	衙门官兵	0	0	0	0	0	江湖游侠
300212	Guanfu_pupil	0	0	0	衙门官兵	0	0	0	0	0	江湖游侠
300213	Guanfu_pupil	0	0	0	衙门官兵	0	0	0	0	0	江湖游侠
300214	Guanfu_pupil	0	0	0	衙门官兵	0	0	0	0	0	江湖游侠
300215	HZ_people02	0	0	0	李岗	0	0	0	0	0	江湖游侠
300216	HZ_bitch04@action01	0	0	0	琴仙	0	0	0	0	0	江湖游侠
300217	HZ_bitch06	0	0	0	幽卓	0	0	0	0	0	江湖游侠
300218	HZ_bitch06	0	0	0	幽秞	0	0	0	0	0	江湖游侠
300219	HZ_bitch05@action03	0	0	0	嫖客	0	0	0	0	0	江湖游侠
300220	HZ_bitch02	0	0	0	青楼女子	0	0	0	0	0	江湖游侠
300221	LY_doubt02	0	0	0	保镳	0	0	0	0	0	江湖游侠
300222	LY_doubt02	0	0	0	保镳	0	0	0	0	0	江湖游侠
300223	LY_doubt02	0	0	0	保镳	0	0	0	0	0	江湖游侠
300224	LY_doubt02	0	0	0	保镳	0	0	0	0	0	江湖游侠
300225	LY_fisherman	0	0	0	钓叟	0	0	0	0	0	江湖游侠
300226	KF_pupil	B300129	300129	0	金风护院	0	0	0	0	0	江湖游侠
300227	KF_pupil	B300129	300129	0	金风镖师	0	0	0	0	0	江湖游侠
300228	KF_pupil@action02	B300129	300129	0	金风镖师	0	0	0	0	0	江湖游侠
300229	Jiang_pupil	0	0	0	达安	0	0	0	0	0	江湖游侠
300231	HZ_bitch03	0	0	0	朱咪	0	0	0	0	0	江湖游侠
300232	HZ_bitch07	0	0	0	蓝瑛	0	0	0	0	0	江湖游侠
300233	HZ_bitch01	0	0	0	陈碧	0	0	0	0	0	江湖游侠
300234	HZ_bitch06	0	0	0	李霞	0	0	0	0	0	江湖游侠
300235	HZ_bitch02	0	0	0	黄琼	0	0	0	0	0	江湖游侠
300236	HZ_oldbitch	0	0	0	梁绮	0	0	0	0	0	江湖游侠
300237	HZ_bitch04	0	0	0	黄仪	0	0	0	0	0	江湖游侠
300238	HZ_bitch05	0	0	0	金磊	0	0	0	0	0	江湖游侠
300239	HZ_maiyao	0	0	0	唐夫人	0	0	0	0	0	江湖游侠
300240	LY_ironman2@stand01	0	0	0	将猛	0	0	0	0	0	江湖游侠
300241	Guanfu_pupil	B100117	100117	0	巡逻兵	0	0	0	0	0	江湖游侠
300242	Guanfu_pupil	B100117	100117	0	巡逻兵	0	0	0	0	0	江湖游侠
300243	Guanfu_pupil	B100117	100117	0	巡逻兵	0	0	0	0	0	江湖游侠
300244	Guanfu_pupil	B100117	100117	0	巡逻兵	0	0	0	0	0	江湖游侠
300245	KF_pupil	B300129	300129	0	金风镖师	0	0	0	0	0	江湖游侠
300246	KF_pupil@action02	B300129	300129	0	金风镖师	0	0	0	0	0	江湖游侠
300247	LY_people04	0	0	0	杨阳	0	0	0	0	0	江湖游侠
300248	LY_child04	0	0	0	小卓子	0	0	0	0	0	江湖游侠
300249	HZ_people08	0	0	0	小邓子	0	0	0	0	0	江湖游侠
300250	LY_child02	0	0	0	香媛	0	0	0	0	0	江湖游侠
300251	LY_child03	0	0	0	李逸	0	0	0	0	0	江湖游侠
300252	HZ_child04	0	0	0	胡睿	0	0	0	0	0	江湖游侠
300253	LY_xian	0	0	0	宋婶	0	0	0	0	0	江湖游侠
300261	Etc_oldmonk	B100137	100137	0	住持	0	0	0	0	0	江湖游侠
300271	DK_man01	0	0	0	仵作	0	0	0	0	0	江湖游侠
300272	HZ_bitch05	0	0	0	西门氏	0	0	0	0	0	江湖游侠
300274	HZ_piaoke04	0	0	0	薛山	0	0	0	0	0	江湖游侠
300275	KF_pupil	0	0	0	王兆南	0	0	0	0	0	江湖游侠
300276	HZ_people07	0	0	0	小乞丐	0	0	0	0	0	江湖游侠
300277	HZ_child01	0	0	0	小丽	0	0	0	0	0	江湖游侠
300278	HZ_child02	0	0	0	阿三	0	0	0	0	0	江湖游侠
300279	HZ_child04	0	0	0	阿轩	0	0	0	0	0	江湖游侠
300280	LY_people04	0	0	0	廷义	0	0	0	0	0	江湖游侠
300281	LY_Stealer	0	0	0	廷齐	0	0	0	0	0	江湖游侠
300282	HZ_child03	0	0	0	阿赫	0	0	0	0	0	江湖游侠
300283	DK_man06	0	0	0	杭州居民	0	0	0	0	0	江湖游侠
300284	CD_foodseller	0	0	0	杭州居民	0	0	0	0	0	江湖游侠
300285	HZ_people06	0	0	0	杭州居民	0	0	0	0	0	江湖游侠
300286	DK_man01	0	0	0	杭州居民	0	0	0	0	0	江湖游侠
300401	LY_vseller	0	0	0	姑妈	0	0	0	0	0	江湖游侠
300402	Etc_oldmonk	0	0	0	贼团喽啰	0	0	0	0	0	江湖游侠
300403	CC_pupil	B100124	100124	0	孙渐	青城弟子	1	0	0	22	江湖游侠
310001	LZ_people01	0	0	0	养蜂人	0	0	0	0	0	江湖游侠
310002	LZ_people02	0	0	0	阿都	0	0	0	0	0	江湖游侠
310003	LZ_people03	0	0	0	阿春	0	0	0	0	0	江湖游侠
310004	LZ_people04	0	0	0	养蚕人	0	0	0	0	0	江湖游侠
310005	LZ_people05	0	0	0	杨督	0	0	0	0	0	江湖游侠
310006	LZ_people06	0	0	0	采茶大婶	0	0	0	0	0	江湖游侠
310007	LZ_people07	0	0	0	采茶女	0	0	0	0	0	江湖游侠
310008	LZ_people08	0	0	0	采茶女	0	0	0	0	0	江湖游侠
310009	LZ_people09	0	0	0	采茶女	0	0	0	0	0	江湖游侠
310010	LY_chief	0	0	0	烧窑师	0	0	0	0	0	江湖游侠
310011	LZ_people09	0	0	0	水果摊贩	0	0	0	0	0	江湖游侠
310012	DK_woman02	0	0	0	杨枣	0	0	0	0	0	江湖游侠
310013	HZ_chief	0	0	0	流浪厨师	0	0	0	0	0	江湖游侠
360001	HZ_child03	0	0	0	唱歌小孩	0	0	0	0	0	江湖游侠
360002	HZ_destiny	0	0	0	算命仙	0	0	0	0	0	江湖游侠
360003	LZ_people03	0	0	0	柳姑	0	0	0	0	0	江湖游侠
360004	LZ_people04	0	0	0	养蚕人	0	0	0	0	0	江湖游侠
360005	LZ_people04	0	0	0	村人	0	0	0	0	0	江湖游侠
360006	LZ_people04	0	0	0	村人	0	0	0	0	0	江湖游侠
360007	LZ_people01	0	0	0	养蜂人	0	0	0	0	0	江湖游侠
360008	LZ_people04	0	0	0	采茶人	0	0	0	0	0	江湖游侠
360009	LZ_people05	0	0	0	摇水人	0	0	0	0	0	江湖游侠
360010	LZ_people06	0	0	0	村人	0	0	0	0	0	江湖游侠
360011	LZ_people06	0	0	0	阿春	0	0	0	0	0	江湖游侠
360012	LZ_people07	0	0	0	采茶人	0	0	0	0	0	江湖游侠
360013	LZ_people07	0	0	0	村人	0	0	0	0	0	江湖游侠
360014	LZ_people08	0	0	0	村人	0	0	0	0	0	江湖游侠
360015	LZ_people08	0	0	0	村人	0	0	0	0	0	江湖游侠
360016	LZ_people08	0	0	0	采茶人	0	0	0	0	0	江湖游侠
360017	LZ_people09	0	0	0	采茶人	0	0	0	0	0	江湖游侠
360018	LZ_people09	0	0	0	采茶人	0	0	0	0	0	江湖游侠
360019	Weapon_pupil	B100095	100095	0	守阁弟子	0	0	0	0	0	江湖游侠
360024	LY_ironman	0	0	0	鲁师傅	0	0	0	0	0	江湖游侠
360025	LY_fishergirl	0	0	0	歌女	0	0	0	0	0	江湖游侠
360027	CC_pupil	B100124	100124	0	青城弟子	0	0	0	0	0	江湖游侠
360028	CC_pupil	B100124	100124	0	青城弟子	0	0	0	0	0	江湖游侠
360029	CC_pupil	B100124	100124	0	青城弟子	0	0	0	0	0	江湖游侠
360030	CC_pupil	B100124	100124	0	青城弟子	0	0	0	0	0	江湖游侠
360031	CC_pupil	B100124	100124	0	青城弟子	0	0	0	0	0	江湖游侠
360032	Monkey	B360032	360032	0	小猴子	忘忧谷中的小猴子，生性调皮，喜欢偷醉仙的酒喝，拿花痴的花来玩；但一张无辜的脸，让人不舍责骂。	0	0	0	0	江湖游侠
360033	TL_tlpupil	0	0	0	天龙教众	教众_外野手	0	0	0	0	江湖游侠
360034	TL_tlpupil	0	0	0	守门队长	教众_守门队长	0	0	0	0	江湖游侠
360035	TL_tlpupil	0	0	0	天龙教众	教众_左守门	0	0	0	0	江湖游侠
360036	TL_tlpupil	0	0	0	天龙教众	教众_右守门	0	0	0	0	江湖游侠
360037	TL_tlpupil	0	0	0	天龙教众	教众_迎宾	0	0	0	0	江湖游侠
360038	TL_tlpupil	0	0	0	天龙教众	教众_八卦甲	0	0	0	0	江湖游侠
360039	TL_tlpupil	0	0	0	天龙教众	教众_八卦乙	0	0	0	0	江湖游侠
360040	TL_tlpupil	0	0	0	天龙教众	教众_练武丙	0	0	0	0	江湖游侠
360041	TL_tlpupil	0	0	0	天龙教众	教众_练武丁	0	0	0	0	江湖游侠
360042	TL_tlpupil	0	0	0	天龙教众	教众_大殿看门左	0	0	0	0	江湖游侠
360043	TL_tlpupil	0	0	0	天龙教众	教众_大殿看门右	0	0	0	0	江湖游侠
360044	TL_tlpupil	0	0	0	大牢狱卒	教众_监狱守门人	0	0	0	0	江湖游侠
360045	TL_tlpupil	0	0	0	天龙教众	教众_宿舍守门人	0	0	0	0	江湖游侠
360046	TL_tlpupil	0	0	0	练武教头	练武小队	0	0	0	0	江湖游侠
360047	TL_tlpupil	0	0	0	天龙教众	练武小队	0	0	0	0	江湖游侠
360048	TL_tlpupil	0	0	0	天龙教众	练武小队	0	0	0	0	江湖游侠
360049	TL_tlpupil	0	0	0	天龙教众	练武小队	0	0	0	0	江湖游侠
360050	TL_tlpupil	0	0	0	天龙教众	练武小队	0	0	0	0	江湖游侠
360051	TL_tlpupil	0	0	0	天龙教众	练武小队	0	0	0	0	江湖游侠
360052	TL_tlpupil	0	0	0	天龙教众	练武小队	0	0	0	0	江湖游侠
360053	TL_tlpupil	0	0	0	天龙教众	练武小队	0	0	0	0	江湖游侠
360054	TL_tlpupil	0	0	0	天龙教众	练武小队	0	0	0	0	江湖游侠
360055	LY_people12	0	0	0	汉族女子	汉族女子	0	0	0	0	江湖游侠
360056	HZ_people14	0	0	0	汉族男子	汉族男子	0	0	0	0	江湖游侠
360057	TL_tlpupil@action04	0	0	0	受罚小兵	受罚小兵	0	0	0	0	江湖游侠
360058	LY_ironman	0	0	0	胡师傅	0	0	0	0	0	江湖游侠
360059	LY_people09	0	0	0	王振	杜康村挑夫，黄骆事件。	0	0	0	0	江湖游侠
360060	LZ_people02	0	0	0	阿狗	杜康村种田者，黄骆事件。	0	0	0	0	江湖游侠
360061	LY_people10	0	0	0	卢楠	杜康村人，黄骆事件。	0	0	0	0	江湖游侠
360062	HZ_people04	0	0	0	旅者	前传2	0	0	0	0	江湖游侠
360063	LY_people03	0	0	0	旅者	前传2	0	0	0	0	江湖游侠
360064	LY_people10	0	0	0	旅者	前传2	0	0	0	0	江湖游侠
360065	Pili_pupil	B100070	100070	0	霹雳堂人	前传2	0	0	0	0	江湖游侠
360066	Pili_pupil	B100070	100070	0	霹雳堂人	前传2	0	0	0	0	江湖游侠
360067	Pili_pupil	B100070	100070	0	霹雳堂人	前传2	0	0	0	0	江湖游侠
360068	Etc_jpassa	B360068	360068	0	黑衣人	天意忍者，受过极为严苛的忍术训练，对天意城主忠心不二。	0	0	0	10	黑衣人
360069	Etc_jpassa	B360068	360068	0	虎豹忍	服用虎豹丸的天意忍者，不怕痛，更不怕死。	0	0	0	10	黑衣人
360070	Etc_jpassa	0	0	0	黑衣人	天意忍者，受过极为严苛的忍术训练，对天意城主忠心不二。	0	0	0	10	黑衣人
360071	Etc_jpassa	0	0	0	黑衣人	天意忍者，受过极为严苛的忍术训练，对天意城主忠心不二。	0	0	0	10	黑衣人
360072	Etc_jpassa	0	0	0	黑衣人	天意忍者，受过极为严苛的忍术训练，对天意城主忠心不二。	0	0	0	10	黑衣人
360073	0	0	0	0	旁白	就是旁白	0	0	0	0	超级旁白
360074	WD_papa	0	0	0	张丰雁	前任武当掌门，卓人清和东方曦的师傅。	0	0	0	0	江湖游侠
360075	TL_eagle	0	0	0	受伤男子	任天翔	0	0	0	0	江湖游侠
360076	LY_people12	0	0	0	妇女声音	前传4	0	0	0	0	好妈妈
360077	HO_soldier	B360077	360077	0	胡族士兵	将军怎么说，我就怎么做！	0	0	0	0	小兵
360078	LY_soldier3	B360078	360078	0	汉族士兵	将军怎么说，我就怎么做！	0	0	0	11	小兵
360079	LY_people12	0	0	0	汉族妇女	前传4	0	0	0	0	好妈妈
360080	HO_woman01	0	0	0	胡族女子	前传4	0	0	0	0	好妈妈
360081	HO_man01	0	0	0	胡族男子	前传4	0	0	0	0	好男人
360082	baby	0	0	0	婴儿哭声	前传4	0	0	0	0	小婴儿
360083	rain_nb	B360084	360084	0	蒙面女子	前传4	0	0	0	0	蒙面女
360084	rain	B360084	360084	0	雨枫	前传4	0	0	0	0	鬼面女
360085	Rogue_01	B360085	360085	0	地痞	地方上的流氓，无赖，恶霸，不讲道理的人。	0	0	0	0	无赖
360086	Rogue_02	B360086	360085	0	地痞	地方上的流氓，无赖，恶霸，不讲道理的人。	0	0	0	0	无赖
360087	Rogue_03	B360087	360085	0	地痞	地方上的流氓，无赖，恶霸，不讲道理的人。	0	0	0	0	无赖
360088	Rogue_04	B360088	360085	0	地痞	地方上的流氓，无赖，恶霸，不讲道理的人。	0	0	0	0	无赖
360089	HO_man02	0	0	0	胡族男子	前传4	0	0	0	0	无赖
360090	HO_man03	0	0	0	胡族男子	前传4	0	0	0	0	平民
360091	HO_man04	0	0	0	胡族男子	前传4	0	0	0	0	平民
360092	HO_oldman01	0	0	0	西域平民(老人)	前传4	0	0	0	0	平民
360093	HO_child01	0	0	0	西域平民(小孩)	前传4	0	0	0	0	平民
360094	HO_tourist01	0	0	0	西域平民(旅人)	前传4	0	0	0	0	平民
360095	HO_woman02	0	0	0	胡族女子	前传4	0	0	0	0	平民
360096	HO_woman03	0	0	0	胡族女子	前传4	0	0	0	0	平民
360097	HO_woman04	0	0	0	胡族女子	前传4	0	0	0	0	平民
360098	HO_woman05	0	0	0	胡族女子	前传4	0	0	0	0	平民
360099	HO_man05	0	0	0	胡族男子	前传4	0	0	0	0	平民
360100	HO_man06	0	0	0	胡族男子	前传4	0	0	0	0	平民
360101	HO_man07	0	0	0	胡族男子	前传4	0	0	0	0	平民
360102	HO_man08	0	0	0	胡族男子	前传4	0	0	0	0	平民
360103	HZ_turtle	0	0	0	老者	新佛剑魔刀	0	0	0	0	老者
360104	TS_pupil	B100121	100121	0	尚精忠	天山弟子，和师妹阿霞情投意合。	0	0	0	0	天山弟子
360105	LY_customer01	0	0	0	辉叔	绝刀门的老仆，年轻实立过不少功劳，但老后脑袋不太灵光，。	0	0	0	0	咸鱼叔
360106	TS_pulgirl	B110010	110010	0	宁彩霞	天山弟子，和师兄阿忠情投意合。	0	0	0	0	天山弟子
360107	DK_man07	0	0	0	饕客	0	0	0	0	0	贪吃鬼
360108	Robber_Heifon	B100111	100111	0	抢匪	0	0	0	0	0	抢匪
360109	Robber_Heifon	0	0	0	贫穷村民	0	0	0	0	0	穷人
360110	Robber_Heifon	B100111	100111	0	红花山贼	黑风寨覆灭后的漏网之鱼，以抢劫维生，欺负弱小平民。	0	0	0	27	红花山贼
360111	Robber_Heifon	B100111	100111	0	红花头目	黑风寨覆灭后的漏网之鱼，以抢劫维生，欺负弱小平民。	0	0	0	27	红花头目
360112	East_killer	B100116	100116	0	锦衣卫	直属皇帝的特种单位，各个武艺高强，身怀绝技，杀人不眨眼。	1	0	0	20	锦衣卫
360113	Guanfu_killer	B500006	500006	0	锦衣卫	直属皇帝的特种单位，各个武艺高强，身怀绝技，杀人不眨眼。	0	0	0	20	锦衣卫
360121	HZ_bitch04	0	0	0	山庄侍女	0	0	0	0	0	江湖游侠
360122	Gb_older	B900107	900107	0	丐帮长老	此人相貌与柯降龙十分相像，常有人误会。	1	0	0	19	帮主替身
400002	HZ_bitch01	0	0	0	沈月	0	0	0	0	0	江湖游侠
400003	HZ_bitch02	0	0	0	李秀	0	0	0	0	0	江湖游侠
400006	DK_man06	0	0	0	书生王栩	0	0	0	0	0	江湖游侠
400007	HZ_people02	0	0	0	兽皮老板	0	0	0	0	0	江湖游侠
400008	LY_child03	0	0	0	木刀小孩	0	0	0	0	0	江湖游侠
400010	CC_pupil	B100124	100124	0	柳人英	0	0	0	0	0	江湖游侠
400011	CC_pupil	B100124	100124	0	袁人俊	0	0	0	0	0	江湖游侠
400012	CC_pupil	B100124	100124	0	颜人轩	0	0	0	0	0	江湖游侠
400013	CC_pupil	B100124	100124	0	李人昂	0	0	0	0	0	江湖游侠
400014	LY_waiter	B400014	400014	0	店小二	0	0	0	0	0	江湖游侠
400015	LY_customer01@action01	0	0	0	酒楼客人	0	0	0	0	0	江湖游侠
400016	LY_customer02@action01	0	0	0	酒楼客人	0	0	0	0	0	江湖游侠
400017	HZ_people13	0	0	0	药膳老板	0	0	0	0	0	江湖游侠
400018	LY_meatseller	0	0	0	肉店老板	0	0	0	0	0	江湖游侠
400020	LY_people03	0	0	0	蜀锦老板	0	0	0	0	0	江湖游侠
400023	HZ_cloth	0	0	0	豆腐娘子	0	0	0	0	0	江湖游侠
400028	DL_pupil	B100068	100068	0	毒龙教人	0	0	0	0	0	江湖游侠
400032	Gb_pupil01	B100102	100102	0	成都乞丐	0	0	0	0	0	江湖游侠
400033	CD_corpse	0	0	0	成都乞丐	0	0	0	0	0	江湖游侠
400034	DK_man02	0	0	0	成都居民	0	0	0	0	0	江湖游侠
400035	DK_man05	0	0	0	成都居民	0	0	0	0	0	江湖游侠
400036	HZ_people09	0	0	0	成都居民	0	0	0	0	0	江湖游侠
400053	TM_pupil	B100083	100083	0	唐门弟子	0	0	0	0	0	江湖游侠
400054	LY_people05	0	0	0	樵夫	0	0	0	0	0	江湖游侠
400055	DL_pupil2	B100068	100068	0	毒龙弟子	0	0	0	0	0	江湖游侠
400056	DK_woman02	0	0	0	婆婆	0	0	0	0	0	江湖游侠
400057	DL_pupil	B100068	100068	0	毒龙教众	0	0	0	0	0	江湖游侠
400058	HZ_people09	0	0	0	成都居民	0	0	0	0	0	江湖游侠
400059	Gb_pupil01	0	0	0	落魄乞丐	0	0	0	0	0	江湖游侠
400060	Gb_pupil02	0	0	0	可疑乞丐	0	0	0	0	0	江湖游侠
400061	LY_doubt05@action01	0	0	0	成都居民	0	0	0	0	0	江湖游侠
400066	LY_antiques	0	0	0	成都居民	0	0	0	0	0	江湖游侠
400071	LZ_people01	0	0	0	成都居民	0	0	0	0	0	江湖游侠
400072	LY_police	0	0	0	捕快	0	0	0	0	0	江湖游侠
400073	LY_police	0	0	0	捕快	0	0	0	0	0	江湖游侠
400074	LY_police	0	0	0	捕快	0	0	0	0	0	江湖游侠
400075	HZ_people05	0	0	0	成都居民	0	0	0	0	0	江湖游侠
400076	HZ_people07	0	0	0	成都居民	0	0	0	0	0	江湖游侠
400077	DL_pupil2	0	0	0	毒龙弟子	男弟子	0	0	0	0	江湖游侠
400078	DL_pupil	B100068	100068	0	毒龙弟子	女弟子	0	0	0	0	江湖游侠
400080	HZ_bitch05	0	0	0	成都居民	0	0	0	0	0	江湖游侠
400081	HZ_people14	0	0	0	成都居民	0	0	0	0	0	江湖游侠
400082	LY_Ren	0	0	0	成都居民	0	0	0	0	0	江湖游侠
400083	DK_man05	0	0	0	成都居民	0	0	0	0	0	江湖游侠
400084	HZ_child03	0	0	0	成都居民	0	0	0	0	0	江湖游侠
400085	Blade_pupil	B100086	100086	0	成都居民	0	0	0	0	0	江湖游侠
400086	LY_child03	0	0	0	成都居民	0	0	0	0	0	江湖游侠
400087	LY_child04	0	0	0	成都居民	0	0	0	0	0	江湖游侠
